Cluster	Repeats	Closest upstream	Dist upstream	Closest downstream	Dist downstream	Coords	First_start	First_end	Last_start	Last_end	Cyto_band	Cyto_start
1.688	2	hAT-2	106	RSP-LIKE	377	X:4382553-4382901	4382553	4382681	4382674	4382901	4C	4333244
RSP-LIKE	9	1.688	377	GENE	2927	X:4383278-4384749	4383278	4383429	4384591	4384749	4C	4333244
GENE	1	RSP-LIKE	2927	Helitron-1	-217581	X:4387676-4611385	4387676	4611385	4387676	4611385	4C	4333244
Helitron-1	1	GENE	-217581	TART	5423	X:4393804-4393882	4393804	4393882	4393804	4393882	4C	4333244
TART	1	Helitron-1	5423	Jockey-3	10445	X:4399305-4399398	4399305	4399398	4399305	4399398	4C	4333244
Jockey-3	1	TART	10445	GENE	2917	X:4409843-4409939	4409843	4409939	4409843	4409939	4C	4333244
GENE	1	Jockey-3	2917	TART	-56931	X:4412856-4485647	4412856	4485647	4412856	4485647	4C	4333244
TART	1	GENE	-56931	Helitron-1	22998	X:4428716-4428868	4428716	4428868	4428716	4428868	4C	4333244
Helitron-1	1	TART	22998	Jockey-5	2745	X:4451866-4451943	4451866	4451943	4451866	4451943	4C	4333244
Jockey-5	1	Helitron-1	2745	Galileo	-8	X:4454688-4454754	4454688	4454754	4454688	4454754	4C	4333244
Galileo	1	Jockey-5	-8	Gypsy-21	13548	X:4454746-4454790	4454746	4454790	4454746	4454790	4C	4333244
Gypsy-21	1	Galileo	13548	Jockey-3	333	X:4468338-4468376	4468338	4468376	4468338	4468376	4C	4333244
Jockey-3	1	Gypsy-21	333	DOC6	5135	X:4468709-4468760	4468709	4468760	4468709	4468760	4C	4333244
DOC6	1	Jockey-3	5135	TART	980	X:4473895-4473947	4473895	4473947	4473895	4473947	4C	4333244
TART	1	DOC6	980	TART	2432	X:4474927-4475208	4474927	4475208	4474927	4475208	4C	4333244
TART	1	TART	2432	1.688	9459	X:4477640-4477713	4477640	4477713	4477640	4477713	4C	4333244
1.688	2	TART	9459	Gypsy7-I	12601	X:4487172-4487634	4487172	4487509	4487548	4487634	4C	4333244
Gypsy7-I	1	1.688	12601	Gypsy-9	12075	X:4500235-4500282	4500235	4500282	4500235	4500282	4C	4333244
Gypsy-9	1	Gypsy7-I	12075	GENE	17824	X:4512357-4512407	4512357	4512407	4512357	4512407	4C	4333244
GENE	1	Gypsy-9	17824	TART	-3978	X:4530231-4535464	4530231	4535464	4530231	4535464	4C	4333244
TART	1	GENE	-3978	GENE	3990	X:4531486-4531645	4531486	4531645	4531486	4531645	4C	4333244
GENE	1	TART	3990	GENE	282	X:4535635-4540626	4535635	4540626	4535635	4540626	4C	4333244
GENE	1	GENE	282	GENE	124	X:4540908-4542506	4540908	4542506	4540908	4542506	4C	4333244
GENE	1	GENE	124	GENE	120	X:4542630-4544497	4542630	4544497	4542630	4544497	4C	4333244
GENE	1	GENE	120	GENE	276	X:4544617-4548794	4544617	4548794	4544617	4548794	4C	4333244
GENE	1	GENE	276	GENE	-74	X:4549070-4549957	4549070	4549957	4549070	4549957	4C	4333244
GENE	1	GENE	-74	Gypsy24-I	-1639	X:4549883-4551878	4549883	4551878	4549883	4551878	4C	4333244
Gypsy24-I	1	GENE	-1639	GENE	1654	X:4550239-4550319	4550239	4550319	4550239	4550319	4C	4333244
GENE	1	Gypsy24-I	1654	GENE	111	X:4551973-4553006	4551973	4553006	4551973	4553006	4C	4333244
GENE	1	GENE	111	BEL-21	1509	X:4553117-4554398	4553117	4554398	4553117	4554398	4C	4333244
BEL-21	1	GENE	1509	TART	271	X:4555907-4555957	4555907	4555957	4555907	4555957	4C	4333244
TART	1	BEL-21	271	GENE	1792	X:4556228-4556280	4556228	4556280	4556228	4556280	4C	4333244
GENE	1	TART	1792	Jockey-3	-976	X:4558072-4560317	4558072	4560317	4558072	4560317	4C	4333244
Jockey-3	3	GENE	-976	P-1	1200	X:4559341-4559740	4559341	4559414	4559551	4559740	4C	4333244
P-1	1	Jockey-3	1200	Gypsy7-I	7285	X:4560940-4561013	4560940	4561013	4560940	4561013	4C	4333244
Gypsy7-I	1	P-1	7285	GENE	2639	X:4568298-4568352	4568298	4568352	4568298	4568352	4C	4333244
GENE	1	Gypsy7-I	2639	Homo6 728 885	17962	X:4570991-4571929	4570991	4571929	4570991	4571929	4C	4333244
Homo6 728 885	1	GENE	17962	HeT-A3	12622	X:4589891-4590052	4589891	4590052	4589891	4590052	4C	4333244
HeT-A3	1	Homo6 728 885	12622	GENE	14815	X:4602674-4602749	4602674	4602749	4602674	4602749	4C	4333244
GENE	1	HeT-A3	14815	Jockey-6	-6703	X:4617564-4627206	4617564	4627206	4617564	4627206	4C	4333244
Jockey-6	1	GENE	-6703	GENE	6719	X:4620503-4620661	4620503	4620661	4620503	4620661	4C	4333244
GENE	1	Jockey-6	6719	DNAREP1	46	X:4627380-4630936	4627380	4630936	4627380	4630936	4C	4333244
DNAREP1	1	GENE	46	GENE	-231	X:4630982-4631283	4630982	4631283	4630982	4631283	4C	4333244
GENE	1	DNAREP1	-231	Jockey-3	-3094	X:4631052-4636004	4631052	4636004	4631052	4636004	4C	4333244
Jockey-3	1	GENE	-3094	GENE	3265	X:4632910-4633053	4632910	4633053	4632910	4633053	4C	4333244
GENE	1	Jockey-3	3265	Jockey-3	-2378	X:4636318-4639112	4636318	4639112	4636318	4639112	4C	4333244
Jockey-3	1	GENE	-2378	GENE	2464	X:4636734-4636795	4636734	4636795	4636734	4636795	4C	4333244
GENE	1	Jockey-3	2464	GENE	-2718	X:4639259-4643987	4639259	4643987	4639259	4643987	4C	4333244
GENE	1	GENE	-2718	GENE	259	X:4641269-4644868	4641269	4644868	4641269	4644868	4C	4333244
GENE	1	GENE	259	GENE	457	X:4645127-4647414	4645127	4647414	4645127	4647414	4C	4333244
GENE	1	GENE	457	GENE	-54	X:4647871-4648646	4647871	4648646	4647871	4648646	4C	4333244
GENE	1	GENE	-54	GENE	-17	X:4648592-4650032	4648592	4650032	4648592	4650032	4C	4333244
GENE	1	GENE	-17	GENE	-6304	X:4650015-4658259	4650015	4658259	4650015	4658259	4C	4333244
GENE	1	GENE	-6304	GENE	3661	X:4651955-4654497	4651955	4654497	4651955	4654497	4C	4333244
GENE	1	GENE	3661	1.688	-3981	X:4658158-4666700	4658158	4666700	4658158	4666700	4C	4333244
1.688	4	GENE	-3981	GENE	3615	X:4662719-4663675	4662719	4662854	4663586	4663675	4C	4333244
GENE	1	1.688	3615	GENE	451	X:4667290-4679537	4667290	4679537	4667290	4679537	4C	4333244
GENE	1	GENE	451	Gypsy8-I	-4495	X:4679988-4686903	4679988	4686903	4679988	4686903	4C	4333244
Gypsy8-I	1	GENE	-4495	GENE	5232	X:4682408-4682568	4682408	4682568	4682408	4682568	4C	4333244
GENE	1	Gypsy8-I	5232	HMSBEAGLE	-13666	X:4687800-4702034	4687800	4702034	4687800	4702034	4C	4333244
HMSBEAGLE	1	GENE	-13666	LINEJ1	11855	X:4688368-4688628	4688368	4688628	4688368	4688628	4C	4333244
LINEJ1	1	HMSBEAGLE	11855	Gypsy-10	640	X:4700483-4700732	4700483	4700732	4700483	4700732	4C	4333244
Gypsy-10	1	LINEJ1	640	GENE	842	X:4701372-4701442	4701372	4701442	4701372	4701442	4C	4333244
GENE	1	Gypsy-10	842	GENE	44	X:4702284-4705265	4702284	4705265	4702284	4705265	4C	4333244
GENE	1	GENE	44	GENE	412	X:4705309-4707504	4705309	4707504	4705309	4707504	4C	4333244
GENE	1	GENE	412	Gypsy-22	-20248	X:4707916-4729487	4707916	4729487	4707916	4729487	4C	4333244
Gypsy-22	1	GENE	-20248	1.688	4721	X:4709239-4709365	4709239	4709365	4709239	4709365	4C	4333244
1.688	4	Gypsy-22	4721	LINEJ1	16992	X:4714086-4714893	4714086	4714221	4714771	4714893	4C	4333244
LINEJ1	1	1.688	16992	Homo6 771 832	13264	X:4731885-4736902	4731885	4736902	4731885	4736902	4C	4333244
Homo6 771 832	1	LINEJ1	13264	Jockey-3	1168	X:4750166-4750227	4750166	4750227	4750166	4750227	4D	4749024
Jockey-3	1	Homo6 771 832	1168	STALKER4	11769	X:4751395-4751538	4751395	4751538	4751395	4751538	4D	4749024
STALKER4	1	Jockey-3	11769	DNA4-1	1709	X:4763307-4763709	4763307	4763709	4763307	4763709	4D	4749024
DNA4-1	2	STALKER4	1709	1.688	227	X:4765418-4765851	4765418	4765520	4765749	4765851	4D	4749024
1.688	1	DNA4-1	227	GENE	2588	X:4766078-4766139	4766078	4766139	4766078	4766139	4D	4749024
GENE	1	1.688	2588	GENE	420	X:4768727-4770137	4768727	4770137	4768727	4770137	4D	4749024
GENE	1	GENE	420	GENE	3445	X:4770557-4771588	4770557	4771588	4770557	4771588	4D	4749024
GENE	1	GENE	3445	GENE	752	X:4775033-4775232	4775033	4775232	4775033	4775232	4D	4749024
GENE	1	GENE	752	GENE	4826	X:4775984-4777375	4775984	4777375	4775984	4777375	4D	4749024
GENE	1	GENE	4826	GENE	1286	X:4782201-4782789	4782201	4782789	4782201	4782789	4D	4749024
GENE	1	GENE	1286	LINEJ1	6409	X:4784075-4786059	4784075	4786059	4784075	4786059	4D	4749024
LINEJ1	1	GENE	6409	DNAREP1	4379	X:4792468-4792810	4792468	4792810	4792468	4792810	4D	4749024
DNAREP1	1	LINEJ1	4379	GENE	-19	X:4797189-4797250	4797189	4797250	4797189	4797250	4D	4749024
GENE	1	DNAREP1	-19	DNAREP1	-4159	X:4797231-4804862	4797231	4804862	4797231	4804862	4D	4749024
DNAREP1	1	GENE	-4159	DNAREP1	3348	X:4800703-4800771	4800703	4800771	4800703	4800771	4D	4749024
DNAREP1	1	DNAREP1	3348	MINOS 210 338	33	X:4804119-4804246	4804119	4804246	4804119	4804246	4D	4749024
MINOS 210 338	1	DNAREP1	33	MINOS 13 121	68	X:4804279-4804403	4804279	4804403	4804279	4804403	4D	4749024
MINOS 13 121	1	MINOS 210 338	68	HeT-A3	18	X:4804471-4804583	4804471	4804583	4804471	4804583	4D	4749024
HeT-A3	1	MINOS 13 121	18	GENE	785	X:4804601-4804674	4804601	4804674	4804601	4804674	4D	4749024
GENE	1	HeT-A3	785	1.688	18051	X:4805459-4805683	4805459	4805683	4805459	4805683	4D	4749024
1.688	3	GENE	18051	GENE	1280	X:4823734-4824694	4823734	4824073	4824472	4824694	4D	4749024
GENE	1	1.688	1280	HelitronN-1	965	X:4825974-4826833	4825974	4826833	4825974	4826833	4D	4749024
HelitronN-1	1	GENE	965	STALKER4	178	X:4827798-4827872	4827798	4827872	4827798	4827872	4D	4749024
STALKER4	3	HelitronN-1	178	GENE	5497	X:4828050-4835336	4828050	4828453	4834933	4835336	4D	4749024
GENE	1	STALKER4	5497	Homo6 727 864	-41045	X:4840833-4906575	4840833	4906575	4840833	4906575	4D	4749024
Homo6 727 864	1	GENE	-41045	1.688	5824	X:4865530-4865653	4865530	4865653	4865530	4865653	4D	4749024
1.688	3	Homo6 727 864	5824	GENE	1860	X:4871477-4872140	4871477	4871549	4871932	4872140	4D	4749024
GENE	1	1.688	1860	GENE	1288	X:4874000-4874382	4874000	4874382	4874000	4874382	4D	4749024
GENE	1	GENE	1288	Gypsy-22	7354	X:4875670-4877263	4875670	4877263	4875670	4877263	4D	4749024
Gypsy-22	1	GENE	7354	TART	10591	X:4884617-4884744	4884617	4884744	4884617	4884744	4D	4749024
TART	1	Gypsy-22	10591	Gypsy-23	3033	X:4895335-4895415	4895335	4895415	4895335	4895415	4D	4749024
Gypsy-23	1	TART	3033	GENE	8306	X:4898448-4898594	4898448	4898594	4898448	4898594	4D	4749024
GENE	1	Gypsy-23	8306	GENE	281	X:4906900-4908821	4906900	4908821	4906900	4908821	4D	4749024
GENE	1	GENE	281	Jockey-3	-4229	X:4909102-4915161	4909102	4915161	4909102	4915161	4D	4749024
Jockey-3	1	GENE	-4229	Jockey-3	2784	X:4910932-4911137	4910932	4911137	4910932	4911137	4D	4749024
Jockey-3	1	Jockey-3	2784	DNAREP1	260	X:4913921-4914095	4913921	4914095	4913921	4914095	4D	4749024
DNAREP1	1	Jockey-3	260	GENE	842	X:4914355-4914438	4914355	4914438	4914355	4914438	4D	4749024
GENE	1	DNAREP1	842	GENE	283	X:4915280-4918447	4915280	4918447	4915280	4918447	4D	4749024
GENE	1	GENE	283	GENE	30	X:4918730-4921648	4918730	4921648	4918730	4921648	4D	4749024
GENE	1	GENE	30	Gypsy-10	-7930	X:4921678-4938105	4921678	4938105	4921678	4938105	4D	4749024
Gypsy-10	1	GENE	-7930	Hoana5 5 72	970	X:4930175-4930251	4930175	4930251	4930175	4930251	4D	4749024
Hoana5 5 72	1	Gypsy-10	970	hAT-1	1	X:4931221-4931280	4931221	4931280	4931221	4931280	4D	4749024
hAT-1	1	Hoana5 5 72	1	Hoana5 130 252	4	X:4931281-4931295	4931281	4931295	4931281	4931295	4D	4749024
Hoana5 130 252	1	hAT-1	4	Hoana5 2329 2369	693	X:4931299-4931423	4931299	4931423	4931299	4931423	4D	4749024
Hoana5 2329 2369	7	Hoana5 130 252	693	Hoana5 5 104	586	X:4932116-4935606	4932116	4932153	4935569	4935606	4D	4749024
Hoana5 5 104	1	Hoana5 2329 2369	586	GENE	2833	X:4936192-4936295	4936192	4936295	4936192	4936295	4D	4749024
GENE	1	Hoana5 5 104	2833	RSP-LIKE	269	X:4939128-4955916	4939128	4955916	4939128	4955916	4D	4749024
RSP-LIKE	1	GENE	269	GENE	303	X:4956185-4956343	4956185	4956343	4956185	4956343	4D	4749024
GENE	1	RSP-LIKE	303	GENE	-103939	X:4956646-5063868	4956646	5063868	4956646	5063868	4D	4749024
GENE	1	GENE	-103939	1.688	3363	X:4959929-4961128	4959929	4961128	4959929	4961128	4D	4749024
1.688	2	GENE	3363	Jockey-3	8110	X:4964491-4964969	4964491	4964639	4964641	4964969	4E	4964040
Jockey-3	1	1.688	8110	GENE	12484	X:4973079-4973187	4973079	4973187	4973079	4973187	4E	4964040
GENE	1	Jockey-3	12484	ROO	4660	X:4985671-4986397	4985671	4986397	4985671	4986397	4E	4964040
ROO	2	GENE	4660	GENE	187	X:4991057-4997254	4991057	4995780	4996197	4997254	4E	4964040
GENE	1	ROO	187	1.688	9506	X:4997441-4998388	4997441	4998388	4997441	4998388	4E	4964040
1.688	2	GENE	9506	1.688	15849	X:5007894-5008396	5007894	5008256	5008299	5008396	4E	4964040
1.688	2	1.688	15849	GENE	23693	X:5024245-5024580	5024245	5024389	5024439	5024580	4E	4964040
GENE	1	1.688	23693	DNAREP1	-17615	X:5048273-5070929	5048273	5070929	5048273	5070929	4E	4964040
DNAREP1	1	GENE	-17615	BEL-7	296	X:5053314-5053359	5053314	5053359	5053314	5053359	4E	4964040
BEL-7	1	DNAREP1	296	Gypsy-22	1387	X:5053655-5053705	5053655	5053705	5053655	5053705	4E	4964040
Gypsy-22	2	BEL-7	1387	Homo6 785 888	1	X:5055092-5055555	5055092	5055144	5055483	5055555	4E	4964040
Homo6 785 888	1	Gypsy-22	1	Gypsy-22	2331	X:5055556-5055585	5055556	5055585	5055556	5055585	4E	4964040
Gypsy-22	1	Homo6 785 888	2331	R1	10285	X:5057916-5058000	5057916	5058000	5057916	5058000	4E	4964040
R1	1	Gypsy-22	10285	GENE	2546	X:5068285-5068481	5068285	5068481	5068285	5068481	4E	4964040
GENE	1	R1	2546	P-1	-12484	X:5071027-5084768	5071027	5084768	5071027	5084768	4E	4964040
P-1	1	GENE	-12484	Jockey-3	5445	X:5072284-5072355	5072284	5072355	5072284	5072355	4E	4964040
Jockey-3	1	P-1	5445	Jockey-6	488	X:5077800-5077925	5077800	5077925	5077800	5077925	4E	4964040
Jockey-6	1	Jockey-3	488	TART	209	X:5078413-5078520	5078413	5078520	5078413	5078520	4E	4964040
TART	1	Jockey-6	209	Gypsy8-I	1	X:5078729-5078820	5078729	5078820	5078729	5078820	4E	4964040
Gypsy8-I	1	TART	1	TART	1	X:5078821-5078989	5078821	5078989	5078821	5078989	4E	4964040
TART	1	Gypsy8-I	1	Jockey-3	534	X:5078990-5079032	5078990	5079032	5078990	5079032	4E	4964040
Jockey-3	1	TART	534	R1	1	X:5079566-5079656	5079566	5079656	5079566	5079656	4E	4964040
R1	1	Jockey-3	1	Jockey-3	1	X:5079657-5079907	5079657	5079907	5079657	5079907	4E	4964040
Jockey-3	2	R1	1	GENE	4895	X:5079908-5080864	5079908	5079945	5080520	5080864	4E	4964040
GENE	1	Jockey-3	4895	TART	-165433	X:5085759-5254864	5085759	5254864	5085759	5254864	4E	4964040
TART	1	GENE	-165433	Gypsy-22	120	X:5089431-5089561	5089431	5089561	5089431	5089561	4E	4964040
Gypsy-22	1	TART	120	HeT-A3	2136	X:5089681-5089883	5089681	5089883	5089681	5089883	4E	4964040
HeT-A3	1	Gypsy-22	2136	Gypsy6	4244	X:5092019-5092084	5092019	5092084	5092019	5092084	4E	4964040
Gypsy6	1	HeT-A3	4244	Gypsy1-I	-6	X:5096328-5096733	5096328	5096733	5096328	5096733	4E	4964040
Gypsy1-I	1	Gypsy6	-6	Gypsy6	5	X:5096727-5103429	5096727	5103429	5096727	5103429	4E	4964040
Gypsy6	1	Gypsy1-I	5	Gypsy-22	17271	X:5103434-5103837	5103434	5103837	5103434	5103837	4E	4964040
Gypsy-22	1	Gypsy6	17271	GENE	10737	X:5121108-5121161	5121108	5121161	5121108	5121161	4F	5107107
GENE	1	Gypsy-22	10737	HeT-A3	11640	X:5131898-5132985	5131898	5132985	5131898	5132985	4F	5107107
HeT-A3	1	GENE	11640	Gypsy-29	9153	X:5144625-5144695	5144625	5144695	5144625	5144695	4F	5107107
Gypsy-29	1	HeT-A3	9153	TART	896	X:5153848-5153904	5153848	5153904	5153848	5153904	4F	5107107
TART	1	Gypsy-29	896	Homo6 810 908	11052	X:5154800-5154882	5154800	5154882	5154800	5154882	4F	5107107
Homo6 810 908	1	TART	11052	P-1	12328	X:5165934-5166032	5165934	5166032	5165934	5166032	4F	5107107
P-1	1	Homo6 810 908	12328	GENE	1762	X:5178360-5178420	5178360	5178420	5178360	5178420	4F	5107107
GENE	1	P-1	1762	GENE	5802	X:5180182-5182369	5180182	5182369	5180182	5182369	4F	5107107
GENE	1	GENE	5802	TART	5016	X:5188171-5188797	5188171	5188797	5188171	5188797	4F	5107107
TART	1	GENE	5016	Homo6 805 874	10434	X:5193813-5193922	5193813	5193922	5193813	5193922	4F	5107107
Homo6 805 874	1	TART	10434	P-1	11267	X:5204356-5204425	5204356	5204425	5204356	5204425	4F	5107107
P-1	1	Homo6 805 874	11267	Jockey-3	9724	X:5215692-5215851	5215692	5215851	5215692	5215851	4F	5107107
Jockey-3	1	P-1	9724	Jockey-3	13718	X:5225575-5225761	5225575	5225761	5225575	5225761	4F	5107107
Jockey-3	1	Jockey-3	13718	Jockey-3	15656	X:5239479-5239687	5239479	5239687	5239479	5239687	4F	5107107
Jockey-3	1	Jockey-3	15656	Transib-1	1134	X:5255343-5255399	5255343	5255399	5255343	5255399	4F	5107107
Transib-1	1	Jockey-3	1134	DNAREP1	1	X:5256533-5256549	5256533	5256549	5256533	5256549	4F	5107107
DNAREP1	2	Transib-1	1	DNAREP2	6311	X:5256550-5256745	5256550	5256601	5256604	5256745	4F	5107107
DNAREP2	1	DNAREP1	6311	1.688	1729	X:5263056-5263116	5263056	5263116	5263056	5263116	4F	5107107
1.688	2	DNAREP2	1729	TART	1395	X:5264845-5265114	5264845	5264991	5265025	5265114	4F	5107107
TART	2	1.688	1395	Helitron-N2	24708	X:5266509-5266650	5266509	5266533	5266569	5266650	4F	5107107
Helitron-N2	1	TART	24708	TART-A 2083 2150	3954	X:5291358-5291473	5291358	5291473	5291358	5291473	4F	5107107
TART-A 2083 2150	1	Helitron-N2	3954	GENE	572	X:5295427-5295494	5295427	5295494	5295427	5295494	4F	5107107
GENE	1	TART-A 2083 2150	572	GENE	-3300	X:5296066-5306288	5296066	5306288	5296066	5306288	4F	5107107
GENE	1	GENE	-3300	GENE	570	X:5302988-5305691	5302988	5305691	5302988	5305691	4F	5107107
GENE	1	GENE	570	GENE	48	X:5306261-5307417	5306261	5307417	5306261	5307417	4F	5107107
GENE	1	GENE	48	GENE	259	X:5307465-5308983	5307465	5308983	5307465	5308983	4F	5107107
GENE	1	GENE	259	GENE	80	X:5309242-5310501	5309242	5310501	5309242	5310501	4F	5107107
GENE	1	GENE	80	GENE	283	X:5310581-5311888	5310581	5311888	5310581	5311888	4F	5107107
GENE	1	GENE	283	GENE	133	X:5312171-5313125	5312171	5313125	5312171	5313125	4F	5107107
GENE	1	GENE	133	GENE	-60	X:5313258-5315190	5313258	5315190	5313258	5315190	4F	5107107
GENE	1	GENE	-60	GENE	114	X:5315130-5317295	5315130	5317295	5315130	5317295	4F	5107107
GENE	1	GENE	114	GENE	-143	X:5317409-5319071	5317409	5319071	5317409	5319071	4F	5107107
GENE	1	GENE	-143	GENE	1159	X:5318928-5322696	5318928	5322696	5318928	5322696	4F	5107107
GENE	1	GENE	1159	GENE	-63	X:5323855-5326738	5323855	5326738	5323855	5326738	4F	5107107
GENE	1	GENE	-63	GENE	529	X:5326675-5329347	5326675	5329347	5326675	5329347	4F	5107107
GENE	1	GENE	529	GENE	64	X:5329876-5332435	5329876	5332435	5329876	5332435	4F	5107107
GENE	1	GENE	64	LINEJ1	4353	X:5332499-5334449	5332499	5334449	5332499	5334449	4F	5107107
LINEJ1	1	GENE	4353	GENE	282	X:5338802-5339954	5338802	5339954	5338802	5339954	4F	5107107
GENE	1	LINEJ1	282	Gypsy8-I	-52496	X:5340236-5405138	5340236	5405138	5340236	5405138	4F	5107107
Gypsy8-I	1	GENE	-52496	TART	1	X:5352642-5352764	5352642	5352764	5352642	5352764	4F	5107107
TART	1	Gypsy8-I	1	Gypsy-10	8232	X:5352765-5352784	5352765	5352784	5352765	5352784	4F	5107107
Gypsy-10	1	TART	8232	TART	4338	X:5361016-5361078	5361016	5361078	5361016	5361078	4F	5107107
TART	1	Gypsy-10	4338	DM297	24289	X:5365416-5365528	5365416	5365528	5365416	5365528	4F	5107107
DM297	4	TART	24289	GENE	12375	X:5389817-5392863	5389817	5390230	5392450	5392863	4F	5107107
GENE	1	DM297	12375	GENE	1537	X:5405238-5410849	5405238	5410849	5405238	5410849	4F	5107107
GENE	1	GENE	1537	Helitron-7	-1775	X:5412386-5420867	5412386	5420867	5412386	5420867	4F	5107107
Helitron-7	2	GENE	-1775	Hoana5 279 322	772	X:5419092-5419178	5419092	5419121	5419155	5419178	4F	5107107
Hoana5 279 322	1	Helitron-7	772	GENE	1540	X:5419950-5419993	5419950	5419993	5419950	5419993	4F	5107107
GENE	1	Hoana5 279 322	1540	GENE	298	X:5421533-5427219	5421533	5427219	5421533	5427219	4F	5107107
GENE	1	GENE	298	GENE	266	X:5427517-5428217	5427517	5428217	5427517	5428217	4F	5107107
GENE	1	GENE	266	GENE	315	X:5428483-5429256	5428483	5429256	5428483	5429256	4F	5107107
GENE	1	GENE	315	GENE	913	X:5429571-5432526	5429571	5432526	5429571	5432526	4F	5107107
GENE	1	GENE	913	RSP-LIKE	6670	X:5433439-5435797	5433439	5435797	5433439	5435797	4F	5107107
RSP-LIKE	1	GENE	6670	GENE	4128	X:5442467-5442528	5442467	5442528	5442467	5442528	4F	5107107
GENE	1	RSP-LIKE	4128	1.688	-33707	X:5446656-5494012	5446656	5494012	5446656	5494012	4F	5107107
1.688	1	GENE	-33707	REP-1	4742	X:5460305-5460614	5460305	5460614	5460305	5460614	4F	5107107
REP-1	1	1.688	4742	I	15662	X:5465356-5465452	5465356	5465452	5465356	5465452	4F	5107107
I	1	REP-1	15662	Jockey-6	3276	X:5481114-5485026	5481114	5485026	5481114	5485026	5A	5475817
Jockey-6	1	I	3276	1.688	1700	X:5488302-5488366	5488302	5488366	5488302	5488366	5A	5475817
1.688	4	Jockey-6	1700	GENE	1547	X:5490066-5491467	5490066	5490203	5491286	5491467	5A	5475817
GENE	1	1.688	1547	GENE	4156	X:5493014-5496052	5493014	5496052	5493014	5496052	5A	5475817
GENE	1	GENE	4156	GENE	247	X:5500208-5501229	5500208	5501229	5500208	5501229	5A	5475817
GENE	1	GENE	247	1.688	-141	X:5501476-5502782	5501476	5502782	5501476	5502782	5A	5475817
1.688	3	GENE	-141	GENE	3126	X:5502641-5503383	5502641	5502786	5503152	5503383	5A	5475817
GENE	1	1.688	3126	Homo6 781 890	5764	X:5506509-5507255	5506509	5507255	5506509	5507255	5A	5475817
Homo6 781 890	1	GENE	5764	GENE	3468	X:5513019-5513140	5513019	5513140	5513019	5513140	5A	5475817
GENE	1	Homo6 781 890	3468	GENE	-1778	X:5516608-5518771	5516608	5518771	5516608	5518771	5A	5475817
GENE	1	GENE	-1778	1.688	3950	X:5516993-5517500	5516993	5517500	5516993	5517500	5A	5475817
1.688	6	GENE	3950	RSP-LIKE	183	X:5521450-5523943	5521450	5521805	5523588	5523943	5A	5475817
RSP-LIKE	1	1.688	183	GENE	132	X:5524126-5524170	5524126	5524170	5524126	5524170	5A	5475817
GENE	1	RSP-LIKE	132	DM412 1 482	431	X:5524302-5524465	5524302	5524465	5524302	5524465	5A	5475817
DM412 1 482	1	GENE	431	DM412 2 570	5	X:5524896-5525380	5524896	5525380	5524896	5525380	5A	5475817
DM412 2 570	1	DM412 1 482	5	DM412 5089 6477	963	X:5525385-5525949	5525385	5525949	5525385	5525949	5A	5475817
DM412 5089 6477	1	DM412 2 570	963	GENE	226	X:5526912-5528701	5526912	5528701	5526912	5528701	5A	5475817
GENE	1	DM412 5089 6477	226	Jockey-3	-30407	X:5528927-5560183	5528927	5560183	5528927	5560183	5A	5475817
Jockey-3	1	GENE	-30407	CR1-2	2874	X:5529776-5529829	5529776	5529829	5529776	5529829	5A	5475817
CR1-2	1	Jockey-3	2874	Gypsy-23	4927	X:5532703-5532753	5532703	5532753	5532703	5532753	5A	5475817
Gypsy-23	1	CR1-2	4927	Gypsy-22	1899	X:5537680-5537792	5537680	5537792	5537680	5537792	5A	5475817
Gypsy-22	1	Gypsy-23	1899	Polinton-1	10136	X:5539691-5539833	5539691	5539833	5539691	5539833	5A	5475817
Polinton-1	1	Gypsy-22	10136	Homo6 811 880	6495	X:5549969-5550010	5549969	5550010	5549969	5550010	5A	5475817
Homo6 811 880	1	Polinton-1	6495	Jockey-3	3077	X:5556505-5556572	5556505	5556572	5556505	5556572	5A	5475817
Jockey-3	1	Homo6 811 880	3077	ROO	591	X:5559649-5559815	5559649	5559815	5559649	5559815	5A	5475817
ROO	1	Jockey-3	591	Homo6 735 873	7727	X:5560406-5560531	5560406	5560531	5560406	5560531	5A	5475817
Homo6 735 873	1	ROO	7727	1.688	11879	X:5568258-5568347	5568258	5568347	5568258	5568347	5A	5475817
1.688	3	Homo6 735 873	11879	Gypsy-24	915	X:5580226-5581196	5580226	5580443	5580841	5581196	5A	5475817
Gypsy-24	1	1.688	915	Jockey-1	431	X:5582111-5582192	5582111	5582192	5582111	5582192	5A	5475817
Jockey-1	1	Gypsy-24	431	GENE	11592	X:5582623-5582663	5582623	5582663	5582623	5582663	5A	5475817
GENE	1	Jockey-1	11592	Gypsy-6	-18147	X:5594255-5612865	5594255	5612865	5594255	5612865	5A	5475817
Gypsy-6	1	GENE	-18147	HeT-A3	9757	X:5594718-5594875	5594718	5594875	5594718	5594875	5A	5475817
HeT-A3	1	Gypsy-6	9757	GENE	8637	X:5604632-5604688	5604632	5604688	5604632	5604688	5A	5475817
GENE	1	HeT-A3	8637	GENE	87	X:5613325-5614467	5613325	5614467	5613325	5614467	5A	5475817
GENE	1	GENE	87	Jockey-3	-1375	X:5614554-5616370	5614554	5616370	5614554	5616370	5A	5475817
Jockey-3	1	GENE	-1375	GENE	813	X:5614995-5615759	5614995	5615759	5614995	5615759	5A	5475817
