Cluster	Repeats	Closest upstream	Dist upstream	Closest downstream	Dist downstream	Coords	First_start	First_end	Last_start	Last_end	Cyto_band	Cyto_start
Transib-7	1	Invader3	356	Invader3	294	X:6516274-6516494	6516274	6516494	6516274	6516494	6A	6400666
Invader3	1	Transib-7	294	DOC3	186	X:6516788-6516858	6516788	6516858	6516788	6516858	6A	6400666
DOC3	2	Invader3	186	Gypsy-12	125	X:6517044-6517528	6517044	6517113	6517277	6517528	6B	6516901
Gypsy-12	1	DOC3	125	Gypsy-21	2	X:6517653-6517807	6517653	6517807	6517653	6517807	6B	6516901
Gypsy-21	2	Gypsy-12	2	1.688	-8	X:6517809-6518301	6517809	6518112	6518204	6518301	6B	6516901
1.688	3	Gypsy-21	-8	TRANSIB1 2724 3014	5302	X:6518293-6519024	6518293	6518500	6518910	6519024	6B	6516901
TRANSIB1 2724 3014	1	1.688	5302	TRANSIB1 1 969	9	X:6524326-6524616	6524326	6524616	6524326	6524616	6B	6516901
TRANSIB1 1 969	1	TRANSIB1 2724 3014	9	Jockey-3	11107	X:6524625-6525606	6524625	6525606	6524625	6525606	6B	6516901
Jockey-3	1	TRANSIB1 1 969	11107	TART	3666	X:6536713-6536782	6536713	6536782	6536713	6536782	6B	6516901
TART	1	Jockey-3	3666	Gypsy-21	1685	X:6540448-6540620	6540448	6540620	6540448	6540620	6B	6516901
Gypsy-21	1	TART	1685	DOC3	147	X:6542305-6542446	6542305	6542446	6542305	6542446	6B	6516901
DOC3	1	Gypsy-21	147	Invader3	186	X:6542593-6542662	6542593	6542662	6542593	6542662	6B	6516901
Invader3	1	DOC3	186	Transib-7	357	X:6542848-6542918	6542848	6542918	6542848	6542918	6B	6516901
Transib-7	1	Invader3	357	Gypsy-21	242	X:6543275-6543423	6543275	6543423	6543275	6543423	6B	6516901
Gypsy-21	2	Transib-7	242	1.688	7057	X:6543665-6543981	6543665	6543860	6543895	6543981	6B	6516901
1.688	3	Gypsy-21	7057	Homo6 791 832	5409	X:6551038-6551855	6551038	6551166	6551570	6551855	6B	6516901
Homo6 791 832	1	1.688	5409	Polinton-1	4332	X:6557264-6557305	6557264	6557305	6557264	6557305	6B	6516901
Polinton-1	1	Homo6 791 832	4332	1.688	13239	X:6561637-6561736	6561637	6561736	6561637	6561736	6B	6516901
1.688	9	Polinton-1	13239	RSP-LIKE	45	X:6574975-6577782	6574975	6575111	6577670	6577782	6B	6516901
RSP-LIKE	1	1.688	45	GENE	391	X:6577827-6577878	6577827	6577878	6577827	6577878	6B	6516901
GENE	1	RSP-LIKE	391	GENE	1065	X:6578269-6588749	6578269	6588749	6578269	6588749	6B	6516901
GENE	3	GENE	1065	GENE	4799	X:6589814-6601583	6589814	6592315	6593624	6601583	6C	6585391
GENE	1	GENE	4799	Helitron-N2	658	X:6606382-6607080	6606382	6607080	6606382	6607080	6C	6585391
Helitron-N2	1	GENE	658	GENE	3626	X:6607738-6607821	6607738	6607821	6607738	6607821	6C	6585391
GENE	1	Helitron-N2	3626	GENE	5010	X:6611447-6613381	6611447	6613381	6611447	6613381	6C	6585391
GENE	1	GENE	5010	GENE	4985	X:6618391-6623787	6618391	6623787	6618391	6623787	6C	6585391
GENE	4	GENE	4985	DNAREP1	-99	X:6628772-6634670	6628772	6630870	6633656	6634670	6C	6585391
DNAREP1	1	GENE	-99	Gypsy12-I	1771	X:6634571-6634712	6634571	6634712	6634571	6634712	6C	6585391
Gypsy12-I	4	DNAREP1	1771	Gypsy12-LTR	69	X:6636483-6637063	6636483	6636520	6636779	6637063	6C	6585391
Gypsy12-LTR	1	Gypsy12-I	69	1.688	1019	X:6637132-6637419	6637132	6637419	6637132	6637419	6C	6585391
1.688	2	Gypsy12-LTR	1019	GENE	13967	X:6638438-6638909	6638438	6638571	6638593	6638909	6C	6585391
GENE	1	1.688	13967	1.688	159	X:6652876-6654031	6652876	6654031	6652876	6654031	6C	6585391
1.688	2	GENE	159	GENE	7095	X:6654190-6654671	6654190	6654499	6654546	6654671	6C	6585391
GENE	1	1.688	7095	GENE	19058	X:6661766-6662601	6661766	6662601	6661766	6662601	6C	6585391
GENE	1	GENE	19058	1.688	1392	X:6681659-6684855	6681659	6684855	6681659	6684855	6C	6585391
1.688	2	GENE	1392	TART	3941	X:6686247-6686525	6686247	6686320	6686343	6686525	6C	6585391
TART	2	1.688	3941	GENE	2295	X:6690466-6690850	6690466	6690598	6690711	6690850	6C	6585391
GENE	1	TART	2295	HeT-A3	-291	X:6693145-6710122	6693145	6710122	6693145	6710122	6C	6585391
HeT-A3	1	GENE	-291	GENE	748	X:6709831-6709899	6709831	6709899	6709831	6709899	6C	6585391
GENE	3	HeT-A3	748	GENE	1009	X:6710647-6718260	6710647	6714290	6716829	6718260	6C	6585391
GENE	1	GENE	1009	Gypsy-5	1986	X:6719269-6721510	6719269	6721510	6719269	6721510	6C	6585391
Gypsy-5	1	GENE	1986	Gypsy-22	1022	X:6723496-6723557	6723496	6723557	6723496	6723557	6C	6585391
Gypsy-22	1	Gypsy-5	1022	Gypsy-10	2392	X:6724579-6724653	6724579	6724653	6724579	6724653	6C	6585391
Gypsy-10	1	Gypsy-22	2392	1.688	666	X:6727045-6727097	6727045	6727097	6727045	6727097	6C	6585391
1.688	4	Gypsy-10	666	Gypsy24-I	7788	X:6727763-6728806	6727763	6727889	6728646	6728806	6C	6585391
Gypsy24-I	1	1.688	7788	GENE	2662	X:6736594-6736634	6736594	6736634	6736594	6736634	6C	6585391
GENE	1	Gypsy24-I	2662	Gypsy-22	-100225	X:6739296-6843095	6739296	6843095	6739296	6843095	6C	6585391
Gypsy-22	1	GENE	-100225	Gypsy-22	3343	X:6742870-6742937	6742870	6742937	6742870	6742937	6C	6585391
Gypsy-22	1	Gypsy-22	3343	1.688	405	X:6746280-6746368	6746280	6746368	6746280	6746368	6C	6585391
1.688	2	Gypsy-22	405	Homo6 737 877	8232	X:6746773-6747261	6746773	6746949	6746955	6747261	6C	6585391
Homo6 737 877	1	1.688	8232	HOBO 2673 3016	1355	X:6755493-6755592	6755493	6755592	6755493	6755592	6C	6585391
HOBO 2673 3016	1	Homo6 737 877	1355	PROTOP 293 462	18	X:6756947-6757262	6756947	6757262	6756947	6757262	6C	6585391
PROTOP 293 462	1	HOBO 2673 3016	18	PROTOP	198	X:6757280-6757460	6757280	6757460	6757280	6757460	6C	6585391
PROTOP	1	PROTOP 293 462	198	HOBO 1 312	48	X:6757658-6757727	6757658	6757727	6757658	6757727	6C	6585391
HOBO 1 312	1	PROTOP	48	Gypsy-10	4792	X:6757775-6758114	6757775	6758114	6757775	6758114	6C	6585391
Gypsy-10	1	HOBO 1 312	4792	BEL-6	20434	X:6762906-6762963	6762906	6762963	6762906	6762963	6C	6585391
BEL-6	1	Gypsy-10	20434	1.688	6330	X:6783397-6783432	6783397	6783432	6783397	6783432	6D	6779511
1.688	3	BEL-6	6330	1.688	24307	X:6789762-6790434	6789762	6789881	6790274	6790434	6D	6779511
1.688	1	1.688	24307	R1	525	X:6814741-6814933	6814741	6814933	6814741	6814933	6D	6779511
R1	1	1.688	525	BEL-1	1725	X:6815458-6815589	6815458	6815589	6815458	6815589	6D	6779511
BEL-1	1	R1	1725	TART	618	X:6817314-6817355	6817314	6817355	6817314	6817355	6D	6779511
TART	1	BEL-1	618	Jockey-3	114	X:6817973-6818073	6817973	6818073	6817973	6818073	6D	6779511
Jockey-3	1	TART	114	Jockey-3	15655	X:6818187-6818304	6818187	6818304	6818187	6818304	6D	6779511
Jockey-3	1	Jockey-3	15655	Jockey-6	4530	X:6833959-6834043	6833959	6834043	6833959	6834043	6D	6779511
Jockey-6	2	Jockey-3	4530	Jockey-3	303	X:6838573-6838727	6838573	6838589	6838702	6838727	6D	6779511
Jockey-3	1	Jockey-6	303	Gypsy-23	1891	X:6839030-6839226	6839030	6839226	6839030	6839226	6D	6779511
Gypsy-23	1	Jockey-3	1891	RSP-LIKE	2571	X:6841117-6841201	6841117	6841201	6841117	6841201	6D	6779511
RSP-LIKE	1	Gypsy-23	2571	1.688	188	X:6843772-6843814	6843772	6843814	6843772	6843814	6D	6779511
1.688	4	RSP-LIKE	188	1.688	15324	X:6844002-6844770	6844002	6844088	6844671	6844770	6D	6779511
1.688	2	1.688	15324	GENE	7423	X:6860094-6860591	6860094	6860303	6860339	6860591	6D	6779511
GENE	1	1.688	7423	HeT-A3	2075	X:6868014-6868983	6868014	6868983	6868014	6868983	6E	6863446
HeT-A3	1	GENE	2075	HeT-A3	8918	X:6871058-6871145	6871058	6871145	6871058	6871145	6E	6863446
HeT-A3	1	HeT-A3	8918	GENE	1809	X:6880063-6880133	6880063	6880133	6880063	6880133	6E	6863446
GENE	3	HeT-A3	1809	MINIME	4815	X:6881942-6891922	6881942	6886942	6889042	6891922	6E	6863446
MINIME	1	GENE	4815	GENE	11634	X:6896737-6896847	6896737	6896847	6896737	6896847	6E	6863446
GENE	1	MINIME	11634	Jockey-3	-1971	X:6908481-6911626	6908481	6911626	6908481	6911626	6E	6863446
Jockey-3	1	GENE	-1971	Jockey-6	814	X:6909655-6910000	6909655	6910000	6909655	6910000	6E	6863446
Jockey-6	1	Jockey-3	814	GENE	3958	X:6910814-6911004	6910814	6911004	6910814	6911004	6E	6863446
GENE	1	Jockey-6	3958	Gypsy-22	-7537	X:6914962-6924038	6914962	6924038	6914962	6924038	6E	6863446
Gypsy-22	1	GENE	-7537	GENE	7847	X:6916501-6916611	6916501	6916611	6916501	6916611	6E	6863446
GENE	1	Gypsy-22	7847	Transib-3	-305	X:6924458-6929063	6924458	6929063	6924458	6929063	6E	6863446
Transib-3	1	GENE	-305	GENE	507	X:6928758-6928794	6928758	6928794	6928758	6928794	6E	6863446
GENE	2	Transib-3	507	GENE	4989	X:6929301-6932425	6929301	6931483	6931514	6932425	6E	6863446
GENE	1	GENE	4989	GENE	4186	X:6937414-6942703	6937414	6942703	6937414	6942703	6E	6863446
GENE	1	GENE	4186	GENE	11531	X:6946889-6947203	6946889	6947203	6946889	6947203	6E	6863446
GENE	1	GENE	11531	TART	-402	X:6958734-6959992	6958734	6959992	6958734	6959992	6E	6863446
TART	1	GENE	-402	GENE	18239	X:6959590-6959679	6959590	6959679	6959590	6959679	6E	6863446
GENE	1	TART	18239	GENE	3765	X:6977918-6978705	6977918	6978705	6977918	6978705	6E	6863446
GENE	1	GENE	3765	GENE	18661	X:6982470-6982728	6982470	6982728	6982470	6982728	6E	6863446
GENE	1	GENE	18661	GENE	4559	X:7001389-7002513	7001389	7002513	7001389	7002513	6E	6863446
GENE	1	GENE	4559	GENE	3362	X:7007072-7007716	7007072	7007716	7007072	7007716	6E	6863446
GENE	3	GENE	3362	GENE	2976	X:7011078-7013995	7011078	7011702	7013681	7013995	6E	6863446
GENE	2	GENE	2976	Helitron-1	31	X:7016971-7021621	7016971	7017398	7018292	7021621	6E	6863446
Helitron-1	1	GENE	31	GENE	2518	X:7021652-7021775	7021652	7021775	7021652	7021775	6E	6863446
GENE	2	Helitron-1	2518	1.688	16000	X:7024293-7025444	7024293	7024505	7024910	7025444	6E	6863446
1.688	2	GENE	16000	GENE	9967	X:7041444-7041888	7041444	7041746	7041773	7041888	6F	7033899
GENE	2	1.688	9967	DNAREP1	42	X:7051855-7052991	7051855	7052283	7052350	7052991	6F	7033899
DNAREP1	1	GENE	42	TART	61652	X:7053033-7053131	7053033	7053131	7053033	7053131	6F	7033899
TART	1	DNAREP1	61652	GENE	11292	X:7114783-7114872	7114783	7114872	7114783	7114872	6F	7033899
GENE	1	TART	11292	GENE	7071	X:7126164-7126661	7126164	7126661	7126164	7126661	6F	7033899
GENE	1	GENE	7071	Helitron-2	1017	X:7133732-7134733	7133732	7134733	7133732	7134733	6F	7033899
Helitron-2	1	GENE	1017	DNAREP1	55	X:7135750-7135809	7135750	7135809	7135750	7135809	6F	7033899
DNAREP1	1	Helitron-2	55	REP-1	1641	X:7135864-7135980	7135864	7135980	7135864	7135980	6F	7033899
REP-1	1	DNAREP1	1641	DMR	32925	X:7137621-7137671	7137621	7137671	7137621	7137671	6F	7033899
DMR	1	REP-1	32925	Galileo	679	X:7170596-7170636	7170596	7170636	7170596	7170636	7A	7150637
Galileo	1	DMR	679	GENE	975	X:7171315-7171357	7171315	7171357	7171315	7171357	7A	7150637
GENE	1	Galileo	975	TRANSIB2 1 890	8473	X:7172332-7174807	7172332	7174807	7172332	7174807	7A	7150637
TRANSIB2 1 890	1	GENE	8473	TRANSIB2 2283 2844	0	X:7183280-7184170	7183280	7184170	7183280	7184170	7A	7150637
TRANSIB2 2283 2844	1	TRANSIB2 1 890	0	TART	11655	X:7184170-7184731	7184170	7184731	7184170	7184731	7A	7150637
TART	1	TRANSIB2 2283 2844	11655	GENE	11608	X:7196386-7196480	7196386	7196480	7196386	7196480	7A	7150637
GENE	1	TART	11608	Jockey-3	-32777	X:7208088-7277108	7208088	7277108	7208088	7277108	7A	7150637
Jockey-3	2	GENE	-32777	TART	194	X:7244331-7244990	7244331	7244582	7244747	7244990	7A	7150637
TART	1	Jockey-3	194	TART	15291	X:7245184-7245454	7245184	7245454	7245184	7245454	7A	7150637
TART	1	TART	15291	Jockey-6	63	X:7260745-7260901	7260745	7260901	7260745	7260901	7A	7150637
Jockey-6	1	TART	63	TART	2574	X:7260964-7261108	7260964	7261108	7260964	7261108	7A	7150637
TART	1	Jockey-6	2574	Jockey-3	6913	X:7263682-7263782	7263682	7263782	7263682	7263782	7A	7150637
Jockey-3	1	TART	6913	GENE	9238	X:7270695-7270965	7270695	7270965	7270695	7270965	7A	7150637
GENE	1	Jockey-3	9238	Jockey-3	-3728	X:7280203-7287729	7280203	7287729	7280203	7287729	7A	7150637
Jockey-3	1	GENE	-3728	Jockey-3	3179	X:7284001-7284244	7284001	7284244	7284001	7284244	7A	7150637
Jockey-3	1	Jockey-3	3179	GENE	22196	X:7287423-7287624	7287423	7287624	7287423	7287624	7B	7286018
GENE	1	Jockey-3	22196	Jockey-3	-4082	X:7309820-7314934	7309820	7314934	7309820	7314934	7B	7286018
Jockey-3	1	GENE	-4082	Gypsy-23	4122	X:7310852-7311003	7310852	7311003	7310852	7311003	7B	7286018
Gypsy-23	1	Jockey-3	4122	GENE	3886	X:7315125-7315161	7315125	7315161	7315125	7315161	7B	7286018
GENE	3	Gypsy-23	3886	Jockey-6	-1616	X:7319047-7328665	7319047	7322836	7325687	7328665	7B	7286018
Jockey-6	1	GENE	-1616	GENE	1561	X:7327049-7327161	7327049	7327161	7327049	7327161	7B	7286018
GENE	3	Jockey-6	1561	1.688	13102	X:7328722-7337026	7328722	7331623	7333976	7337026	7B	7286018
1.688	3	GENE	13102	GENE	11119	X:7350128-7350770	7350128	7350289	7350650	7350770	7B	7286018
GENE	1	1.688	11119	GENE	1943	X:7361889-7363733	7361889	7363733	7361889	7363733	7B	7286018
GENE	1	GENE	1943	Jockey-3	4261	X:7365676-7366100	7365676	7366100	7365676	7366100	7B	7286018
Jockey-3	1	GENE	4261	GENE	4585	X:7370361-7370448	7370361	7370448	7370361	7370448	7B	7286018
GENE	1	Jockey-3	4585	Helitron-1	3998	X:7375033-7376219	7375033	7376219	7375033	7376219	7B	7286018
Helitron-1	1	GENE	3998	1.688	4950	X:7380217-7380272	7380217	7380272	7380217	7380272	7B	7286018
1.688	3	Helitron-1	4950	1.688	23201	X:7385222-7385857	7385222	7385311	7385682	7385857	7B	7286018
1.688	60	1.688	23201	RSP-LIKE	164	X:7409058-7416373	7409058	7409161	7416320	7416373	7B	7286018
RSP-LIKE	1	1.688	164	Jockey-3	4359	X:7416537-7416611	7416537	7416611	7416537	7416611	7B	7286018
Jockey-3	1	RSP-LIKE	4359	GENE	20	X:7420970-7421082	7420970	7421082	7420970	7421082	7B	7286018
GENE	1	Jockey-3	20	TART	-14382	X:7421102-7437389	7421102	7437389	7421102	7437389	7B	7286018
TART	1	GENE	-14382	Gypsy-22	3257	X:7423007-7423076	7423007	7423076	7423007	7423076	7B	7286018
Gypsy-22	1	TART	3257	1.688	12389	X:7426333-7426385	7426333	7426385	7426333	7426385	7B	7286018
1.688	3	Gypsy-22	12389	BEL-21	6160	X:7438774-7439444	7438774	7438949	7439310	7439444	7B	7286018
BEL-21	1	1.688	6160	GENE	336	X:7445604-7445668	7445604	7445668	7445604	7445668	7B	7286018
GENE	1	BEL-21	336	GENE	3894	X:7446004-7447743	7446004	7447743	7446004	7447743	7B	7286018
GENE	1	GENE	3894	GENE	7497	X:7451637-7452248	7451637	7452248	7451637	7452248	7B	7286018
GENE	2	GENE	7497	GENE	1225	X:7459745-7467798	7459745	7461762	7462049	7467798	7B	7286018
GENE	5	GENE	1225	1.688	-1731	X:7469023-7481569	7469023	7471479	7479275	7481569	7B	7286018
1.688	1	GENE	-1731	DNAREP1	1654	X:7479838-7479982	7479838	7479982	7479838	7479982	7B	7286018
DNAREP1	1	1.688	1654	GENE	55	X:7481636-7481748	7481636	7481748	7481636	7481748	7B	7286018
GENE	2	DNAREP1	55	GENE	1537	X:7481803-7486315	7481803	7483451	7483720	7486315	7B	7286018
GENE	3	GENE	1537	S2	926	X:7487852-7491347	7487852	7488022	7488756	7491347	7B	7286018
S2	1	GENE	926	GENE	112	X:7492273-7492322	7492273	7492322	7492273	7492322	7B	7286018
GENE	3	S2	112	Helitron-N2	-3174	X:7492434-7501052	7492434	7494113	7496493	7501052	7B	7286018
Helitron-N2	1	GENE	-3174	GENE	3787	X:7497878-7497919	7497878	7497919	7497878	7497919	7B	7286018
GENE	4	Helitron-N2	3787	GENE	2231	X:7501706-7514946	7501706	7504719	7513384	7514946	7B	7286018
GENE	6	GENE	2231	GENE	7065	X:7517177-7539884	7517177	7524391	7534444	7539884	7B	7286018
GENE	4	GENE	7065	Gypsy-22	-464	X:7546949-7578945	7546949	7548598	7556830	7578945	7B	7286018
Gypsy-22	1	GENE	-464	1.688	3410	X:7578481-7578585	7578481	7578585	7578481	7578585	7B	7286018
1.688	2	Gypsy-22	3410	GENE	8870	X:7581995-7582525	7581995	7582348	7582360	7582525	7B	7286018
GENE	1	1.688	8870	MINIME	-33074	X:7591395-7625179	7591395	7625179	7591395	7625179	7B	7286018
MINIME	1	GENE	-33074	1.688	866	X:7592105-7592208	7592105	7592208	7592105	7592208	7B	7286018
1.688	3	MINIME	866	BEL-1	8643	X:7593074-7593761	7593074	7593237	7593616	7593761	7B	7286018
BEL-1	1	1.688	8643	HeT-A3	454	X:7602404-7602458	7602404	7602458	7602404	7602458	7B	7286018
HeT-A3	1	BEL-1	454	hAT-2	6103	X:7602912-7602999	7602912	7602999	7602912	7602999	7B	7286018
hAT-2	1	HeT-A3	6103	1.688	4520	X:7609102-7609140	7609102	7609140	7609102	7609140	7B	7286018
1.688	1	hAT-2	4520	RSP-LIKE	10	X:7613660-7614018	7613660	7614018	7613660	7614018	7B	7286018
RSP-LIKE	5	1.688	10	1.688	167	X:7614028-7614747	7614028	7614099	7614596	7614747	7B	7286018
1.688	5	RSP-LIKE	167	DMCR1A 2 2281	668	X:7614914-7616030	7614914	7615074	7615932	7616030	7B	7286018
DMCR1A 2 2281	1	1.688	668	DMCR1A 2667 4470	-1	X:7616698-7618985	7616698	7618985	7616698	7618985	7B	7286018
DMCR1A 2667 4470	1	DMCR1A 2 2281	-1	Galileo	5306	X:7618984-7620775	7618984	7620775	7618984	7620775	7B	7286018
Galileo	1	DMCR1A 2667 4470	5306	GENE	5313	X:7626081-7626115	7626081	7626115	7626081	7626115	7B	7286018
GENE	1	Galileo	5313	Jockey-3	-19780	X:7631428-7654891	7631428	7654891	7631428	7654891	7B	7286018
Jockey-3	1	GENE	-19780	TART	823	X:7635111-7635286	7635111	7635286	7635111	7635286	7B	7286018
TART	1	Jockey-3	823	GENE	21162	X:7636109-7636667	7636109	7636667	7636109	7636667	7B	7286018
GENE	1	TART	21162	GENE	1326	X:7657829-7662276	7657829	7662276	7657829	7662276	7B	7286018
GENE	1	GENE	1326	Gypsy8-I	-4329	X:7663602-7668796	7663602	7668796	7663602	7668796	7B	7286018
Gypsy8-I	1	GENE	-4329	GENE	4714	X:7664467-7664502	7664467	7664502	7664467	7664502	7B	7286018
GENE	2	Gypsy8-I	4714	GENE	2311	X:7669216-7674889	7669216	7671582	7671797	7674889	7B	7286018
GENE	1	GENE	2311	GENE	2149	X:7677200-7680243	7677200	7680243	7677200	7680243	7B	7286018
GENE	1	GENE	2149	GENE	4455	X:7682392-7682943	7682392	7682943	7682392	7682943	7B	7286018
GENE	5	GENE	4455	1.688	295	X:7687398-7724626	7687398	7694468	7716982	7724626	7B	7286018
1.688	2	GENE	295	GENE	363	X:7724921-7725182	7724921	7725012	7725019	7725182	7B	7286018
GENE	2	1.688	363	GENE	1051	X:7725545-7730315	7725545	7727275	7728084	7730315	7B	7286018
GENE	1	GENE	1051	GENE	2192	X:7731366-7732575	7731366	7732575	7731366	7732575	7B	7286018
GENE	1	GENE	2192	GENE	1812	X:7734767-7736227	7734767	7736227	7734767	7736227	7B	7286018
GENE	6	GENE	1812	1.688	309	X:7738039-7747590	7738039	7739293	7746058	7747590	7B	7286018
1.688	1	GENE	309	GENE	210	X:7747899-7748142	7747899	7748142	7747899	7748142	7B	7286018
GENE	1	1.688	210	GENE	1353	X:7748352-7749752	7748352	7749752	7748352	7749752	7B	7286018
GENE	2	GENE	1353	GENE	1645	X:7751105-7753654	7751105	7752532	7752998	7753654	7B	7286018
GENE	2	GENE	1645	GENE	1364	X:7755299-7757991	7755299	7756779	7756747	7757991	7B	7286018
GENE	1	GENE	1364	GENE	1599	X:7759355-7760808	7759355	7760808	7759355	7760808	7B	7286018
GENE	1	GENE	1599	Jockey-6	-912	X:7762407-7765122	7762407	7765122	7762407	7765122	7B	7286018
Jockey-6	1	GENE	-912	GENE	1518	X:7764210-7764340	7764210	7764340	7764210	7764340	7B	7286018
GENE	1	Jockey-6	1518	Gypsy8-I	-985	X:7765858-7772103	7765858	7772103	7765858	7772103	7B	7286018
Gypsy8-I	1	GENE	-985	Jockey-3	1	X:7771118-7771132	7771118	7771132	7771118	7771132	7B	7286018
Jockey-3	1	Gypsy8-I	1	Gypsy8-I	1	X:7771133-7771195	7771133	7771195	7771133	7771195	7B	7286018
Gypsy8-I	1	Jockey-3	1	Gypsy-2	478	X:7771196-7771216	7771196	7771216	7771196	7771216	7B	7286018
Gypsy-2	1	Gypsy8-I	478	GENE	1664	X:7771694-7771727	7771694	7771727	7771694	7771727	7B	7286018
GENE	1	Gypsy-2	1664	TART	-54942	X:7773391-7835520	7773391	7835520	7773391	7835520	7B	7286018
TART	1	GENE	-54942	FB4	12061	X:7780578-7780660	7780578	7780660	7780578	7780660	7B	7286018
FB4	2	TART	12061	Gypsy8-I	9403	X:7792721-7794998	7792721	7793665	7793871	7794998	7B	7286018
Gypsy8-I	1	FB4	9403	Jockey-3	1177	X:7804401-7804576	7804401	7804576	7804401	7804576	7C	7801643
Jockey-3	1	Gypsy8-I	1177	HeT-A3	3284	X:7805753-7805903	7805753	7805903	7805753	7805903	7C	7801643
HeT-A3	1	Jockey-3	3284	Jockey-3	7699	X:7809187-7809259	7809187	7809259	7809187	7809259	7C	7801643
Jockey-3	1	HeT-A3	7699	Jockey-3	1797	X:7816958-7817042	7816958	7817042	7816958	7817042	7C	7801643
Jockey-3	1	Jockey-3	1797	Gypsy-6	1209	X:7818839-7818975	7818839	7818975	7818839	7818975	7C	7801643
Gypsy-6	1	Jockey-3	1209	TART	115	X:7820184-7820394	7820184	7820394	7820184	7820394	7C	7801643
TART	1	Gypsy-6	115	Homo6 787 905	1988	X:7820509-7820780	7820509	7820780	7820509	7820780	7C	7801643
Homo6 787 905	1	TART	1988	Gypsy8-I	4730	X:7822768-7822892	7822768	7822892	7822768	7822892	7C	7801643
Gypsy8-I	1	Homo6 787 905	4730	GENE	8006	X:7827622-7827738	7827622	7827738	7827622	7827738	7C	7801643
GENE	4	Gypsy8-I	8006	GENE	1447	X:7835744-7846731	7835744	7836529	7843689	7846731	7C	7801643
GENE	1	GENE	1447	1.688	-16106	X:7848178-7867302	7848178	7867302	7848178	7867302	7C	7801643
1.688	3	GENE	-16106	1.688	9581	X:7851196-7852100	7851196	7851387	7851751	7852100	7C	7801643
1.688	1	1.688	9581	R-Rsp	157	X:7861681-7862030	7861681	7862030	7861681	7862030	7C	7801643
R-Rsp	1	1.688	157	GENE	2458	X:7862187-7862222	7862187	7862222	7862187	7862222	7C	7801643
GENE	2	R-Rsp	2458	GENE	8930	X:7864680-7868647	7864680	7866166	7867164	7868647	7C	7801643
GENE	1	GENE	8930	HOBO 2673 3016	-88153	X:7877577-7966364	7877577	7966364	7877577	7966364	7C	7801643
HOBO 2673 3016	1	GENE	-88153	PROTOP 312 462	18	X:7878211-7878526	7878211	7878526	7878211	7878526	7C	7801643
PROTOP 312 462	1	HOBO 2673 3016	18	PROTOP	169	X:7878544-7878723	7878544	7878723	7878544	7878723	7C	7801643
PROTOP	1	PROTOP 312 462	169	HOBO 1 299	39	X:7878892-7878961	7878892	7878961	7878892	7878961	7C	7801643
HOBO 1 299	1	PROTOP	39	Jockey-6	1822	X:7879000-7879348	7879000	7879348	7879000	7879348	7C	7801643
Jockey-6	2	HOBO 1 299	1822	Gypsy-1	2196	X:7881170-7881352	7881170	7881269	7881302	7881352	7C	7801643
Gypsy-1	1	Jockey-6	2196	DM1731	5199	X:7883548-7883641	7883548	7883641	7883548	7883641	7C	7801643
DM1731	3	Gypsy-1	5199	1.688	2059	X:7888840-7893236	7888840	7889045	7893031	7893236	7C	7801643
1.688	7	DM1731	2059	Galileo	9221	X:7895295-7897534	7895295	7895644	7897461	7897534	7C	7801643
Galileo	1	1.688	9221	DNAREP1	6351	X:7906755-7906784	7906755	7906784	7906755	7906784	7C	7801643
DNAREP1	2	Galileo	6351	1.688	4495	X:7913135-7913517	7913135	7913396	7913417	7913517	7C	7801643
1.688	3	DNAREP1	4495	Jockey-3	18303	X:7918012-7918851	7918012	7918125	7918524	7918851	7C	7801643
Jockey-3	1	1.688	18303	1.688	2099	X:7937154-7937206	7937154	7937206	7937154	7937206	7C	7801643
1.688	2	Jockey-3	2099	Homo6 693 779	5525	X:7939305-7939868	7939305	7939662	7939665	7939868	7C	7801643
Homo6 693 779	1	1.688	5525	1.688	22961	X:7945393-7945472	7945393	7945472	7945393	7945472	7C	7801643
1.688	3	Homo6 693 779	22961	GENE	15865	X:7968433-7969252	7968433	7968777	7969146	7969252	7D	7947830
GENE	1	1.688	15865	DMCR1A 839 4560	-5570	X:7985117-7992522	7985117	7992522	7985117	7992522	7D	7947830
DMCR1A 839 4560	1	GENE	-5570	Helitron-N1	3195	X:7986952-7990590	7986952	7990590	7986952	7990590	7D	7947830
Helitron-N1	1	DMCR1A 839 4560	3195	DNAREP1	42	X:7993785-7993833	7993785	7993833	7993785	7993833	7D	7947830
DNAREP1	1	Helitron-N1	42	1.688	3278	X:7993875-7993958	7993875	7993958	7993875	7993958	7D	7947830
1.688	2	DNAREP1	3278	GENE	4848	X:7997236-7997939	7997236	7997579	7997598	7997939	7D	7947830
GENE	1	1.688	4848	TART	-3065	X:8002787-8005935	8002787	8005935	8002787	8005935	7D	7947830
TART	1	GENE	-3065	GENE	5372	X:8002870-8002919	8002870	8002919	8002870	8002919	7D	7947830
GENE	1	TART	5372	Outcast-2	106	X:8008291-8010414	8008291	8010414	8008291	8010414	7D	7947830
Outcast-2	1	GENE	106	GENE	2633	X:8010520-8011044	8010520	8011044	8010520	8011044	7D	7947830
GENE	1	Outcast-2	2633	Jockey-3	-219	X:8013677-8013910	8013677	8013910	8013677	8013910	7D	7947830
Jockey-3	1	GENE	-219	BEL-21	5328	X:8013691-8013762	8013691	8013762	8013691	8013762	7D	7947830
