Cluster	Repeats	Closest upstream	Dist upstream	Closest downstream	Dist downstream	Coords	First_start	First_end	Last_start	Last_end	Cyto_band	Cyto_start
GENE	1	Gypsy-8	2593	1.688	3212	X:4723624-4724818	4723624	4724818	4723624	4724818	4C	4333244
1.688	2	GENE	3212	Gypsy-23	6684	X:4728030-4728494	4728030	4728139	4728176	4728494	4C	4333244
Gypsy-23	1	1.688	6684	TART	693	X:4735178-4735409	4735178	4735409	4735178	4735409	4C	4333244
TART	1	Gypsy-23	693	TART	12035	X:4736102-4736193	4736102	4736193	4736102	4736193	4C	4333244
TART	1	TART	12035	Gypsy-22	1067	X:4748228-4748294	4748228	4748294	4748228	4748294	4C	4333244
Gypsy-22	1	TART	1067	Gypsy6-I	1	X:4749361-4749437	4749361	4749437	4749361	4749437	4D	4749024
Gypsy6-I	1	Gypsy-22	1	GENE	2989	X:4749438-4749533	4749438	4749533	4749438	4749533	4D	4749024
GENE	1	Gypsy6-I	2989	Gypsy7-I	623	X:4752522-4753459	4752522	4753459	4752522	4753459	4D	4749024
Gypsy7-I	1	GENE	623	TRANSIB1 1428 1782	359	X:4754082-4754119	4754082	4754119	4754082	4754119	4D	4749024
TRANSIB1 1428 1782	1	Gypsy7-I	359	TRANSIB1 815 843	-2	X:4754478-4754819	4754478	4754819	4754478	4754819	4D	4749024
TRANSIB1 815 843	1	TRANSIB1 1428 1782	-2	TRANSIB1 236 410	0	X:4754817-4754845	4754817	4754845	4754817	4754845	4D	4749024
TRANSIB1 236 410	1	TRANSIB1 815 843	0	TRANSIB1 1 45	4	X:4754845-4755020	4754845	4755020	4754845	4755020	4D	4749024
TRANSIB1 1 45	1	TRANSIB1 236 410	4	1.688	8548	X:4755024-4755067	4755024	4755067	4755024	4755067	4D	4749024
1.688	2	TRANSIB1 1 45	8548	1.688	15484	X:4763615-4764059	4763615	4763865	4763979	4764059	4D	4749024
1.688	2	1.688	15484	GENE	22824	X:4779543-4779834	4779543	4779672	4779691	4779834	4D	4749024
GENE	1	1.688	22824	Jockey-3	-4348	X:4802658-4824865	4802658	4824865	4802658	4824865	4D	4749024
Jockey-3	3	GENE	-4348	GENE	6471	X:4820517-4822429	4820517	4821194	4822214	4822429	4D	4749024
GENE	1	Jockey-3	6471	Gypsy8-I	-6359	X:4828900-4838639	4828900	4838639	4828900	4838639	4D	4749024
Gypsy8-I	1	GENE	-6359	Jockey-3	180	X:4832280-4832436	4832280	4832436	4832280	4832436	4D	4749024
Jockey-3	3	Gypsy8-I	180	Gypsy-22	11122	X:4832616-4834729	4832616	4832858	4834386	4834729	4D	4749024
Gypsy-22	1	Jockey-3	11122	CR1-4	14491	X:4845851-4846071	4845851	4846071	4845851	4846071	4D	4749024
CR1-4	1	Gypsy-22	14491	Gypsy-22	6153	X:4860562-4860597	4860562	4860597	4860562	4860597	4D	4749024
Gypsy-22	1	CR1-4	6153	GENE	1887	X:4866750-4866807	4866750	4866807	4866750	4866807	4D	4749024
GENE	1	Gypsy-22	1887	GENE	8726	X:4868694-4870357	4868694	4870357	4868694	4870357	4D	4749024
GENE	1	GENE	8726	1.688	6089	X:4879083-4880051	4879083	4880051	4879083	4880051	4D	4749024
1.688	2	GENE	6089	HOBO 2654 3016	5568	X:4886140-4886593	4886140	4886229	4886515	4886593	4D	4749024
HOBO 2654 3016	1	1.688	5568	PROTOP 17 75	378	X:4892161-4892464	4892161	4892464	4892161	4892464	4D	4749024
PROTOP 17 75	1	HOBO 2654 3016	378	HOBO 1 292	6	X:4892842-4892911	4892842	4892911	4892842	4892911	4D	4749024
HOBO 1 292	1	PROTOP 17 75	6	HOBO 2903 3016	344	X:4892917-4893176	4892917	4893176	4892917	4893176	4D	4749024
HOBO 2903 3016	1	HOBO 1 292	344	HOBO 1 92	-1	X:4893520-4893633	4893520	4893633	4893520	4893633	4D	4749024
HOBO 1 92	1	HOBO 2903 3016	-1	TART	9164	X:4893632-4893722	4893632	4893722	4893632	4893722	4D	4749024
TART	1	HOBO 1 92	9164	TART	11502	X:4902886-4903105	4902886	4903105	4902886	4903105	4D	4749024
TART	1	TART	11502	Gypsy-22	118	X:4914607-4914685	4914607	4914685	4914607	4914685	4D	4749024
Gypsy-22	1	TART	118	HeT-A3	10917	X:4914803-4914896	4914803	4914896	4914803	4914896	4D	4749024
HeT-A3	1	Gypsy-22	10917	GENE	1752	X:4925813-4925863	4925813	4925863	4925813	4925863	4D	4749024
GENE	1	HeT-A3	1752	PROTOP	31894	X:4927615-4929791	4927615	4929791	4927615	4929791	4D	4749024
PROTOP	1	GENE	31894	Gypsy8-I	9200	X:4961685-4961752	4961685	4961752	4961685	4961752	4D	4749024
Gypsy8-I	1	PROTOP	9200	Jockey-3	112	X:4970952-4971068	4970952	4971068	4970952	4971068	4E	4964040
Jockey-3	1	Gypsy8-I	112	GENE	351	X:4971180-4971195	4971180	4971195	4971180	4971195	4E	4964040
GENE	1	Jockey-3	351	TART	-15124	X:4971546-4999871	4971546	4999871	4971546	4999871	4E	4964040
TART	1	GENE	-15124	Gypsy7-I	13949	X:4984747-4984949	4984747	4984949	4984747	4984949	4E	4964040
Gypsy7-I	1	TART	13949	Jockey-3	1313	X:4998898-4998947	4998898	4998947	4998898	4998947	4E	4964040
Jockey-3	1	Gypsy7-I	1313	DNAREP1	1127	X:5000260-5000310	5000260	5000310	5000260	5000310	4E	4964040
DNAREP1	2	Jockey-3	1127	DNAREP2	6250	X:5001437-5001642	5001437	5001523	5001536	5001642	4E	4964040
DNAREP2	1	DNAREP1	6250	1.688	1718	X:5007892-5007954	5007892	5007954	5007892	5007954	4E	4964040
1.688	2	DNAREP2	1718	Gypsy-22	174	X:5009672-5010041	5009672	5009953	5009967	5010041	4E	4964040
Gypsy-22	1	1.688	174	Jockey-3	932	X:5010215-5010302	5010215	5010302	5010215	5010302	4E	4964040
Jockey-3	1	Gypsy-22	932	Gypsy-10	4766	X:5011234-5011360	5011234	5011360	5011234	5011360	4E	4964040
Gypsy-10	1	Jockey-3	4766	BEL-1	8071	X:5016126-5016172	5016126	5016172	5016126	5016172	4E	4964040
BEL-1	1	Gypsy-10	8071	Gypsy-10	12563	X:5024243-5024291	5024243	5024291	5024243	5024291	4E	4964040
Gypsy-10	1	BEL-1	12563	Gypsy-7	1276	X:5036854-5036941	5036854	5036941	5036854	5036941	4E	4964040
Gypsy-7	3	Gypsy-10	1276	GENE	2060	X:5038217-5043343	5038217	5038461	5038732	5043343	4E	4964040
GENE	7	Gypsy-7	2060	GENE	2874	X:5045403-5064680	5045403	5055429	5063136	5064680	4E	4964040
GENE	1	GENE	2874	GENE	1328	X:5067554-5068816	5067554	5068816	5067554	5068816	4E	4964040
GENE	1	GENE	1328	GENE	3022	X:5070144-5073005	5070144	5073005	5070144	5073005	4E	4964040
GENE	4	GENE	3022	Transib-N1	526	X:5076027-5086571	5076027	5078886	5084921	5086571	4E	4964040
Transib-N1	1	GENE	526	REP-2	2636	X:5087097-5087144	5087097	5087144	5087097	5087144	4E	4964040
REP-2	1	Transib-N1	2636	GENE	1309	X:5089780-5089832	5089780	5089832	5089780	5089832	4E	4964040
GENE	1	REP-2	1309	Jockey-6	-47805	X:5091141-5151900	5091141	5151900	5091141	5151900	4E	4964040
Jockey-6	1	GENE	-47805	TART	11952	X:5104095-5104237	5104095	5104237	5104095	5104237	4E	4964040
TART	1	Jockey-6	11952	GENE	35697	X:5116189-5116305	5116189	5116305	5116189	5116305	4F	5107107
GENE	1	TART	35697	GENE	4085	X:5152002-5157302	5152002	5157302	5152002	5157302	4F	5107107
GENE	1	GENE	4085	GENE	3924	X:5161387-5163799	5161387	5163799	5161387	5163799	4F	5107107
GENE	2	GENE	3924	BARI	751	X:5167723-5173934	5167723	5173029	5173275	5173934	4F	5107107
BARI	2	GENE	751	GENE	1900	X:5174685-5174763	5174685	5174721	5174738	5174763	4F	5107107
GENE	1	BARI	1900	1.688	10020	X:5176663-5178192	5176663	5178192	5176663	5178192	4F	5107107
1.688	2	GENE	10020	GENE	4136	X:5188212-5188610	5188212	5188414	5188488	5188610	4F	5107107
GENE	1	1.688	4136	1.688	-27368	X:5192746-5232950	5192746	5232950	5192746	5232950	4F	5107107
1.688	2	GENE	-27368	1.688	24437	X:5205582-5206302	5205582	5205935	5205974	5206302	4F	5107107
1.688	3	1.688	24437	GENE	1488	X:5230739-5231481	5230739	5230909	5231279	5231481	4F	5107107
GENE	1	1.688	1488	GENE	3903	X:5232969-5235969	5232969	5235969	5232969	5235969	4F	5107107
GENE	2	GENE	3903	1.688	216	X:5239872-5242013	5239872	5240821	5241465	5242013	4F	5107107
1.688	3	GENE	216	Gypsy-19	3247	X:5242229-5243132	5242229	5242377	5242774	5243132	4F	5107107
Gypsy-19	1	1.688	3247	Homo6 741 828	6193	X:5246379-5246432	5246379	5246432	5246379	5246432	4F	5107107
Homo6 741 828	1	Gypsy-19	6193	GENE	3363	X:5252625-5252712	5252625	5252712	5252625	5252712	4F	5107107
GENE	1	Homo6 741 828	3363	1.688	2411	X:5256075-5258207	5256075	5258207	5256075	5258207	4F	5107107
1.688	37	GENE	2411	GENE	1264	X:5260618-5274973	5260618	5260976	5274614	5274973	4F	5107107
GENE	1	1.688	1264	TART	-21585	X:5276237-5306245	5276237	5306245	5276237	5306245	4F	5107107
TART	1	GENE	-21585	Polinton-1	6248	X:5284660-5284750	5284660	5284750	5284660	5284750	4F	5107107
Polinton-1	1	TART	6248	TART	5823	X:5290998-5291048	5290998	5291048	5290998	5291048	4F	5107107
TART	1	Polinton-1	5823	Gypsy-31	1785	X:5296871-5296940	5296871	5296940	5296871	5296940	4F	5107107
Gypsy-31	1	TART	1785	1.688	27530	X:5298725-5298868	5298725	5298868	5298725	5298868	4F	5107107
1.688	2	Gypsy-31	27530	GENE	12846	X:5326398-5326901	5326398	5326756	5326757	5326901	4F	5107107
GENE	1	1.688	12846	TART	-17847	X:5339747-5358054	5339747	5358054	5339747	5358054	4F	5107107
TART	1	GENE	-17847	Gypsy-6	1	X:5340207-5340318	5340207	5340318	5340207	5340318	4F	5107107
Gypsy-6	1	TART	1	P-1	9761	X:5340319-5340362	5340319	5340362	5340319	5340362	4F	5107107
P-1	1	Gypsy-6	9761	Jockey-3	6493	X:5350123-5350191	5350123	5350191	5350123	5350191	4F	5107107
Jockey-3	1	P-1	6493	GENE	1569	X:5356684-5356945	5356684	5356945	5356684	5356945	4F	5107107
GENE	2	Jockey-3	1569	Jockey-3	-1092	X:5358514-5361316	5358514	5359558	5359884	5361316	4F	5107107
Jockey-3	1	GENE	-1092	Gypsy-22	122	X:5360224-5360808	5360224	5360808	5360224	5360808	4F	5107107
Gypsy-22	1	Jockey-3	122	GENE	1672	X:5360930-5361050	5360930	5361050	5360930	5361050	4F	5107107
GENE	2	Gypsy-22	1672	GENE	2127	X:5362722-5366702	5362722	5364954	5365288	5366702	4F	5107107
GENE	2	GENE	2127	1.688	-4107	X:5368829-5394050	5368829	5371466	5371785	5394050	4F	5107107
1.688	3	GENE	-4107	GENE	8622	X:5389943-5390578	5389943	5390121	5390486	5390578	4F	5107107
GENE	1	1.688	8622	1.688	1435	X:5399200-5407238	5399200	5407238	5399200	5407238	4F	5107107
1.688	2	GENE	1435	GENE	553	X:5408673-5409143	5408673	5409014	5409051	5409143	4F	5107107
GENE	2	1.688	553	Gypsy8-I	-1283	X:5409696-5415593	5409696	5410977	5411098	5415593	4F	5107107
Gypsy8-I	1	GENE	-1283	GENE	1463	X:5414310-5414374	5414310	5414374	5414310	5414374	4F	5107107
GENE	1	Gypsy8-I	1463	LINEJ1	160	X:5415837-5416812	5415837	5416812	5415837	5416812	4F	5107107
LINEJ1	1	GENE	160	GENE	305	X:5416972-5417128	5416972	5417128	5416972	5417128	4F	5107107
GENE	7	LINEJ1	305	GENE	3496	X:5417433-5439798	5417433	5418564	5437484	5439798	4F	5107107
GENE	2	GENE	3496	1.688	-5718	X:5443294-5461947	5443294	5452838	5452764	5461947	4F	5107107
1.688	1	GENE	-5718	GENE	7228	X:5456229-5456582	5456229	5456582	5456229	5456582	4F	5107107
GENE	2	1.688	7228	GENE	5005	X:5463810-5473656	5463810	5477047	5471774	5473656	4F	5107107
GENE	5	GENE	5005	Jockey-3	-1051	X:5478661-5498609	5478661	5486199	5494374	5498609	5A	5475817
Jockey-3	1	GENE	-1051	GENE	1159	X:5497558-5497619	5497558	5497619	5497558	5497619	5A	5475817
GENE	1	Jockey-3	1159	Gypsy-22	-4121	X:5498778-5503091	5498778	5503091	5498778	5503091	5A	5475817
Gypsy-22	1	GENE	-4121	GENE	4412	X:5498970-5499032	5498970	5499032	5498970	5499032	5A	5475817
GENE	2	Gypsy-22	4412	GENE	2308	X:5503444-5509580	5503444	5529312	5504735	5509580	5A	5475817
GENE	1	GENE	2308	1.688	-1056	X:5511888-5515284	5511888	5515284	5511888	5515284	5A	5475817
1.688	2	GENE	-1056	GENE	1106	X:5514228-5514689	5514228	5514582	5514578	5514689	5A	5475817
GENE	1	1.688	1106	GENE	10436	X:5515795-5520102	5515795	5520102	5515795	5520102	5A	5475817
GENE	1	GENE	10436	GENE	9831	X:5530538-5532853	5530538	5532853	5530538	5532853	5A	5475817
GENE	1	GENE	9831	GENE	3455	X:5542684-5543374	5542684	5543374	5542684	5543374	5A	5475817
GENE	1	GENE	3455	GENE	2213	X:5546829-5547863	5546829	5547863	5546829	5547863	5A	5475817
GENE	1	GENE	2213	GENE	1985	X:5550076-5550601	5550076	5550601	5550076	5550601	5A	5475817
GENE	1	GENE	1985	1.688	1426	X:5552586-5553498	5552586	5553498	5552586	5553498	5A	5475817
1.688	2	GENE	1426	GENE	406	X:5554924-5555435	5554924	5555276	5555282	5555435	5A	5475817
GENE	1	1.688	406	HeT-A3	-10573	X:5555841-5577719	5555841	5577719	5555841	5577719	5A	5475817
HeT-A3	1	GENE	-10573	Jockey-3	7271	X:5567146-5567222	5567146	5567222	5567146	5567222	5A	5475817
Jockey-3	1	HeT-A3	7271	TART	505	X:5574493-5574588	5574493	5574588	5574493	5574588	5A	5475817
TART	1	Jockey-3	505	Gypsy8-I	121	X:5575093-5575320	5575093	5575320	5575093	5575320	5A	5475817
Gypsy8-I	1	TART	121	Jockey-3	50	X:5575441-5575594	5575441	5575594	5575441	5575594	5A	5475817
Jockey-3	1	Gypsy8-I	50	GENE	6249	X:5575644-5575895	5575644	5575895	5575644	5575895	5A	5475817
GENE	1	Jockey-3	6249	1.688	739	X:5582144-5582969	5582144	5582969	5582144	5582969	5A	5475817
1.688	2	GENE	739	DNAREP1	6973	X:5583708-5584153	5583708	5584066	5584076	5584153	5A	5475817
DNAREP1	2	1.688	6973	Transib-1	1	X:5591126-5591244	5591126	5591210	5591208	5591244	5A	5475817
Transib-1	1	DNAREP1	1	GENE	85	X:5591245-5591277	5591245	5591277	5591245	5591277	5A	5475817
GENE	1	Transib-1	85	Homo6 776 883	10537	X:5591362-5591847	5591362	5591847	5591362	5591847	5A	5475817
Homo6 776 883	1	GENE	10537	1.688	1782	X:5602384-5602490	5602384	5602490	5602384	5602490	5A	5475817
1.688	1	Homo6 776 883	1782	DMRP1 1 69	1319	X:5604272-5604486	5604272	5604486	5604272	5604486	5A	5475817
DMRP1 1 69	1	1.688	1319	DMRP1 248 283	23	X:5605805-5605872	5605805	5605872	5605805	5605872	5A	5475817
DMRP1 248 283	1	DMRP1 1 69	23	GENE	137	X:5605895-5605930	5605895	5605930	5605895	5605930	5A	5475817
GENE	5	DMRP1 248 283	137	Galileo	1086	X:5606067-5620118	5606067	5607208	5616595	5620118	5A	5475817
Galileo	1	GENE	1086	REP-2	6629	X:5621204-5621243	5621204	5621243	5621204	5621243	5A	5475817
REP-2	1	Galileo	6629	Jockey-1	6549	X:5627872-5627915	5627872	5627915	5627872	5627915	5A	5475817
Jockey-1	1	REP-2	6549	GENE	4227	X:5634464-5634504	5634464	5634504	5634464	5634504	5A	5475817
GENE	1	Jockey-1	4227	GENE	1860	X:5638731-5639861	5638731	5639861	5638731	5639861	5A	5475817
GENE	2	GENE	1860	Gypsy8-I	-2622	X:5641721-5647766	5641721	5643960	5644094	5647766	5A	5475817
Gypsy8-I	1	GENE	-2622	GENE	3851	X:5645144-5645202	5645144	5645202	5645144	5645202	5A	5475817
GENE	2	Gypsy8-I	3851	DM1731	-5246	X:5649053-5672552	5649053	5652672	5652990	5672552	5A	5475817
DM1731	1	GENE	-5246	HeT-A3	774	X:5667306-5667370	5667306	5667370	5667306	5667370	5A	5475817
HeT-A3	1	DM1731	774	Jockey-6	2244	X:5668144-5668242	5668144	5668242	5668144	5668242	5A	5475817
Jockey-6	1	HeT-A3	2244	hAT-2	2169	X:5670486-5670568	5670486	5670568	5670486	5670568	5A	5475817
hAT-2	3	Jockey-6	2169	GENE	61	X:5672737-5673298	5672737	5672777	5673207	5673298	5A	5475817
GENE	1	hAT-2	61	hAT-2	-1563	X:5673359-5677823	5673359	5677823	5673359	5677823	5A	5475817
hAT-2	2	GENE	-1563	GENE	2149	X:5676260-5676436	5676260	5676347	5676353	5676436	5A	5475817
GENE	2	hAT-2	2149	GENE	1108	X:5678585-5681753	5678585	5680556	5680684	5681753	5A	5475817
GENE	1	GENE	1108	Gypsy8-I	-262	X:5682861-5684365	5682861	5684365	5682861	5684365	5A	5475817
Gypsy8-I	1	GENE	-262	GENE	1783	X:5684103-5684211	5684103	5684211	5684103	5684211	5A	5475817
GENE	2	Gypsy8-I	1783	hAT-5	1678	X:5685994-5694433	5685994	5688140	5688389	5694433	5A	5475817
hAT-5	1	GENE	1678	Hoana7 1 78	201	X:5696111-5696201	5696111	5696201	5696111	5696201	5A	5475817
Hoana7 1 78	1	hAT-5	201	GENE	20	X:5696402-5696481	5696402	5696481	5696402	5696481	5A	5475817
GENE	1	Hoana7 1 78	20	1.688	-6706	X:5696501-5716178	5696501	5716178	5696501	5716178	5A	5475817
1.688	2	GENE	-6706	GENE	8343	X:5709472-5709934	5709472	5709661	5709702	5709934	5B	5697153
GENE	1	1.688	8343	1.688	687	X:5718277-5722144	5718277	5722144	5718277	5722144	5B	5697153
1.688	5	GENE	687	GENE	3518	X:5722831-5724148	5722831	5722959	5724039	5724148	5B	5697153
GENE	1	1.688	3518	GENE	7316	X:5727666-5730921	5727666	5730921	5727666	5730921	5B	5697153
GENE	1	GENE	7316	DNA4-1	836	X:5738237-5743093	5738237	5743093	5738237	5743093	5B	5697153
DNA4-1	1	GENE	836	Gypsy-10	2931	X:5743929-5744041	5743929	5744041	5743929	5744041	5B	5697153
Gypsy-10	1	DNA4-1	2931	1.688	6082	X:5746972-5747020	5746972	5747020	5746972	5747020	5B	5697153
1.688	4	Gypsy-10	6082	GENE	11442	X:5753102-5754074	5753102	5753225	5753944	5754074	5B	5697153
GENE	1	1.688	11442	Jockey-3	-998	X:5765516-5766655	5765516	5766655	5765516	5766655	5B	5697153
Jockey-3	1	GENE	-998	Gypsy15-LTR	1273	X:5765657-5765821	5765657	5765821	5765657	5765821	5B	5697153
Gypsy15-LTR	1	Jockey-3	1273	BS2 4270 4721	36	X:5767094-5767237	5767094	5767237	5767094	5767237	5C	5766003
BS2 4270 4721	1	Gypsy15-LTR	36	Hoana5 2 153	129	X:5767273-5767722	5767273	5767722	5767273	5767722	5C	5766003
Hoana5 2 153	1	BS2 4270 4721	129	GENE	3	X:5767851-5767998	5767851	5767998	5767851	5767998	5C	5766003
GENE	3	Hoana5 2 153	3	Jockey-3	-8667	X:5768001-5794894	5768001	5769711	5780981	5794894	5C	5766003
Jockey-3	1	GENE	-8667	Jockey-1	1266	X:5786227-5786277	5786227	5786277	5786227	5786277	5C	5766003
Jockey-1	1	Jockey-3	1266	Jockey-6	3899	X:5787543-5787588	5787543	5787588	5787543	5787588	5C	5766003
Jockey-6	1	Jockey-1	3899	TART	1582	X:5791487-5791550	5791487	5791550	5791487	5791550	5C	5766003
TART	1	Jockey-6	1582	1.688	1397	X:5793132-5793232	5793132	5793232	5793132	5793232	5C	5766003
1.688	1	TART	1397	GENE	317	X:5794629-5794687	5794629	5794687	5794629	5794687	5C	5766003
GENE	1	1.688	317	DNAREP1	124	X:5795004-5795570	5795004	5795570	5795004	5795570	5C	5766003
DNAREP1	1	GENE	124	GENE	893	X:5795694-5795740	5795694	5795740	5795694	5795740	5C	5766003
GENE	2	DNAREP1	893	GENE	1260	X:5796633-5803408	5796633	5797926	5797796	5803408	5C	5766003
GENE	1	GENE	1260	Gypsy-10	-977	X:5804668-5806403	5804668	5806403	5804668	5806403	5C	5766003
Gypsy-10	1	GENE	-977	GENE	1834	X:5805426-5805485	5805426	5805485	5805426	5805485	5C	5766003
GENE	1	Gypsy-10	1834	HOBO 2692 3016	482	X:5807319-5809965	5807319	5809965	5807319	5809965	5C	5766003
HOBO 2692 3016	1	GENE	482	PROTOP	377	X:5810447-5810778	5810447	5810778	5810447	5810778	5C	5766003
PROTOP	1	HOBO 2692 3016	377	HOBO 1 314	4	X:5811155-5811224	5811155	5811224	5811155	5811224	5C	5766003
HOBO 1 314	1	PROTOP	4	GENE	855	X:5811228-5811489	5811228	5811489	5811228	5811489	5C	5766003
GENE	2	HOBO 1 314	855	G5	-3507	X:5812344-5833473	5812344	5821102	5820836	5833473	5C	5766003
G5	1	GENE	-3507	GENE	3431	X:5829966-5830120	5829966	5830120	5829966	5830120	5C	5766003
GENE	1	G5	3431	Jockey-6	-76750	X:5833551-5918661	5833551	5918661	5833551	5918661	5C	5766003
Jockey-6	1	GENE	-76750	Gypsy8-I	12074	X:5841911-5842116	5841911	5842116	5841911	5842116	5C	5766003
Gypsy8-I	1	Jockey-6	12074	Jockey-3	1440	X:5854190-5854335	5854190	5854335	5854190	5854335	5C	5766003
Jockey-3	1	Gypsy8-I	1440	TART	18893	X:5855775-5856023	5855775	5856023	5855775	5856023	5C	5766003
TART	1	Jockey-3	18893	Jockey-1	1385	X:5874916-5875152	5874916	5875152	5874916	5875152	5C	5766003
Jockey-1	1	TART	1385	DMRT1B 3 5183	1	X:5876537-5876746	5876537	5876746	5876537	5876746	5C	5766003
DMRT1B 3 5183	1	Jockey-1	1	1.688	17371	X:5876747-5881901	5876747	5881901	5876747	5881901	5C	5766003
1.688	1	DMRT1B 3 5183	17371	Galileo	1564	X:5899272-5899334	5899272	5899334	5899272	5899334	5C	5766003
Galileo	1	1.688	1564	GENE	19921	X:5900898-5900971	5900898	5900971	5900898	5900971	5C	5766003
GENE	1	Galileo	19921	GENE	2715	X:5920892-5922584	5920892	5922584	5920892	5922584	5C	5766003
GENE	2	GENE	2715	1.688	3832	X:5925299-5928526	5925299	5925973	5926258	5928526	5C	5766003
1.688	3	GENE	3832	GENE	9191	X:5932358-5933139	5932358	5932449	5932807	5933139	5C	5766003
GENE	3	1.688	9191	GENE	1465	X:5942330-5948959	5942330	5944261	5947872	5948959	5C	5766003
GENE	1	GENE	1465	GENE	4124	X:5950424-5957943	5950424	5957943	5950424	5957943	5C	5766003
GENE	5	GENE	4124	GENE	5619	X:5962067-5986728	5962067	5965278	5985780	5986728	5D	5955321
GENE	1	GENE	5619	Gypsy-23	-876	X:5992347-5999519	5992347	5999519	5992347	5999519	5D	5955321
Gypsy-23	2	GENE	-876	GENE	879	X:5998643-5998739	5998643	5998678	5998717	5998739	5D	5955321
GENE	1	Gypsy-23	879	DOC6	-5159	X:5999618-6005483	5999618	6005483	5999618	6005483	5D	5955321
DOC6	1	GENE	-5159	GENE	1534	X:6000324-6004564	6000324	6004564	6000324	6004564	5D	5955321
GENE	1	DOC6	1534	GENE	1546	X:6006098-6008050	6006098	6008050	6006098	6008050	5D	5955321
GENE	8	GENE	1546	DIVER2	1090	X:6009596-6026552	6009596	6013420	6024356	6026552	5D	5955321
DIVER2	1	GENE	1090	GENE	1446	X:6027642-6028025	6027642	6028025	6027642	6028025	5D	5955321
GENE	1	DIVER2	1446	BEL-16	4615	X:6029471-6032246	6029471	6032246	6029471	6032246	5D	5955321
BEL-16	1	GENE	4615	1.688	954	X:6036861-6036893	6036861	6036893	6036861	6036893	5D	5955321
1.688	1	BEL-16	954	M4DM 1 1435	2676	X:6037847-6038219	6037847	6038219	6037847	6038219	5D	5955321
M4DM 1 1435	1	1.688	2676	GENE	14801	X:6040895-6042294	6040895	6042294	6040895	6042294	5D	5955321
GENE	1	M4DM 1 1435	14801	GENE	3492	X:6057095-6058016	6057095	6058016	6057095	6058016	5D	5955321
GENE	1	GENE	3492	GENE	3760	X:6061508-6067507	6061508	6067507	6061508	6067507	5D	5955321
GENE	2	GENE	3760	1.688	768	X:6071267-6074230	6071267	6072424	6073167	6074230	5D	5955321
1.688	3	GENE	768	GENE	506	X:6074998-6076046	6074998	6075351	6075746	6076046	5D	5955321
GENE	4	1.688	506	Homo6 783 873	4297	X:6076552-6095064	6076552	6085517	6093245	6095064	5D	5955321
Homo6 783 873	1	GENE	4297	HOBO 2968 3016	1773	X:6099361-6099459	6099361	6099459	6099361	6099459	5D	5955321
HOBO 2968 3016	1	Homo6 783 873	1773	PROTOP	57	X:6101232-6101280	6101232	6101280	6101232	6101280	5D	5955321
PROTOP	1	HOBO 2968 3016	57	HOBO 1 314	4	X:6101337-6101406	6101337	6101406	6101337	6101406	5D	5955321
HOBO 1 314	1	PROTOP	4	1.688	4285	X:6101410-6101771	6101410	6101771	6101410	6101771	5D	5955321
1.688	3	HOBO 1 314	4285	1.688	8551	X:6106056-6106727	6106056	6106256	6106617	6106727	5D	5955321
1.688	3	1.688	8551	Gypsy-22	11301	X:6115278-6116013	6115278	6115437	6115832	6116013	5D	5955321
Gypsy-22	1	1.688	11301	Homo6 701 807	1	X:6127314-6127371	6127314	6127371	6127314	6127371	5D	5955321
Homo6 701 807	1	Gypsy-22	1	1.688	5442	X:6127372-6127422	6127372	6127422	6127372	6127422	5D	5955321
1.688	1	Homo6 701 807	5442	RSP-LIKE	418	X:6132864-6133130	6132864	6133130	6132864	6133130	5D	5955321
RSP-LIKE	4	1.688	418	HOBO 2895 3016	11396	X:6133548-6134204	6133548	6133706	6134044	6134204	5D	5955321
HOBO 2895 3016	1	RSP-LIKE	11396	Helitron-1	33	X:6145600-6145705	6145600	6145705	6145600	6145705	5D	5955321
Helitron-1	1	HOBO 2895 3016	33	Galileo	6139	X:6145738-6145858	6145738	6145858	6145738	6145858	5D	5955321
Galileo	1	Helitron-1	6139	HOBO 2632 3008	4122	X:6151997-6152025	6151997	6152025	6151997	6152025	5D	5955321
HOBO 2632 3008	1	Galileo	4122	PROTOP	-1	X:6156147-6156496	6156147	6156496	6156147	6156496	5D	5955321
PROTOP	1	HOBO 2632 3008	-1	HOBO 1 264	365	X:6156495-6156642	6156495	6156642	6156495	6156642	5D	5955321
HOBO 1 264	1	PROTOP	365	Jockey-5	7818	X:6157007-6157249	6157007	6157249	6157007	6157249	5D	5955321
Jockey-5	1	HOBO 1 264	7818	Gypsy-22	4651	X:6165067-6165133	6165067	6165133	6165067	6165133	5D	5955321
Gypsy-22	1	Jockey-5	4651	GENE	3068	X:6169784-6169859	6169784	6169859	6169784	6169859	5D	5955321
GENE	1	Gypsy-22	3068	Jockey-3	-14416	X:6172927-6187726	6172927	6187726	6172927	6187726	5D	5955321
Jockey-3	1	GENE	-14416	HOBO 1 316	3787	X:6173310-6173436	6173310	6173436	6173310	6173436	5D	5955321
HOBO 1 316	1	Jockey-3	3787	PROTOP	2	X:6177223-6177538	6177223	6177538	6177223	6177538	5D	5955321
PROTOP	1	HOBO 1 316	2	HOBO 2701 3016	90	X:6177540-6177609	6177540	6177609	6177540	6177609	5D	5955321
HOBO 2701 3016	1	PROTOP	90	HeT-A3	800	X:6177699-6178017	6177699	6178017	6177699	6178017	5D	5955321
