Cluster	Repeats	Closest upstream	Dist upstream	Closest downstream	Dist downstream	Coords	First_start	First_end	Last_start	Last_end	Cyto_band	Cyto_start
Jockey-3	1	GENE	-16798	ROO	2237	X:6537456-6537545	6537456	6537545	6537456	6537545	6B	6516901
ROO	1	Jockey-3	2237	Jockey-6	817	X:6539782-6539851	6539782	6539851	6539782	6539851	6B	6516901
Jockey-6	1	ROO	817	Gypsy8-I	1	X:6540668-6540696	6540668	6540696	6540668	6540696	6B	6516901
Gypsy8-I	1	Jockey-6	1	Jockey-6	1	X:6540697-6540794	6540697	6540794	6540697	6540794	6B	6516901
Jockey-6	1	Gypsy8-I	1	Jockey-3	152	X:6540795-6540871	6540795	6540871	6540795	6540871	6B	6516901
Jockey-3	1	Jockey-6	152	GENE	13244	X:6541023-6541102	6541023	6541102	6541023	6541102	6B	6516901
GENE	1	Jockey-3	13244	Homo6 748 826	-9921	X:6554346-6564437	6554346	6564437	6554346	6564437	6B	6516901
Homo6 748 826	1	GENE	-9921	GENE	9990	X:6554516-6554597	6554516	6554597	6554516	6554597	6B	6516901
GENE	2	Homo6 748 826	9990	Jockey-3	-1663	X:6564587-6571542	6564587	6568766	6568788	6571542	6B	6516901
Jockey-3	2	GENE	-1663	GENE	1425	X:6569879-6570206	6569879	6569905	6569998	6570206	6B	6516901
GENE	4	Jockey-3	1425	1.688	8194	X:6571631-6583285	6571631	6573462	6581986	6583285	6B	6516901
1.688	2	GENE	8194	GENE	255	X:6591479-6591943	6591479	6591616	6591626	6591943	6C	6585391
GENE	5	1.688	255	HeT-A3	449	X:6592198-6603649	6592198	6594633	6602670	6603649	6C	6585391
HeT-A3	1	GENE	449	HeT-A3	4932	X:6604098-6604189	6604098	6604189	6604098	6604189	6C	6585391
HeT-A3	2	HeT-A3	4932	HeT-A3	1524	X:6609121-6610047	6609121	6609229	6609963	6610047	6C	6585391
HeT-A3	1	HeT-A3	1524	GENE	2722	X:6611571-6611639	6611571	6611639	6611571	6611639	6C	6585391
GENE	1	HeT-A3	2722	Gypsy-22	-16919	X:6614361-6631816	6614361	6631816	6614361	6631816	6C	6585391
Gypsy-22	1	GENE	-16919	HeT-A3	1557	X:6614897-6614982	6614897	6614982	6614897	6614982	6C	6585391
HeT-A3	1	Gypsy-22	1557	Gypsy-22	175	X:6616539-6616617	6616539	6616617	6616539	6616617	6C	6585391
Gypsy-22	1	HeT-A3	175	TransibN3	5662	X:6616792-6616896	6616792	6616896	6616792	6616896	6C	6585391
TransibN3	1	Gypsy-22	5662	BARI1 38 88	3060	X:6622558-6622601	6622558	6622601	6622558	6622601	6C	6585391
BARI1 38 88	1	TransibN3	3060	BARI1 39 99	-5	X:6625661-6625710	6625661	6625710	6625661	6625710	6C	6585391
BARI1 39 99	1	BARI1 38 88	-5	TART	902	X:6625705-6625766	6625705	6625766	6625705	6625766	6C	6585391
TART	2	BARI1 39 99	902	DNAREP1	4253	X:6626668-6626976	6626668	6626691	6626741	6626976	6C	6585391
DNAREP1	2	TART	4253	1.688	6948	X:6631229-6631514	6631229	6631328	6631330	6631514	6C	6585391
1.688	4	DNAREP1	6948	Gypsy8-I	2349	X:6638462-6639054	6638462	6638585	6638977	6639054	6C	6585391
Gypsy8-I	1	1.688	2349	1.688	6208	X:6641403-6641472	6641403	6641472	6641403	6641472	6C	6585391
1.688	2	Gypsy8-I	6208	M4DM 154 265	122	X:6647680-6648293	6647680	6647976	6647994	6648293	6C	6585391
M4DM 154 265	1	1.688	122	Transib-7	1	X:6648415-6648460	6648415	6648460	6648415	6648460	6C	6585391
Transib-7	1	M4DM 154 265	1	M4DM 266 352	1	X:6648461-6648581	6648461	6648581	6648461	6648581	6C	6585391
M4DM 266 352	1	Transib-7	1	P-1	40	X:6648582-6648614	6648582	6648614	6648582	6648614	6C	6585391
P-1	1	M4DM 266 352	40	Invader3	316	X:6648654-6648689	6648654	6648689	6648654	6648689	6C	6585391
Invader3	1	P-1	316	DOC3	186	X:6649005-6649075	6649005	6649075	6649005	6649075	6C	6585391
DOC3	2	Invader3	186	Gypsy-12	83	X:6649261-6649571	6649261	6649330	6649512	6649571	6C	6585391
Gypsy-12	1	DOC3	83	Gypsy-21	2	X:6649654-6649814	6649654	6649814	6649654	6649814	6C	6585391
Gypsy-21	1	Gypsy-12	2	1.688	216	X:6649816-6650119	6649816	6650119	6649816	6650119	6C	6585391
1.688	3	Gypsy-21	216	M4DM 154 265	122	X:6650335-6651177	6650335	6650501	6650901	6651177	6C	6585391
M4DM 154 265	1	1.688	122	Transib-7	1	X:6651299-6651344	6651299	6651344	6651299	6651344	6C	6585391
Transib-7	1	M4DM 154 265	1	M4DM 266 352	1	X:6651345-6651465	6651345	6651465	6651345	6651465	6C	6585391
M4DM 266 352	1	Transib-7	1	P-1	40	X:6651466-6651498	6651466	6651498	6651466	6651498	6C	6585391
P-1	1	M4DM 266 352	40	Invader3	316	X:6651538-6651573	6651538	6651573	6651538	6651573	6C	6585391
Invader3	1	P-1	316	DOC3	186	X:6651889-6651959	6651889	6651959	6651889	6651959	6C	6585391
DOC3	2	Invader3	186	Gypsy-12	83	X:6652145-6652455	6652145	6652214	6652396	6652455	6C	6585391
Gypsy-12	1	DOC3	83	Gypsy-21	2	X:6652538-6652698	6652538	6652698	6652538	6652698	6C	6585391
Gypsy-21	1	Gypsy-12	2	1.688	216	X:6652700-6653002	6652700	6653002	6652700	6653002	6C	6585391
1.688	3	Gypsy-21	216	M4DM 154 265	122	X:6653218-6654060	6653218	6653384	6653784	6654060	6C	6585391
M4DM 154 265	1	1.688	122	Transib-7	1	X:6654182-6654227	6654182	6654227	6654182	6654227	6C	6585391
Transib-7	1	M4DM 154 265	1	M4DM 266 352	1	X:6654228-6654348	6654228	6654348	6654228	6654348	6C	6585391
M4DM 266 352	1	Transib-7	1	P-1	40	X:6654349-6654381	6654349	6654381	6654349	6654381	6C	6585391
P-1	1	M4DM 266 352	40	Invader3	316	X:6654421-6654456	6654421	6654456	6654421	6654456	6C	6585391
Invader3	1	P-1	316	DOC3	186	X:6654772-6654842	6654772	6654842	6654772	6654842	6C	6585391
DOC3	2	Invader3	186	Gypsy-12	83	X:6655028-6655338	6655028	6655097	6655279	6655338	6C	6585391
Gypsy-12	1	DOC3	83	Gypsy-21	2	X:6655421-6655581	6655421	6655581	6655421	6655581	6C	6585391
Gypsy-21	1	Gypsy-12	2	1.688	216	X:6655583-6655886	6655583	6655886	6655583	6655886	6C	6585391
1.688	4	Gypsy-21	216	M4DM 154 265	122	X:6656102-6657301	6656102	6656268	6657025	6657301	6C	6585391
M4DM 154 265	1	1.688	122	Transib-7	1	X:6657423-6657468	6657423	6657468	6657423	6657468	6C	6585391
Transib-7	1	M4DM 154 265	1	M4DM 266 352	1	X:6657469-6657589	6657469	6657589	6657469	6657589	6C	6585391
M4DM 266 352	1	Transib-7	1	P-1	40	X:6657590-6657622	6657590	6657622	6657590	6657622	6C	6585391
P-1	1	M4DM 266 352	40	Invader3	316	X:6657662-6657697	6657662	6657697	6657662	6657697	6C	6585391
Invader3	1	P-1	316	DOC3	186	X:6658013-6658083	6658013	6658083	6658013	6658083	6C	6585391
DOC3	2	Invader3	186	Gypsy-12	83	X:6658269-6658579	6658269	6658338	6658520	6658579	6C	6585391
Gypsy-12	1	DOC3	83	Gypsy-21	2	X:6658662-6658822	6658662	6658822	6658662	6658822	6C	6585391
Gypsy-21	1	Gypsy-12	2	1.688	216	X:6658824-6659127	6658824	6659127	6658824	6659127	6C	6585391
1.688	3	Gypsy-21	216	BS2 2676 4721	11226	X:6659343-6660026	6659343	6659509	6659912	6660026	6C	6585391
BS2 2676 4721	1	1.688	11226	TART	5213	X:6671252-6673297	6671252	6673297	6671252	6673297	6C	6585391
TART	1	BS2 2676 4721	5213	Gypsy-21	5437	X:6678510-6678577	6678510	6678577	6678510	6678577	6C	6585391
Gypsy-21	1	TART	5437	Invader3	240	X:6684014-6684166	6684014	6684166	6684014	6684166	6C	6585391
Invader3	1	Gypsy-21	240	M4DM 331 384	454	X:6684406-6684476	6684406	6684476	6684406	6684476	6C	6585391
M4DM 331 384	1	Invader3	454	Gypsy-12	110	X:6684930-6684984	6684930	6684984	6684930	6684984	6C	6585391
Gypsy-12	1	M4DM 331 384	110	Gypsy-21	2	X:6685094-6685265	6685094	6685265	6685094	6685265	6C	6585391
Gypsy-21	1	Gypsy-12	2	1.688	7107	X:6685267-6685458	6685267	6685458	6685267	6685458	6C	6585391
1.688	62	Gypsy-21	7107	Homo6 791 832	5364	X:6692565-6714109	6692565	6692694	6713832	6714109	6C	6585391
Homo6 791 832	1	1.688	5364	Polinton-1	4359	X:6719473-6719514	6719473	6719514	6719473	6719514	6C	6585391
Polinton-1	1	Homo6 791 832	4359	MINIME	8164	X:6723873-6723974	6723873	6723974	6723873	6723974	6C	6585391
MINIME	1	Polinton-1	8164	1.688	5081	X:6732138-6732175	6732138	6732175	6732138	6732175	6C	6585391
1.688	8	MINIME	5081	RSP-LIKE	42	X:6737256-6739753	6737256	6737406	6739613	6739753	6C	6585391
RSP-LIKE	1	1.688	42	GENE	414	X:6739795-6739900	6739795	6739900	6739795	6739900	6C	6585391
GENE	1	RSP-LIKE	414	GENE	1238	X:6740314-6750773	6740314	6750773	6740314	6750773	6C	6585391
GENE	3	GENE	1238	BARI1 36 99	-2209	X:6752011-6763639	6752011	6754186	6755616	6763639	6C	6585391
BARI1 36 99	1	GENE	-2209	BARI1 41 88	-5	X:6761430-6761494	6761430	6761494	6761430	6761494	6C	6585391
BARI1 41 88	1	BARI1 36 99	-5	GENE	6916	X:6761489-6761535	6761489	6761535	6761489	6761535	6C	6585391
GENE	1	BARI1 41 88	6916	Helitron-N2	656	X:6768451-6769155	6768451	6769155	6768451	6769155	6C	6585391
Helitron-N2	1	GENE	656	GENE	3602	X:6769811-6769894	6769811	6769894	6769811	6769894	6C	6585391
GENE	1	Helitron-N2	3602	GENE	5046	X:6773496-6775447	6773496	6775447	6773496	6775447	6C	6585391
GENE	1	GENE	5046	GENE	4943	X:6780493-6785885	6780493	6785885	6780493	6785885	6D	6779511
GENE	4	GENE	4943	DNAREP1	-99	X:6790828-6796705	6790828	6792927	6795691	6796705	6D	6779511
DNAREP1	1	GENE	-99	Gypsy12-I	1754	X:6796606-6796747	6796606	6796747	6796606	6796747	6D	6779511
Gypsy12-I	2	DNAREP1	1754	Gypsy12-LTR	5	X:6798501-6799061	6798501	6798805	6798803	6799061	6D	6779511
Gypsy12-LTR	1	Gypsy12-I	5	1.688	33	X:6799066-6799416	6799066	6799416	6799066	6799416	6D	6779511
1.688	3	Gypsy12-LTR	33	1.688	6010	X:6799449-6800750	6799449	6799563	6800741	6800750	6D	6779511
1.688	3	1.688	6010	GENE	2476	X:6806760-6807750	6806760	6807056	6807458	6807750	6D	6779511
GENE	2	1.688	2476	1.688	173	X:6810226-6822879	6810226	6847026	6821733	6822879	6D	6779511
1.688	2	GENE	173	GENE	7079	X:6823052-6823521	6823052	6823338	6823387	6823521	6D	6779511
GENE	1	1.688	7079	GENE	18996	X:6830600-6831444	6830600	6831444	6830600	6831444	6D	6779511
GENE	1	GENE	18996	1.688	1382	X:6850440-6853662	6850440	6853662	6850440	6853662	6D	6779511
1.688	2	GENE	1382	TART	3883	X:6855044-6855340	6855044	6855117	6855152	6855340	6D	6779511
TART	2	1.688	3883	GENE	1684	X:6859223-6860235	6859223	6859757	6860088	6860235	6D	6779511
GENE	1	TART	1684	BEL-21	-315	X:6861919-6878799	6861919	6878799	6861919	6878799	6D	6779511
BEL-21	1	GENE	-315	GENE	766	X:6878484-6878561	6878484	6878561	6878484	6878561	6E	6863446
GENE	3	BEL-21	766	GENE	1211	X:6879327-6886741	6879327	6882997	6885793	6886741	6E	6863446
GENE	1	GENE	1211	Jockey-3	-2123	X:6887952-6890193	6887952	6890193	6887952	6890193	6E	6863446
Jockey-3	1	GENE	-2123	1.688	8384	X:6888070-6888166	6888070	6888166	6888070	6888166	6E	6863446
1.688	3	Jockey-3	8384	HeT-A3	995	X:6896550-6897203	6896550	6896682	6897022	6897203	6E	6863446
HeT-A3	1	1.688	995	BEL-21	9090	X:6898198-6898292	6898198	6898292	6898198	6898292	6E	6863446
BEL-21	1	HeT-A3	9090	GENE	295	X:6907382-6907422	6907382	6907422	6907382	6907422	6E	6863446
GENE	1	BEL-21	295	Helitron1	-109311	X:6907717-7018473	6907717	7018473	6907717	7018473	6E	6863446
Helitron1	1	GENE	-109311	BARI1 37 99	663	X:6909162-6909213	6909162	6909213	6909162	6909213	6E	6863446
BARI1 37 99	1	Helitron1	663	BARI1 35 88	-5	X:6909876-6909939	6909876	6909939	6909876	6909939	6E	6863446
BARI1 35 88	1	BARI1 37 99	-5	Helitron1	3216	X:6909934-6909986	6909934	6909986	6909934	6909986	6E	6863446
Helitron1	1	BARI1 35 88	3216	REP-2	1535	X:6913202-6913256	6913202	6913256	6913202	6913256	6E	6863446
REP-2	1	Helitron1	1535	1.688	387	X:6914791-6914889	6914791	6914889	6914791	6914889	6E	6863446
1.688	2	REP-2	387	Gypsy-2	18366	X:6915276-6915767	6915276	6915437	6915463	6915767	6E	6863446
Gypsy-2	4	1.688	18366	BEL3	16650	X:6934133-6941108	6934133	6934156	6940861	6941108	6E	6863446
BEL3	1	Gypsy-2	16650	1.688	6303	X:6957758-6957813	6957758	6957813	6957758	6957813	6E	6863446
1.688	3	BEL3	6303	1.688	24309	X:6964116-6964792	6964116	6964238	6964652	6964792	6E	6863446
1.688	5	1.688	24309	TART	243	X:6989101-6990600	6989101	6989290	6990418	6990600	6E	6863446
TART	1	1.688	243	BEL-1	1745	X:6990843-6990973	6990843	6990973	6990843	6990973	6E	6863446
BEL-1	1	TART	1745	TART	622	X:6992718-6992759	6992718	6992759	6992718	6992759	6E	6863446
TART	1	BEL-1	622	Jockey-3	15849	X:6993381-6993481	6993381	6993481	6993381	6993481	6E	6863446
Jockey-3	1	TART	15849	Jockey-6	4526	X:7009330-7009414	7009330	7009414	7009330	7009414	6E	6863446
Jockey-6	2	Jockey-3	4526	Gypsy-23	2389	X:7013940-7014094	7013940	7013956	7014069	7014094	6E	6863446
Gypsy-23	1	Jockey-6	2389	RSP-LIKE	2579	X:7016483-7016574	7016483	7016574	7016483	7016574	6E	6863446
RSP-LIKE	1	Gypsy-23	2579	1.688	504	X:7019153-7019195	7019153	7019195	7019153	7019195	6E	6863446
1.688	4	RSP-LIKE	504	1.688	15370	X:7019699-7020679	7019699	7019999	7020580	7020679	6E	6863446
1.688	5	1.688	15370	GENE	7383	X:7036049-7037677	7036049	7036340	7037424	7037677	6F	7033899
GENE	1	1.688	7383	HeT-A3	2062	X:7045060-7046036	7045060	7046036	7045060	7046036	6F	7033899
HeT-A3	1	GENE	2062	GENE	10754	X:7048098-7048176	7048098	7048176	7048098	7048176	6F	7033899
GENE	3	HeT-A3	10754	Gypsy-22	12607	X:7058930-7068886	7058930	7063927	7066022	7068886	6F	7033899
Gypsy-22	1	GENE	12607	Gypsy8-I	3431	X:7081493-7081577	7081493	7081577	7081493	7081577	6F	7033899
Gypsy8-I	1	Gypsy-22	3431	GENE	344	X:7085008-7085100	7085008	7085100	7085008	7085100	6F	7033899
GENE	1	Gypsy8-I	344	Jockey-3	-1982	X:7085444-7088603	7085444	7088603	7085444	7088603	6F	7033899
Jockey-3	1	GENE	-1982	TART	836	X:7086621-7086953	7086621	7086953	7086621	7086953	6F	7033899
TART	1	Jockey-3	836	GENE	3905	X:7087789-7087979	7087789	7087979	7087789	7087979	6F	7033899
GENE	1	TART	3905	Gypsy-22	-7518	X:7091884-7100947	7091884	7100947	7091884	7100947	6F	7033899
Gypsy-22	1	GENE	-7518	GENE	7843	X:7093429-7093524	7093429	7093524	7093429	7093524	6F	7033899
GENE	1	Gypsy-22	7843	TART	-1409	X:7101367-7106001	7101367	7106001	7101367	7106001	6F	7033899
TART	1	GENE	-1409	Transib-3	994	X:7104592-7104698	7104592	7104698	7104592	7104698	6F	7033899
Transib-3	1	TART	994	GENE	509	X:7105692-7105728	7105692	7105728	7105692	7105728	6F	7033899
GENE	2	Transib-3	509	GENE	5015	X:7106237-7109318	7106237	7108376	7108407	7109318	6F	7033899
GENE	1	GENE	5015	GENE	4179	X:7114333-7119611	7114333	7119611	7114333	7119611	6F	7033899
GENE	1	GENE	4179	GENE	11911	X:7123790-7124104	7123790	7124104	7123790	7124104	6F	7033899
GENE	1	GENE	11911	GENE	17870	X:7136015-7137266	7136015	7137266	7136015	7137266	6F	7033899
GENE	1	GENE	17870	GENE	3751	X:7155136-7155942	7155136	7155942	7155136	7155942	7A	7150637
GENE	1	GENE	3751	GENE	18720	X:7159693-7159949	7159693	7159949	7159693	7159949	7A	7150637
GENE	1	GENE	18720	GENE	5304	X:7178669-7179793	7178669	7179793	7178669	7179793	7A	7150637
GENE	1	GENE	5304	GENE	3500	X:7185097-7185512	7185097	7185512	7185097	7185512	7A	7150637
GENE	3	GENE	3500	GENE	2506	X:7189012-7192371	7189012	7189641	7191574	7192371	7A	7150637
GENE	2	GENE	2506	Helitron-1	-116	X:7194877-7199670	7194877	7195307	7196208	7199670	7A	7150637
Helitron-1	1	GENE	-116	GENE	2525	X:7199554-7199655	7199554	7199655	7199554	7199655	7A	7150637
GENE	2	Helitron-1	2525	1.688	15606	X:7202180-7203331	7202180	7202392	7202797	7203331	7A	7150637
1.688	4	GENE	15606	GENE	10384	X:7218937-7220101	7218937	7219019	7219986	7220101	7A	7150637
GENE	1	1.688	10384	DNAREP1	42	X:7230485-7231126	7230485	7231126	7230485	7231126	7A	7150637
DNAREP1	1	GENE	42	TART	61897	X:7231168-7231266	7231168	7231266	7231168	7231266	7A	7150637
TART	1	DNAREP1	61897	GENE	11319	X:7293163-7293228	7293163	7293228	7293163	7293228	7B	7286018
GENE	1	TART	11319	GENE	7042	X:7304547-7305044	7304547	7305044	7304547	7305044	7B	7286018
GENE	1	GENE	7042	Helitron-2	1014	X:7312086-7313087	7312086	7313087	7312086	7313087	7B	7286018
Helitron-2	1	GENE	1014	DNAREP1	55	X:7314101-7314160	7314101	7314160	7314101	7314160	7B	7286018
DNAREP1	1	Helitron-2	55	Helitron-2N	3094	X:7314215-7314330	7314215	7314330	7314215	7314330	7B	7286018
Helitron-2N	1	DNAREP1	3094	GENE	33565	X:7317424-7317491	7317424	7317491	7317424	7317491	7B	7286018
GENE	1	Helitron-2N	33565	TART	20279	X:7351056-7353531	7351056	7353531	7351056	7353531	7B	7286018
TART	1	GENE	20279	GENE	11573	X:7373810-7373904	7373810	7373904	7373810	7373904	7B	7286018
GENE	1	TART	11573	Jockey-3	-45479	X:7385477-7454660	7385477	7454660	7385477	7454660	7B	7286018
Jockey-3	1	GENE	-45479	Jockey-3	12343	X:7409181-7409320	7409181	7409320	7409181	7409320	7B	7286018
Jockey-3	1	Jockey-3	12343	TART	85	X:7421663-7421999	7421663	7421999	7421663	7421999	7B	7286018
TART	2	Jockey-3	85	Gypsy-41	3700	X:7422084-7422778	7422084	7422326	7422517	7422778	7B	7286018
Gypsy-41	1	TART	3700	TART	847	X:7426478-7426539	7426478	7426539	7426478	7426539	7B	7286018
TART	1	Gypsy-41	847	Gypsy8-I	1	X:7427386-7427475	7427386	7427475	7427386	7427475	7B	7286018
Gypsy8-I	1	TART	1	TART	10762	X:7427476-7427489	7427476	7427489	7427476	7427489	7B	7286018
TART	1	Gypsy8-I	10762	Jockey-6	81	X:7438251-7438328	7438251	7438328	7438251	7438328	7B	7286018
Jockey-6	1	TART	81	TART	2580	X:7438409-7438553	7438409	7438553	7438409	7438553	7B	7286018
TART	1	Jockey-6	2580	Jockey-3	6920	X:7441133-7441233	7441133	7441233	7441133	7441233	7B	7286018
Jockey-3	1	TART	6920	Jockey-3	1751	X:7448153-7448423	7448153	7448423	7448153	7448423	7B	7286018
Jockey-3	1	Jockey-3	1751	BARI1 1626 1702	2928	X:7450174-7450351	7450174	7450351	7450174	7450351	7B	7286018
BARI1 1626 1702	1	Jockey-3	2928	BARI1 41 88	-5	X:7453279-7453359	7453279	7453359	7453279	7453359	7B	7286018
BARI1 41 88	1	BARI1 1626 1702	-5	GENE	3695	X:7453354-7453400	7453354	7453400	7453354	7453400	7B	7286018
GENE	1	BARI1 41 88	3695	Jockey-3	-3673	X:7457095-7464568	7457095	7464568	7457095	7464568	7B	7286018
Jockey-3	1	GENE	-3673	Jockey-3	3168	X:7460895-7461138	7460895	7461138	7460895	7461138	7B	7286018
Jockey-3	1	Jockey-3	3168	BARI1 1626 1690	16162	X:7464306-7464507	7464306	7464507	7464306	7464507	7B	7286018
BARI1 1626 1690	1	Jockey-3	16162	BARI1 37 88	-5	X:7480669-7480735	7480669	7480735	7480669	7480735	7B	7286018
BARI1 37 88	1	BARI1 1626 1690	-5	GENE	6005	X:7480730-7480780	7480730	7480780	7480730	7480780	7B	7286018
GENE	1	BARI1 37 88	6005	R1	161	X:7486785-7491902	7486785	7491902	7486785	7491902	7B	7286018
R1	1	GENE	161	Jockey-3	1	X:7492063-7492086	7492063	7492086	7492063	7492086	7B	7286018
Jockey-3	1	R1	1	R1	69	X:7492087-7492130	7492087	7492130	7492087	7492130	7B	7286018
R1	1	Jockey-3	69	Gypsy15-I	181	X:7492199-7492213	7492199	7492213	7492199	7492213	7B	7286018
Gypsy15-I	1	R1	181	GENE	3657	X:7492394-7492428	7492394	7492428	7492394	7492428	7B	7286018
GENE	3	Gypsy15-I	3657	Jockey-6	-1610	X:7496085-7505705	7496085	7499881	7502728	7505705	7B	7286018
Jockey-6	1	GENE	-1610	GENE	1555	X:7504095-7504207	7504095	7504207	7504095	7504207	7B	7286018
GENE	3	Jockey-6	1555	1.688	13078	X:7505762-7514013	7505762	7508661	7511105	7514013	7B	7286018
1.688	4	GENE	13078	HeT-A3	1638	X:7527091-7528122	7527091	7527250	7527968	7528122	7B	7286018
HeT-A3	1	1.688	1638	Helitron-2	197	X:7529760-7529817	7529760	7529817	7529760	7529817	7B	7286018
Helitron-2	1	HeT-A3	197	GENE	9055	X:7530014-7530074	7530014	7530074	7530014	7530074	7B	7286018
GENE	1	Helitron-2	9055	GENE	1985	X:7539129-7540973	7539129	7540973	7539129	7540973	7B	7286018
GENE	1	GENE	1985	GENE	9013	X:7542958-7543290	7542958	7543290	7542958	7543290	7B	7286018
GENE	1	GENE	9013	BEL-21	1447	X:7552303-7553480	7552303	7553480	7552303	7553480	7B	7286018
BEL-21	1	GENE	1447	Helitron-N1	2451	X:7554927-7555002	7554927	7555002	7554927	7555002	7B	7286018
Helitron-N1	1	BEL-21	2451	1.688	4964	X:7557453-7557502	7557453	7557502	7557453	7557502	7B	7286018
1.688	3	Helitron-N1	4964	Homo10 1251 1360	11421	X:7562466-7563095	7562466	7562560	7562920	7563095	7B	7286018
Homo10 1251 1360	1	1.688	11421	MAX	360	X:7574516-7574633	7574516	7574633	7574516	7574633	7B	7286018
MAX	1	Homo10 1251 1360	360	1.688	11086	X:7574993-7575050	7574993	7575050	7574993	7575050	7B	7286018
1.688	128	MAX	11086	RSP-LIKE	87	X:7586136-7603209	7586136	7586246	7603075	7603209	7B	7286018
RSP-LIKE	1	1.688	87	GENE	4547	X:7603296-7603369	7603296	7603369	7603296	7603369	7B	7286018
GENE	1	RSP-LIKE	4547	BARI1 37 88	-6048	X:7607916-7624172	7607916	7624172	7607916	7624172	7B	7286018
BARI1 37 88	1	GENE	-6048	BARI1 38 95	1	X:7618124-7618174	7618124	7618174	7618124	7618174	7B	7286018
BARI1 38 95	1	BARI1 37 88	1	1.688	7317	X:7618175-7618231	7618175	7618231	7618175	7618231	7B	7286018
1.688	3	BARI1 38 95	7317	GENE	6561	X:7625548-7626218	7625548	7625725	7626096	7626218	7B	7286018
GENE	1	1.688	6561	GENE	3907	X:7632779-7634535	7632779	7634535	7632779	7634535	7B	7286018
GENE	1	GENE	3907	GENE	7139	X:7638442-7639053	7638442	7639053	7638442	7639053	7B	7286018
GENE	2	GENE	7139	GENE	1150	X:7646192-7654392	7646192	7648209	7648422	7654392	7B	7286018
GENE	5	GENE	1150	1.688	-1732	X:7655542-7668106	7655542	7658015	7665808	7668106	7B	7286018
1.688	1	GENE	-1732	DNAREP1	1659	X:7666374-7666495	7666374	7666495	7666374	7666495	7B	7286018
DNAREP1	1	1.688	1659	GENE	55	X:7668154-7668285	7668154	7668285	7668154	7668285	7B	7286018
GENE	2	DNAREP1	55	GENE	1527	X:7668340-7672860	7668340	7669990	7670265	7672860	7B	7286018
GENE	3	GENE	1527	S2	1049	X:7674387-7677882	7674387	7674557	7675291	7677882	7B	7286018
S2	1	GENE	1049	GENE	76	X:7678931-7678981	7678931	7678981	7678931	7678981	7B	7286018
GENE	3	S2	76	Helitron-N2	-3153	X:7679057-7687673	7679057	7680734	7683131	7687673	7B	7286018
Helitron-N2	1	GENE	-3153	GENE	3760	X:7684520-7684561	7684520	7684561	7684520	7684561	7B	7286018
GENE	4	Helitron-N2	3760	GENE	2230	X:7688321-7701592	7688321	7691333	7700028	7701592	7B	7286018
GENE	6	GENE	2230	GENE	7040	X:7703822-7726504	7703822	7711029	7721069	7726504	7B	7286018
GENE	4	GENE	7040	1.688	3129	X:7733544-7765558	7733544	7735247	7743450	7765558	7B	7286018
1.688	2	GENE	3129	GENE	5400	X:7768687-7769239	7768687	7769027	7769059	7769239	7B	7286018
GENE	1	1.688	5400	Helitron-2N	-28781	X:7774639-7807549	7774639	7807549	7774639	7807549	7B	7286018
Helitron-2N	1	GENE	-28781	1.688	896	X:7778768-7778862	7778768	7778862	7778768	7778862	7B	7286018
1.688	3	Helitron-2N	896	TART	7172	X:7779758-7780465	7779758	7779911	7780285	7780465	7B	7286018
TART	1	1.688	7172	BEL-1	1497	X:7787637-7787720	7787637	7787720	7787637	7787720	7B	7286018
BEL-1	1	TART	1497	BEL-10	444	X:7789217-7789271	7789217	7789271	7789217	7789271	7B	7286018
BEL-10	1	BEL-1	444	1.688	10744	X:7789715-7789817	7789715	7789817	7789715	7789817	7B	7286018
1.688	7	BEL-10	10744	Galileo	5932	X:7800561-7802535	7800561	7800857	7802438	7802535	7B	7286018
Galileo	1	1.688	5932	GENE	3395	X:7808467-7808501	7808467	7808501	7808467	7808501	7C	7801643
GENE	2	Galileo	3395	Jockey-3	-19756	X:7811896-7837271	7811896	7813579	7813903	7837271	7C	7801643
Jockey-3	1	GENE	-19756	Gypsy-23	864	X:7817515-7817690	7817515	7817690	7817515	7817690	7C	7801643
Gypsy-23	1	Jockey-3	864	GENE	18632	X:7818554-7818848	7818554	7818848	7818554	7818848	7C	7801643
GENE	2	Gypsy-23	18632	Gypsy8-I	-4332	X:7837480-7851183	7837480	7845987	7845995	7851183	7C	7801643
Gypsy8-I	1	GENE	-4332	GENE	4716	X:7846851-7846886	7846851	7846886	7846851	7846886	7C	7801643
GENE	2	Gypsy8-I	4716	GENE	2269	X:7851602-7857293	7851602	7853956	7854163	7857293	7C	7801643
GENE	1	GENE	2269	GENE	4117	X:7859562-7860697	7859562	7860697	7859562	7860697	7C	7801643
GENE	1	GENE	4117	GENE	4435	X:7864814-7865365	7864814	7865365	7864814	7865365	7C	7801643
GENE	2	GENE	4435	Homo6 733 879	-7546	X:7869800-7893365	7869800	7876858	7877719	7893365	7C	7801643
Homo6 733 879	1	GENE	-7546	BARI1 41 95	5250	X:7885819-7885963	7885819	7885963	7885819	7885963	7C	7801643
BARI1 41 95	1	Homo6 733 879	5250	BARI1 38 88	1	X:7891213-7891266	7891213	7891266	7891213	7891266	7C	7801643
BARI1 38 88	1	BARI1 41 95	1	GENE	2932	X:7891267-7891316	7891267	7891316	7891267	7891316	7C	7801643
GENE	3	BARI1 38 88	2932	1.688	290	X:7894248-7906280	7894248	7896357	7898508	7906280	7C	7801643
