repeat	count	RPM
1.688.13C.X_15312104_15312457	0.00	0.00
1.688.13C.X_15308927_15309275	0.50	0.07
1.688.13C.X_15313871_15314220	0.00	0.00
1.688.13C.X_15319153_15319487	0.00	0.00
1.688.13C.X_15319498_15319846	0.00	0.00
1.688.13C.X_15317403_15317759	0.00	0.00
1.688.13C.X_15314934_15315283	0.00	0.00
1.688.13C.X_15309281_15309634	0.00	0.00
1.688.13C.X_15315284_15315635	0.50	0.07
1.688.13C.X_15315636_15315983	0.50	0.07
1.688.13C.X_15311749_15312103	0.00	0.00
1.688.13C.X_15315984_15316339	0.00	0.00
1.688.13C.X_15317050_15317402	0.00	0.00
1.688.13C.X_15318458_15318802	0.00	0.00
1.688.13C.X_15318107_15318452	0.00	0.00
1.688.13C.X_15318808_15319147	0.00	0.00
1.688.13C.X_15312812_15313164	0.00	0.00
1.688.13C.X_15316695_15317049	0.00	0.00
1.688.13C.X_15317760_15318106	0.00	0.00
1.688.13C.X_15308574_15308926	0.50	0.07
1.688.13C.X_15309635_15309981	0.00	0.00
1.688.13C.X_15313519_15313870	0.00	0.00
1.688.13C.X_15311042_15311392	0.00	0.00
1.688.13C.X_15316340_15316694	0.00	0.00
1.688.13C.X_15319852_15320205	0.00	0.00
1.688.13C.X_15305727_15306079	7.00	0.96
1.688.13C.X_15321640_15322001	1.52	0.21
1.688.13C.X_15320206_15320567	5.75	0.79
1.688.13C.X_15307510_15307864	34.54	4.73
1.688.13C.X_15303939_15304293	6.23	0.85
1.688.13C.X_15294969_15295329	9.78	1.34
1.688.13C.X_15305371_15305726	0.79	0.11
1.688.13C.X_15304653_15305014	67.42	9.23
1.688.13C.X_15303581_15303933	10.53	1.44
1.688.13C.X_15306442_15306795	0.00	0.00
1.688.13C.X_15320568_15320921	13.34	1.83
1.688.13C.X_15322721_15323080	67.94	9.30
1.688.13C.X_15302506_15302864	8.91	1.22
1.688.13C.X_15304294_15304652	17.65	2.42
1.688.13C.X_15296402_15296762	22.07	3.02
1.688.13C.X_15296042_15296401	57.78	7.91
1.688.13C.X_15295330_15295690	18.56	2.54
1.688.13C.X_15323081_15323439	11.01	1.51
1.688.13C.X_15323440_15323800	27.30	3.74
1.688.13C.X_15326312_15326671	19.82	2.71
1.688.13C.X_15330998_15331357	15.21	2.08
1.688.13C.X_15301796_15302156	19.38	2.65
1.688.13C.X_15306796_15307151	0.00	0.00
1.688.13C.X_15325951_15326311	39.10	5.35
1.688.13C.X_15325592_15325950	3.70	0.51
1.688.13C.X_15329198_15329558	30.08	4.12
1.688.13C.X_15324519_15324878	7.78	1.07
1.688.13C.X_15327032_15327392	39.17	5.36
1.688.13C.X_15325233_15325591	1.25	0.17
1.688.13C.X_15328115_15328475	40.31	5.52
1.688.13C.X_15328476_15328836	42.18	5.77
1.688.13C.X_15327754_15328114	43.70	5.98
1.688.13C.X_15328837_15329197	37.99	5.20
1.688.13C.X_15332439_15332794	22.48	3.08
1.688.13C.X_15324879_15325232	0.75	0.10
1.688.13C.X_15333872_15334229	11.67	1.60
1.688.13C.X_15333516_15333871	18.72	2.56
1.688.13C.X_15334587_15334946	1.00	0.14
1.688.13C.X_15322002_15322361	12.37	1.69
1.688.13C.X_15298197_15298557	38.84	5.32
1.688.13C.X_15329918_15330278	26.27	3.60
1.688.13C.X_15322362_15322720	6.99	0.96
1.688.13C.X_15330639_15330997	14.17	1.94
1.688.13C.X_15335668_15336029	0.50	0.07
1.688.13C.X_15321280_15321639	1.09	0.15
1.688.13C.X_15308223_15308571	0.55	0.07
1.688.13C.X_15301436_15301790	13.00	1.78
1.688.13C.X_15305015_15305365	10.05	1.38
1.688.13C.X_15334947_15335305	0.00	0.00
1.688.13C.X_15336030_15336389	3.09	0.42
1.688.13C.X_15331718_15332078	4.54	0.62
1.688.13C.X_15333156_15333515	5.74	0.79
1.688.13C.X_15307865_15308222	8.52	1.17
1.688.13C.X_15327393_15327753	37.02	5.07
1.688.13C.X_15307152_15307509	27.39	3.75
1.688.13C.X_15330279_15330638	22.72	3.11
1.688.13C.X_15332079_15332438	19.56	2.68
1.688.13C.X_15331358_15331717	18.07	2.47
1.688.13C.X_15332795_15333155	24.72	3.38
1.688.13C.X_15324160_15324518	5.62	0.77
1.688.13C.X_15326672_15327031	12.04	1.65
1.688.13C.X_15300715_15301075	5.40	0.74
1.688.13C.X_15334230_15334586	0.00	0.00
1.688.13C.X_15335306_15335661	1.00	0.14
1.688.13C.X_15329559_15329917	10.81	1.48
1.688.13C.X_15323801_15324159	10.21	1.40
1.688.13C.X_15298919_15299279	33.27	4.55
1.688.13C.X_15302157_15302505	8.97	1.23
1.688.13C.X_15297845_15298196	38.64	5.29
1.688.13C.X_15300363_15300714	27.43	3.75
1.688.13C.X_15320922_15321279	0.91	0.12
1.688.13C.X_15299280_15299640	13.74	1.88
1.688.13C.X_15296763_15297123	13.01	1.78
1.688.13C.X_15297124_15297484	14.48	1.98
1.688.13C.X_15299641_15300001	15.88	2.17
1.688.13C.X_15295691_15296041	7.20	0.99
1.688.13C.X_15306085_15306441	0.00	0.00
1.688.13C.X_15519737_15520088__reversed_	24.84	3.40
1.688.13C.X_15521895_15522246__reversed_	22.37	3.06
1.688.13C.X_15517210_15517565__reversed_	24.91	3.41
1.688.13C.X_15517572_15517926__reversed_	37.43	5.12
1.688.13C.X_15523329_15523683__reversed_	27.71	3.79
1.688.13C.X_15523690_15524042__reversed_	14.36	1.96
1.688.13C.X_15526288_15526628__reversed_	16.57	2.27
1.688.13C.X_15522969_15523322__reversed_	10.89	1.49
1.688.13C.X_15518295_15518649__reversed_	22.75	3.11
1.688.13C.X_15522603_15522962__reversed_	21.85	2.99
1.688.13C.X_15530471_15530820__reversed_	6.35	0.87
1.688.13C.X_15531177_15531530__reversed_	17.30	2.37
1.688.13C.X_15527355_15527704__reversed_	0.50	0.07
1.688.13C.X_15528415_15528773__reversed_	6.53	0.89
1.688.13C.X_15525199_15525559__reversed_	9.44	1.29
1.688.13C.X_15503446_15503803__reversed_	9.66	1.32
1.688.13C.X_15520807_15521166__reversed_	14.76	2.02
1.688.13C.X_15531531_15531891__reversed_	24.39	3.34
1.688.13C.X_15521529_15521888__reversed_	14.82	2.03
1.688.13C.X_15520446_15520806__reversed_	40.05	5.48
1.688.13C.X_15519371_15519730__reversed_	20.12	2.75
1.688.13C.X_15517927_15518288__reversed_	26.84	3.67
1.688.13C.X_15531892_15532253__reversed_	18.07	2.47
1.688.13C.X_15509580_15509940__reversed_	23.59	3.23
1.688.13C.X_15506693_15507053__reversed_	36.14	4.95
1.688.13C.X_15528067_15528414__reversed_	0.50	0.07
1.688.13C.X_15524844_15525198__reversed_	11.76	1.61
1.688.13C.X_15525927_15526281__reversed_	21.68	2.97
1.688.13C.X_15529137_15529482__reversed_	0.00	0.00
1.688.13C.X_15503092_15503445__reversed_	10.70	1.46
1.688.13C.X_15507060_15507415__reversed_	23.48	3.21
1.688.13C.X_15509947_15510302__reversed_	29.33	4.01
1.688.13C.X_15513955_15514317__reversed_	15.71	2.15
1.688.13C.X_15516126_15516481__reversed_	17.55	2.40
1.688.13C.X_15514680_15515038__reversed_	22.09	3.02
1.688.13C.X_15515764_15516119__reversed_	17.37	2.38
1.688.13C.X_15511022_15511384__reversed_	11.83	1.62
1.688.13C.X_15512494_15512856__reversed_	18.64	2.55
1.688.13C.X_15526994_15527348__reversed_	18.60	2.54
1.688.13C.X_15530113_15530464__reversed_	1.44	0.20
1.688.13C.X_15508863_15509218__reversed_	28.34	3.88
1.688.13C.X_15508141_15508495__reversed_	30.22	4.14
1.688.13C.X_15505977_15506331__reversed_	32.57	4.46
1.688.13C.X_15504172_15504526__reversed_	45.03	6.16
1.688.13C.X_15505255_15505609__reversed_	31.49	4.31
1.688.13C.X_15516842_15517203__reversed_	15.77	2.16
1.688.13C.X_15511385_15511746__reversed_	19.93	2.73
1.688.13C.X_15512857_15513218__reversed_	13.20	1.81
1.688.13C.X_15524487_15524837__reversed_	16.48	2.25
1.688.13C.X_15509225_15509579__reversed_	35.78	4.90
1.688.13C.X_15506338_15506692__reversed_	33.37	4.57
1.688.13C.X_15528774_15529130__reversed_	3.97	0.54
1.688.13C.X_15525560_15525920__reversed_	17.31	2.37
1.688.13C.X_15521173_15521528__reversed_	22.12	3.03
1.688.13C.X_15519015_15519370__reversed_	17.51	2.40
1.688.13C.X_15527711_15528062__reversed_	2.00	0.27
1.688.13C.X_15526635_15526987__reversed_	15.72	2.15
1.688.13C.X_15512137_15512493__reversed_	21.52	2.94
1.688.13C.X_15513609_15513954__reversed_	18.41	2.52
1.688.13C.X_15510665_15511021__reversed_	24.59	3.37
1.688.13C.X_15514318_15514677__reversed_	19.80	2.71
1.688.13C.X_15515039_15515398__reversed_	28.66	3.92
1.688.13C.X_15516482_15516841__reversed_	18.89	2.58
1.688.13C.X_15518650_15519008__reversed_	11.25	1.54
1.688.13C.X_15529766_15530106__reversed_	0.00	0.00
1.688.13C.X_15530827_15531176__reversed_	2.79	0.38
1.688.13C.X_15515401_15515757__reversed_	18.84	2.58
1.688.13C.X_15507778_15508134__reversed_	37.42	5.12
1.688.13C.X_15505616_15505970__reversed_	31.61	4.33
1.688.13C.X_15504893_15505248__reversed_	35.88	4.91
1.688.13C.X_15503810_15504165__reversed_	43.35	5.93
1.688.13C.X_15508502_15508856__reversed_	23.86	3.26
1.688.13C.X_15513267_15513606__reversed_	16.89	2.31
1.688.13C.X_15511795_15512134__reversed_	25.02	3.42
1.688.13C.X_15510303_15510662__reversed_	31.11	4.26
1.688.13C.X_15507416_15507775__reversed_	27.12	3.71
1.688.13C.X_15504527_15504886__reversed_	60.03	8.22
1.688.13C.X_15532254_15532614__reversed_	11.45	1.57
1.688.13C.X_15522253_15522602__reversed_	14.26	1.95
1.688.13C.X_15520095_15520445__reversed_	31.36	4.29
1.688.13C.X_15502726_15503085__reversed_	6.17	0.84
1.688.13C.X_15303224_15303580	11.83	1.62
1.688.13C.X_15300002_15300362	23.21	3.18
1.688.13C.X_15297485_15297844	8.75	1.20
1.688.13C.X_15302865_15303223	14.93	2.04
1.688.13C.X_15298558_15298918	47.08	6.44
1.688.13C.X_15301076_15301430	19.79	2.71
1.688.13C.X_15314226_15314581	0.00	0.00
1.688.13C.X_15314582_15314933	0.00	0.00
1.688.13C.X_15313165_15313513	1.00	0.14
1.688.13C.X_15310341_15310693	0.00	0.00
1.688.13C.X_15309987_15310340	0.00	0.00
1.688.13C.X_15310694_15311041	0.00	0.00
1.688.13C.X_15311393_15311743	0.00	0.00
1.688.9D.X_10281870_10282225	3.00	0.41
1.688.9C.X_10228627_10228985__reversed_	1.67	0.23
1.688.9C.X_10221528_10221887__reversed_	5.20	0.71
1.688.9C.X_10222609_10222968__reversed_	0.00	0.00
1.688.9C.X_10229707_10230066__reversed_	13.13	1.80
1.688.9C.X_10223330_10223690__reversed_	0.73	0.10
1.688.9C.X_10227907_10228266__reversed_	1.85	0.25
1.688.9C.X_10226826_10227186__reversed_	1.79	0.25
1.688.9C.X_10231147_10231506__reversed_	0.00	0.00
1.688.9C.X_10227547_10227906__reversed_	3.05	0.42
1.688.9C.X_10222969_10223329__reversed_	4.00	0.55
1.688.9C.X_10226482_10226825__reversed_	4.25	0.58
1.688.9C.X_10230073_10230426__reversed_	4.84	0.66
1.688.9C.X_10229353_10229706__reversed_	6.25	0.86
1.688.9C.X_10230787_10231146__reversed_	1.88	0.26
1.688.9C.X_10221888_10222248__reversed_	2.41	0.33
1.688.9C.X_10224051_10224414__reversed_	2.14	0.29
1.688.9C.X_10223691_10224050__reversed_	4.12	0.56
1.688.9C.X_10224415_10224774__reversed_	0.80	0.11
1.688.9C.X_10225135_10225494__reversed_	2.06	0.28
1.688.9C.X_10227187_10227546__reversed_	4.00	0.55
1.688.9C.X_10230427_10230786__reversed_	5.25	0.72
1.688.9C.X_10222249_10222608__reversed_	2.59	0.35
1.688.9C.X_10228267_10228626__reversed_	3.69	0.50
1.688.9D.X_10281557_10281869	0.89	0.12
1.688.9C.X_10228986_10229346__reversed_	5.32	0.73
1.688.9C.X_10221168_10221527__reversed_	1.79	0.25
1.688.9C.X_10225761_10226120__reversed_	5.54	0.76
1.688.9C.X_10224775_10225134__reversed_	7.14	0.98
1.688.9C.X_10226121_10226481__reversed_	7.04	0.96
1.688.15B.X_17003206_17003562	1.96	0.27
1.688.15B.X_17005976_17006332	1.42	0.19
1.688.15B.X_17002854_17003205	0.94	0.13
1.688.15B.X_17005623_17005975	0.87	0.12
1.688.15B.X_17003563_17003906	1.05	0.14
1.688.15B.X_17006333_17006680	1.44	0.20
1.688.15B.X_17002546_17002853	1.75	0.24
1.688.15B.X_17005301_17005622	3.72	0.51
1.688.15B.X_17008613_17008931	0.87	0.12
1.688.15B.X_17006882_17007230	1.79	0.25
1.688.14B.X_16352678_16353038	7.51	1.03
1.688.14B.X_16356650_16357010	12.09	1.65
1.688.14B.X_16351955_16352315	9.66	1.32
1.688.14B.X_16355927_16356287	11.03	1.51
1.688.14B.X_16346724_16347081	5.83	0.80
1.688.14B.X_16349067_16349424	9.60	1.31
1.688.14B.X_16353039_16353396	14.41	1.97
1.688.14B.X_16357011_16357370	6.47	0.89
1.688.14B.X_16358455_16358815	17.18	2.35
1.688.14B.X_16359178_16359538	11.55	1.58
1.688.14B.X_16357733_16358093	6.90	0.94
1.688.14B.X_16360261_16360623	8.09	1.11
1.688.14B.X_16361346_16361706	12.31	1.68
1.688.14B.X_16363512_16363872	21.58	2.95
1.688.14B.X_16362068_16362428	8.49	1.16
1.688.14B.X_16367475_16367828	8.21	1.12
1.688.14B.X_16363873_16364233	19.50	2.67
1.688.14B.X_16368551_16368911	11.36	1.55
1.688.14B.X_16366761_16367121	14.10	1.93
1.688.14B.X_16365317_16365677	10.82	1.48
1.688.14B.X_16367122_16367474	17.59	2.41
1.688.14B.X_16370669_16371021	5.53	0.76
1.688.14B.X_16368912_16369264	13.25	1.81
1.688.14B.X_16371022_16371367	2.38	0.33
1.688.14B.X_16369619_16369967	11.80	1.61
1.688.14B.X_16371729_16372076	6.34	0.87
1.688.14B.X_16356288_16356649	2.98	0.41
1.688.14B.X_16347443_16347804	6.16	0.84
1.688.14B.X_16352316_16352677	9.60	1.31
1.688.14B.X_16357371_16357732	9.60	1.31
1.688.14B.X_16358816_16359177	7.18	0.98
1.688.14B.X_16354843_16355203	7.64	1.05
1.688.14B.X_16350148_16350508	13.06	1.79
1.688.14B.X_16350871_16351231	3.56	0.49
1.688.14B.X_16369265_16369618	12.01	1.64
1.688.14B.X_16349786_16350147	8.89	1.22
1.688.14B.X_16354481_16354842	9.47	1.30
1.688.14B.X_16369968_16370319	13.92	1.90
1.688.14B.X_16371368_16371728	11.99	1.64
1.688.14B.X_16370320_16370662	7.35	1.01
1.688.14B.X_16350509_16350870	5.60	0.77
1.688.14B.X_16353758_16354119	5.12	0.70
1.688.14B.X_16355204_16355565	10.90	1.49
1.688.14B.X_16351232_16351593	7.85	1.07
1.688.14B.X_16374599_16374919	3.87	0.53
1.688.14B.X_16354120_16354480	4.56	0.62
1.688.14B.X_16355566_16355926	7.94	1.09
1.688.14B.X_16351594_16351954	11.87	1.62
1.688.14B.X_16364595_16364955	17.78	2.43
1.688.14B.X_16366039_16366399	14.21	1.94
1.688.14B.X_16368190_16368550	18.74	2.56
1.688.14B.X_16347805_16348165	10.95	1.50
1.688.14B.X_16345642_16346002	9.87	1.35
1.688.14B.X_16362790_16363150	14.95	2.05
1.688.14B.X_16361707_16362067	8.71	1.19
1.688.14B.X_16359539_16359899	15.74	2.15
1.688.14B.X_16360624_16360984	20.05	2.74
1.688.14B.X_16362429_16362789	18.13	2.48
1.688.14B.X_16363151_16363511	9.56	1.31
1.688.14B.X_16358094_16358454	6.35	0.87
1.688.14B.X_16347082_16347442	8.03	1.10
1.688.14B.X_16349425_16349785	10.16	1.39
1.688.14B.X_16353397_16353757	4.57	0.63
1.688.14B.X_16345281_16345641	2.65	0.36
1.688.14B.X_16366400_16366760	15.40	2.11
1.688.14B.X_16364956_16365316	16.90	2.31
1.688.14B.X_16372083_16372442	3.81	0.52
1.688.14B.X_16367829_16368189	15.39	2.11
1.688.14B.X_16365678_16366038	16.54	2.26
1.688.14B.X_16364234_16364594	13.09	1.79
1.688.14B.X_16359900_16360260	8.43	1.15
1.688.14B.X_16360985_16361345	13.30	1.82
1.688.12B.X_13522803_13523162	1.09	0.15
1.688.12B.X_13522442_13522800	0.00	0.00
1.688.9F.X_10782132_10782492	6.15	0.84
1.688.9F.X_10700415_10700716	5.81	0.80
1.688.9F.X_10778812_10779165	11.58	1.59
1.688.9F.X_10777008_10777361	9.84	1.35
1.688.9F.X_10775031_10775386	8.35	1.14
1.688.9F.X_10780833_10781152	8.12	1.11
1.688.9F.X_10780050_10780369	5.36	0.73
1.688.9F.X_10775392_10775735	17.50	2.40
1.688.9F.X_10773983_10774326	4.90	0.67
1.688.9F.X_10772935_10773278	17.56	2.40
1.688.9F.X_10779532_10779882	2.47	0.34
1.688.9F.X_10777728_10778083	8.71	1.19
1.688.9F.X_10781771_10782121	5.38	0.74
1.688.9F.X_10773623_10773977	12.36	1.69
1.688.9F.X_10774671_10775025	19.45	2.66
1.688.9F.X_10770078_10770428	8.53	1.17
1.688.9F.X_10778089_10778438	10.15	1.39
1.688.9F.X_10772239_10772557	12.01	1.64
1.688.10B.X_11000108_11000468__reversed_	3.79	0.52
1.688.9F.X_10772572_10772929	14.39	1.97
1.688.9F.X_10775746_10776096	8.51	1.17
1.688.9F.X_10770439_10770789	12.93	1.77
1.688.9F.X_10774337_10774656	16.06	2.20
1.688.9F.X_10778449_10778804	7.51	1.03
1.688.9F.X_10776645_10777000	10.56	1.45
1.688.9F.X_10773289_10773608	5.19	0.71
1.688.9F.X_10781410_10781765	3.89	0.53
1.688.9F.X_10777367_10777722	6.96	0.95
1.688.9F.X_10779171_10779526	6.03	0.82
1.688.9F.X_10771878_10772228	4.05	0.55
1.688.9F.X_10612544_10612881	0.00	0.00
1.688.7F.X_8327949_8328303__reversed_	3.31	0.45
1.688.7F.X_8328310_8328664__reversed_	8.73	1.19
1.688.7F.X_8328671_8329025__reversed_	6.67	0.91
1.688.11F.X_13292415_13292773__reversed_	2.69	0.37
1.688.11F.X_13293134_13293493__reversed_	6.24	0.85
1.688.11F.X_13287777_13288135__reversed_	0.00	0.00
1.688.14A.X_15990786_15991143__reversed_	1.24	0.17
1.688.11F.X_13298142_13298499__reversed_	2.71	0.37
1.688.14A.X_15990426_15990785__reversed_	1.31	0.18
1.688.11F.X_13297426_13297783__reversed_	2.00	0.27
1.688.11F.X_13292774_13293133__reversed_	3.73	0.51
1.688.11F.X_13288839_13289196__reversed_	1.00	0.14
1.688.11F.X_13296711_13297066__reversed_	0.50	0.07
1.688.11F.X_13295993_13296351__reversed_	1.02	0.14
1.688.11F.X_13290982_13291339__reversed_	0.69	0.09
1.688.11F.X_13289907_13290265__reversed_	5.77	0.79
1.688.14A.X_15977315_15977674__reversed_	4.43	0.61
1.688.14A.X_15978393_15978752__reversed_	9.16	1.25
1.688.14A.X_15988995_15989345__reversed_	6.82	0.93
1.688.14A.X_16053795_16054152__reversed_	3.82	0.52
1.688.het.Y_382_19482_19840	4.16	0.57
1.688.het.Y_382_22855_23211	0.73	0.10
1.688.het.Y_382_21785_22144	21.36	2.92
1.688.het.Y_382_24278_24635	2.46	0.34
1.688.11F.X_13289197_13289554__reversed_	0.00	0.00
1.688.11F.X_13276343_13276697__reversed_	3.08	0.42
1.688.11F.X_13278847_13279188__reversed_	8.00	1.09
1.688.11F.X_13280590_13280945__reversed_	6.29	0.86
1.688.het.Y_382_18760_19120	16.18	2.21
1.688.het.Y_382_18399_18759	18.12	2.48
1.688.11F.X_13287417_13287776__reversed_	0.00	0.00
1.688.het.Y_382_26394_26736	1.00	0.14
1.688.11F.X_13315756_13316065__reversed_	0.00	0.00
1.688.het.Y_382_13742_14088	4.57	0.62
1.688.11F.X_13310061_13310409__reversed_	3.50	0.48
1.688.het.Y_382_11588_11937	1.21	0.17
1.688.11F.X_13277294_13277654__reversed_	8.00	1.10
1.688.11F.X_13276698_13277058__reversed_	12.13	1.66
1.688.11F.X_13274547_13274900__reversed_	15.89	2.17
1.688.11F.X_13285169_13285517__reversed_	1.12	0.15
1.688.11F.X_13286721_13287065__reversed_	1.00	0.14
1.688.11F.X_13275261_13275615__reversed_	6.70	0.92
1.688.11F.X_13275982_13276337__reversed_	6.40	0.88
1.688.11F.X_13275621_13275976__reversed_	3.41	0.47
1.688.het.Y_382_25693_26044	4.17	0.57
1.688.11F.X_13284808_13285168__reversed_	11.76	1.61
1.688.het.Y_382_26737_27090	0.00	0.00
1.688.11F.X_13280946_13281306__reversed_	17.41	2.38
1.688.11F.X_13288136_13288493__reversed_	0.40	0.05
1.688.het.Y_382_25352_25692	2.83	0.39
1.688.11F.X_13281668_13282028__reversed_	13.49	1.85
1.688.11F.X_13285518_13285875__reversed_	1.00	0.14
1.688.11F.X_13281307_13281667__reversed_	12.83	1.76
1.688.11F.X_13285876_13286233__reversed_	1.00	0.14
1.688.het.Y_382_27451_27804	0.00	0.00
1.688.11F.X_13274901_13275254__reversed_	5.38	0.74
1.688.11F.X_13283182_13283541__reversed_	29.02	3.97
1.688.11F.X_13284448_13284807__reversed_	14.42	1.97
1.688.11F.X_13283542_13283902__reversed_	20.28	2.78
1.688.het.Y_382_22145_22492	9.83	1.35
1.688.het.Y_382_23212_23569	1.72	0.24
1.688.het.Y_382_24636_24994	4.19	0.57
1.688.11F.X_13282821_13283181__reversed_	11.99	1.64
1.688.het.Y_382_24995_25350	2.03	0.28
1.688.het.Y_382_23570_23917	8.19	1.12
1.688.11F.X_13279780_13280154__reversed_	3.39	0.46
1.688.11F.X_13283903_13284246__reversed_	9.08	1.24
1.688.11F.X_13282029_13282387__reversed_	7.02	0.96
1.688.11F.X_13278486_13278846__reversed_	8.34	1.14
1.688.11F.X_13279425_13279779__reversed_	7.23	0.99
1.688.het.Y_382_21425_21784	6.49	0.89
1.688.het.Y_382_11227_11587	2.36	0.32
1.688.het.Y_382_13381_13741	1.08	0.15
1.688.11F.X_13310410_13310759__reversed_	3.06	0.42
1.688.11F.X_13273474_13273834__reversed_	6.08	0.83
1.688.11F.X_13303523_13303874__reversed_	1.00	0.14
1.688.het.Y_382_1773_2114	0.00	0.00
1.688.het.Y_380_11911_12262	1.00	0.14
1.688.het.Y_380_12943_13277	0.06	0.01
1.688.11F.X_13291699_13292058__reversed_	7.50	1.03
1.688.het.Y_380_17891_18243	0.50	0.07
1.688.het.Y_380_11241_11593	0.00	0.00
1.688.het.Y_380_16475_16829	1.00	0.14
1.688.het.Y_380_9150_9505	1.50	0.21
1.688.het.Y_380_18244_18598	0.03	0.00
1.688.8A.X_8486162_8486515	0.00	0.00
1.688.8A.X_8488994_8489347	2.71	0.37
1.688.het.Y_382_28148_28487	0.00	0.00
1.688.8D.X_8956883_8957242__reversed_	0.00	0.00
1.688.het.Y_380_21399_21748	0.00	0.00
1.688.8A.X_8485099_8485452	1.67	0.23
1.688.het.Y_382_27805_28147	0.00	0.00
1.688.8A.X_8485453_8485805	2.29	0.31
1.688.het.Y_380_21050_21398	0.00	0.00
1.688.8A.X_8484757_8485098	2.00	0.27
1.688.het.Y_380_20346_20697	0.00	0.00
1.688.8A.X_8484403_8484756	7.50	1.03
1.688.het.Y_380_13987_14341	2.09	0.29
1.688.8A.X_8487931_8488276	8.66	1.19
1.688.8D.X_8976927_8977284__reversed_	1.09	0.15
1.688.7D.X_7765807_7766153__reversed_	0.00	0.00
1.688.8D.X_8952342_8952679__reversed_	0.00	0.00
1.688.het.Y_380_22807_23154	0.00	0.00
1.688.het.Y_382_721_1060	2.76	0.38
1.688.8D.X_8958996_8959342__reversed_	2.69	0.37
1.688.8D.X_8982656_8983013__reversed_	13.21	1.81
1.688.8D.X_8975138_8975489__reversed_	0.00	0.00
1.688.8D.X_8976573_8976926__reversed_	4.54	0.62
1.688.8D.X_8973352_8973710__reversed_	6.70	0.92
1.688.8D.X_8966858_8967218__reversed_	8.44	1.15
1.688.7D.X_7762429_7762789__reversed_	20.06	2.74
1.688.8D.X_8969022_8969382__reversed_	6.58	0.90
1.688.8D.X_8970466_8970826__reversed_	16.83	2.30
1.688.8D.X_8967940_8968299__reversed_	56.51	7.73
1.688.14A.X_16006920_16007280__reversed_	11.83	1.62
1.688.14A.X_16004821_16005179__reversed_	4.73	0.65
1.688.7D.X_7733933_7734292__reversed_	23.59	3.23
1.688.8D.X_8968300_8968660__reversed_	22.86	3.13
1.688.8D.X_8969744_8970104__reversed_	16.47	2.25
1.688.8D.X_8972631_8972991__reversed_	10.73	1.47
1.688.8D.X_8980152_8980512__reversed_	7.14	0.98
1.688.8D.X_8972992_8973351__reversed_	9.57	1.31
1.688.8D.X_8968661_8969021__reversed_	8.99	1.23
1.688.8D.X_8970827_8971187__reversed_	15.01	2.05
1.688.8D.X_8983733_8984090__reversed_	15.91	2.18
1.688.het.Y_380_17538_17890	0.50	0.07
1.688.8A.X_8486870_8487227	9.71	1.33
1.688.het.Y_380_13278_13630	2.94	0.40
1.688.7D.X_7750171_7750530__reversed_	13.54	1.85
1.688.7D.X_7761348_7761707__reversed_	14.10	1.93
1.688.7D.X_7763151_7763510__reversed_	8.52	1.17
1.688.7D.X_7759905_7760264__reversed_	7.12	0.98
1.688.7D.X_7762069_7762428__reversed_	11.32	1.55
1.688.8D.X_8954778_8955130__reversed_	0.00	0.00
1.688.8D.X_8963281_8963636__reversed_	0.00	0.00
1.688.8D.X_8980872_8981226__reversed_	0.00	0.00
1.688.8D.X_8948563_8948912__reversed_	0.00	0.00
1.688.8D.X_8988839_8989157__reversed_	18.90	2.59
1.688.8D.X_8987296_8987614__reversed_	25.20	3.45
1.688.7D.X_7764776_7765124__reversed_	12.40	1.70
1.688.8A.X_8495366_8495724	24.67	3.38
1.688.7D.X_7748728_7749087__reversed_	12.97	1.77
1.688.8D.X_8960779_8961138__reversed_	46.98	6.43
1.688.7D.X_7738460_7738820__reversed_	41.00	5.61
1.688.8D.X_8948913_8949263__reversed_	0.00	0.00
1.688.7D.X_7736001_7736361__reversed_	36.79	5.03
1.688.8D.X_8962567_8962924__reversed_	14.29	1.96
1.688.7D.X_7748369_7748727__reversed_	10.69	1.46
1.688.7D.X_7758462_7758821__reversed_	11.23	1.54
1.688.7D.X_7757742_7758102__reversed_	66.13	9.05
1.688.7D.X_7751614_7751974__reversed_	63.94	8.75
1.688.7D.X_7757020_7757380__reversed_	63.31	8.66
1.688.7D.X_7753416_7753776__reversed_	65.72	8.99
1.688.7D.X_7753055_7753415__reversed_	69.13	9.46
1.688.7D.X_7750892_7751252__reversed_	56.23	7.70
1.688.8A.X_8493935_8494293	11.84	1.62
1.688.8A.X_8491450_8491808	20.65	2.83
1.688.7D.X_7765457_7765806__reversed_	0.00	0.00
1.688.8D.X_8977641_8977997__reversed_	0.00	0.00
1.688.8A.X_8500331_8500691	40.96	5.61
1.688.8A.X_8497853_8498212	32.87	4.50
1.688.8A.X_8501752_8502111	12.02	1.64
1.688.8A.X_8491809_8492145	19.56	2.68
1.688.8A.X_8498574_8498911	21.19	2.90
1.688.8A.X_8501053_8501390	21.45	2.94
1.688.8A.X_8497156_8497492	8.39	1.15
1.688.8A.X_8499634_8499970	15.98	2.19
1.688.8A.X_8494646_8495006	13.19	1.81
1.688.8A.X_8496073_8496432	18.22	2.49
1.688.8A.X_8493222_8493579	1.53	0.21
1.688.8A.X_8490730_8491090	23.77	3.25
1.688.7D.X_7754857_7755217__reversed_	68.08	9.32
1.688.7D.X_7755218_7755578__reversed_	95.18	13.03
1.688.7D.X_7755579_7755938__reversed_	82.86	11.34
