repeat	count	RPM
1.688.het.U_67_12299_12650	104.35	3.69
1.688.het.U_67_4896_5246	20.60	0.73
1.688.het.U_67_849_1198	5.42	0.19
1.688.het.U_67_14931_15282	31.21	1.10
1.688.het.U_67_20377_20726	62.29	2.20
1.688.het.U_67_32332_32681	5.82	0.21
1.688.het.U_67_37965_38315	121.86	4.31
1.688.het.U_93_1333_1683	30.65	1.08
1.688.het.U_67_41127_41477	20.49	0.72
1.688.het.U_93_20440_20787	28.54	1.01
1.688.het.U_93_22924_23273	29.19	1.03
1.688.het.U_111_14725_15067__reversed_	8.64	0.31
1.688.het.U_67_27391_27742	41.93	1.48
1.688.het.U_67_18555_18905	99.23	3.51
1.688.het.U_67_21078_21429	86.39	3.05
1.688.het.U_67_26259_26609	29.60	1.05
1.688.het.U_67_25910_26258	47.25	1.67
1.688.het.U_67_8653_9005	191.76	6.77
1.688.het.U_93_10615_10965	21.55	0.76
1.688.het.U_67_5248_5598	25.03	0.88
1.688.het.U_67_7434_7783	100.74	3.56
1.688.het.U_67_220_570	88.74	3.14
1.688.het.U_67_19758_20107	33.73	1.19
1.688.het.U_67_6460_6810	53.90	1.90
1.688.het.U_67_20727_21077	94.17	3.33
1.688.het.U_67_15284_15632	24.94	0.88
1.688.het.U_67_3472_3821	79.77	2.82
1.688.het.U_67_17003_17351	25.21	0.89
1.688.het.U_67_13450_13801	84.97	3.00
1.688.het.U_67_21781_22130	53.04	1.87
1.688.het.U_67_5599_5950	72.16	2.55
1.688.het.U_67_17353_17701	29.27	1.03
1.688.het.U_67_10727_11078	116.74	4.12
1.688.het.U_67_24874_25224	73.47	2.60
1.688.het.U_67_23319_23669	49.23	1.74
1.688.het.U_67_27743_28092	14.59	0.52
1.688.het.U_67_24020_24369	13.16	0.46
1.688.het.U_67_21430_21779	56.10	1.98
1.688.het.U_67_8301_8652	138.34	4.89
1.688.het.U_67_44288_44638	50.48	1.78
1.688.het.U_67_18205_18554	37.52	1.33
1.688.het.U_67_37246_37596	34.96	1.24
1.688.het.U_67_39719_40070	156.16	5.52
1.688.het.U_93_23991_24340	59.82	2.11
1.688.het.U_93_16866_17218	442.41	15.63
1.688.het.U_67_26610_26976	8.21	0.29
1.688.het.U_67_34083_34433	28.08	0.99
1.688.het.U_67_36543_36893	14.70	0.52
1.688.het.U_67_33733_34082	15.98	0.56
1.688.het.U_86_20276_20635	39.78	1.41
1.688.het.U_86_12556_12911	41.31	1.46
1.688.het.U_86_11527_11879	16.80	0.59
1.688.het.U_86_9034_9392	34.75	1.23
1.688.het.U_86_2286_2642	25.24	0.89
1.688.het.U_86_19229_19587	36.42	1.29
1.688.het.U_86_11166_11526	49.04	1.73
1.688.het.U_86_16084_16439	21.65	0.76
1.688.het.U_86_10455_10808	12.96	0.46
1.688.het.U_86_15370_15727	11.72	0.41
1.688.het.U_86_5484_5844	60.81	2.15
1.688.het.U_86_25778_26137	140.20	4.95
1.688.het.U_86_6188_6547	31.87	1.13
1.688.het.U_86_7971_8330	45.81	1.62
1.688.het.U_86_184_532	0.61	0.02
1.688.het.U_86_4426_4785	53.71	1.90
1.688.het.U_86_6909_7269	43.35	1.53
1.688.het.U_86_1228_1586	16.18	0.57
1.688.het.U_86_13609_13968	29.84	1.05
1.688.het.U_67_35490_35838	11.71	0.41
1.688.het.U_109_26951_27307__reversed_	14.51	0.51
1.688.het.U_93_4911_5268	14.48	0.51
1.688.het.U_66_2262_2618	5.33	0.19
1.688.het.U_66_10831_11187	8.27	0.29
1.688.het.U_108_72396_72751	20.98	0.74
1.688.het.U_108_70247_70603	17.45	0.62
1.688.het.U_108_80961_81317	12.81	0.45
1.688.het.U_93_28236_28589	6.05	0.21
1.688.het.U_66_11902_12258	8.77	0.31
1.688.het.U_108_74903_75260	14.61	0.52
1.688.het.U_93_27533_27889	11.03	0.39
1.688.het.U_66_12615_12970	5.40	0.19
1.688.het.U_67_28093_28447	15.52	0.55
1.688.het.U_93_5985_6341	8.62	0.30
1.688.het.U_93_26822_27175	4.93	0.17
1.688.het.U_93_3116_3474	13.13	0.46
1.688.het.U_93_7756_8112	8.30	0.29
1.688.het.U_93_4194_4551	9.95	0.35
1.688.het.U_67_37597_37964	239.90	8.47
1.688.het.U_109_23420_23775__reversed_	4.05	0.14
1.688.het.U_66_28437_28795	221.38	7.82
1.688.het.U_66_27585_27945	185.20	6.54
1.688.het.U_67_26977_27309	13.62	0.48
1.688.het.U_93_11324_11677	9.08	0.32
1.688.het.U_142_40394_40729__reversed_	210.06	7.42
1.688.het.U_109_14969_15324__reversed_	20.85	0.74
1.688.het.U_67_23670_24019	13.21	0.47
1.688.het.U_108_88462_88810	25.93	0.92
1.688.het.U_109_17805_18155__reversed_	0.26	0.01
1.688.het.U_47_8677_9033__reversed_	0.37	0.01
1.688.het.U_111_16529_16871__reversed_	0.00	0.00
1.688.het.U_47_8331_8676__reversed_	0.70	0.02
1.688.het.U_109_5368_5716__reversed_	0.72	0.03
1.688.het.U_109_19906_20249__reversed_	0.35	0.01
1.688.het.U_111_12307_12658__reversed_	0.00	0.00
1.688.het.U_86_5123_5483	32.53	1.15
1.688.het.U_86_867_1227	8.66	0.31
1.688.het.U_86_7608_7970	25.45	0.90
1.688.het.U_86_13250_13608	14.78	0.52
1.688.het.U_93_20788_21146	106.80	3.77
1.688.het.U_67_19258_19614	102.44	3.62
1.688.het.U_67_13802_14161	96.55	3.41
1.688.het.U_67_9867_10226	74.83	2.64
1.688.het.U_93_10966_11323	25.53	0.90
1.688.het.U_67_22131_22487	66.99	2.37
1.688.het.U_67_11079_11438	287.04	10.14
1.688.het.U_67_1901_2258	171.08	6.04
1.688.het.U_67_15985_16344	142.08	5.02
1.688.het.U_109_4308_4668__reversed_	4.42	0.16
1.688.het.U_111_11377_11737__reversed_	0.32	0.01
1.688.het.U_111_8934_9280__reversed_	30.60	1.08
1.688.het.U_111_6482_6843__reversed_	86.30	3.05
1.688.het.U_47_7645_7976__reversed_	1.00	0.04
1.688.het.U_92_29806_30161	1.26	0.04
1.688.het.U_109_49094_49448__reversed_	117.19	4.14
1.688.het.U_109_11772_12129__reversed_	21.07	0.74
1.688.het.U_47_11153_11509__reversed_	5.30	0.19
1.688.het.U_110_38088_38443__reversed_	24.81	0.88
1.688.het.U_110_1170_1530__reversed_	14.81	0.52
1.688.het.U_47_1295_1648__reversed_	15.55	0.55
1.688.het.U_111_10336_10681__reversed_	2.49	0.09
1.688.het.U_86_9754_10077	38.47	1.36
1.688.het.U_86_14667_14989	53.13	1.88
1.688.het.U_86_25094_25428	42.53	1.50
1.688.het.U_86_16783_17116	73.92	2.61
1.688.het.U_86_17825_18158	26.32	0.93
1.688.het.U_86_20636_20969	18.24	0.64
1.688.het.U_86_12218_12549	120.42	4.25
1.688.het.U_86_533_858	1.95	0.07
1.688.het.U_86_4786_5116	28.11	0.99
1.688.het.U_86_7270_7601	53.39	1.89
1.688.het.U_86_12912_13243	58.26	2.06
1.688.het.U_111_13685_14023__reversed_	0.00	0.00
1.688.het.U_111_34857_35166__reversed_	0.26	0.01
1.688.het.U_111_12998_13350__reversed_	1.85	0.07
1.688.het.U_109_19554_19905__reversed_	2.15	0.08
1.688.het.U_109_23776_24125__reversed_	1.00	0.04
1.688.het.U_111_7199_7528__reversed_	96.85	3.42
1.688.het.U_111_14371_14724__reversed_	8.55	0.30
1.688.het.U_93_29981_30328	3.05	0.11
1.688.het.U_111_15068_15382__reversed_	1.00	0.04
1.688.het.U_93_32450_32796	0.87	0.03
1.688.het.U_93_28939_29286	8.88	0.31
1.688.het.U_93_6693_7039	4.56	0.16
1.688.het.U_93_29287_29635	307.49	10.86
1.688.het.U_111_8585_8933__reversed_	0.00	0.00
1.688.het.U_110_2961_3317__reversed_	14.12	0.50
1.688.het.U_111_10682_11023__reversed_	6.98	0.25
1.688.het.U_67_25225_25559	11.69	0.41
1.688.het.U_66_9053_9411	331.41	11.71
1.688.het.U_63_45805_46165__reversed_	58.08	2.05
1.688.het.U_63_32766_33126__reversed_	30.34	1.07
1.688.het.U_63_58807_59166__reversed_	15.90	0.56
1.688.het.U_63_29262_29622__reversed_	57.41	2.03
1.688.het.U_63_52580_52935__reversed_	8.20	0.29
1.688.het.U_63_54249_54604__reversed_	20.55	0.73
1.688.het.U_63_57158_57513__reversed_	16.40	0.58
1.688.het.U_63_49064_49419__reversed_	7.46	0.26
1.688.het.U_63_55901_56260__reversed_	44.52	1.57
1.688.het.U_47_9747_10096__reversed_	9.96	0.35
1.688.het.U_109_24483_24831__reversed_	13.72	0.48
1.688.het.U_66_26607_26956	11.41	0.40
1.688.het.U_66_25189_25543	7.55	0.27
1.688.8A.X_8302047_8302407	60.48	2.14
1.688.het.U_47_32428_32790__reversed_	9.48	0.33
1.688.het.U_80_23910_24271__reversed_	152.21	5.38
1.688.het.U_142_36139_36499__reversed_	60.43	2.13
1.688.het.U_142_36862_37221__reversed_	35.10	1.24
1.688.het.U_80_7329_7688__reversed_	24.44	0.86
1.688.het.U_142_8016_8377__reversed_	95.07	3.36
1.688.het.U_142_14827_15187__reversed_	50.03	1.77
1.688.het.U_142_10114_10473__reversed_	24.35	0.86
1.688.het.U_80_3342_3702__reversed_	31.15	1.10
1.688.het.U_142_13750_14111__reversed_	34.70	1.23
1.688.het.U_142_18885_19246__reversed_	64.11	2.26
1.688.het.U_142_31144_31497__reversed_	456.00	16.11
1.688.het.U_80_20680_21033__reversed_	228.17	8.06
1.688.het.U_80_26416_26769__reversed_	81.89	2.89
1.688.het.U_142_37576_37926__reversed_	17.05	0.60
1.688.het.U_80_24627_24981__reversed_	212.35	7.50
1.688.het.U_110_46612_46970__reversed_	51.55	1.82
1.688.het.U_108_5530_5889	65.63	2.32
1.688.het.U_109_48034_48393__reversed_	26.64	0.94
1.688.het.U_110_24242_24593__reversed_	29.59	1.05
1.688.het.U_108_25040_25395	28.17	1.00
1.688.het.U_47_22901_23256__reversed_	59.37	2.10
1.688.het.U_110_43768_44121__reversed_	49.27	1.74
1.688.het.U_108_27169_27522	35.05	1.24
1.688.het.U_108_38942_39298	21.71	0.77
1.688.het.U_108_40019_40377	116.64	4.12
1.688.het.U_47_18270_18629__reversed_	34.89	1.23
1.688.het.U_110_44830_45189__reversed_	21.85	0.77
1.688.het.U_110_32452_32808__reversed_	5.69	0.20
1.688.het.U_110_28884_29239__reversed_	7.16	0.25
1.688.het.U_109_45924_46277__reversed_	9.55	0.34
1.688.het.U_109_32314_32667__reversed_	14.94	0.53
1.688.het.U_47_26826_27156__reversed_	13.44	0.47
1.688.het.U_110_47327_47680__reversed_	36.85	1.30
1.688.het.U_109_31240_31591__reversed_	14.47	0.51
1.688.het.U_109_29089_29442__reversed_	14.00	0.49
1.688.het.U_110_41985_42338__reversed_	8.12	0.29
1.688.het.U_110_1886_2245__reversed_	27.50	0.97
1.688.het.U_66_25895_26252	11.86	0.42
1.688.het.U_66_23934_24291	9.45	0.33
1.688.het.U_47_592_945__reversed_	17.73	0.63
1.688.het.U_110_40591_40938__reversed_	36.79	1.30
1.688.het.U_111_77_433__reversed_	52.89	1.87
1.688.het.U_110_1531_1885__reversed_	55.24	1.95
1.688.het.U_110_36312_36667__reversed_	10.58	0.37
1.688.het.U_47_27431_27786__reversed_	6.06	0.21
1.688.het.U_110_53390_53744__reversed_	6.94	0.25
1.688.het.U_110_36668_37023__reversed_	7.55	0.27
1.688.het.U_110_31388_31743__reversed_	6.58	0.23
1.688.het.U_110_51968_52322__reversed_	10.75	0.38
1.688.het.U_110_50535_50891__reversed_	14.35	0.51
1.688.het.U_110_48037_48391__reversed_	47.35	1.67
1.688.het.U_110_113_465__reversed_	20.56	0.73
1.688.het.U_109_28015_28367__reversed_	11.23	0.40
1.688.het.U_110_37378_37733__reversed_	14.85	0.52
1.688.het.U_109_45570_45923__reversed_	10.31	0.36
1.688.het.U_110_31744_32097__reversed_	15.89	0.56
1.688.het.U_109_1869_2222__reversed_	136.47	4.82
1.688.het.U_109_2573_2928__reversed_	13.10	0.46
1.688.het.U_110_47681_48036__reversed_	19.20	0.68
1.688.het.U_108_32852_33208	29.71	1.05
1.688.het.U_47_32791_33148__reversed_	12.70	0.45
1.688.het.U_108_34635_34991	13.57	0.48
1.688.het.U_47_13644_13998__reversed_	12.53	0.44
1.688.het.U_47_19705_20059__reversed_	26.61	0.94
1.688.het.U_47_21125_21478__reversed_	13.69	0.48
1.688.het.U_108_31431_31784	34.24	1.21
1.688.het.U_47_27787_28142__reversed_	10.18	0.36
1.688.het.U_47_20414_20769__reversed_	16.30	0.58
1.688.het.U_108_28939_29294	37.09	1.31
1.688.het.U_142_38636_38987__reversed_	4.82	0.17
1.688.het.U_110_42701_43057__reversed_	11.43	0.40
1.688.het.U_108_25396_25748	19.53	0.69
1.688.het.U_110_45546_45900__reversed_	8.43	0.30
1.688.het.U_111_1140_1492__reversed_	9.87	0.35
1.688.het.U_110_49105_49463__reversed_	21.60	0.76
1.688.het.U_111_4700_5058__reversed_	31.42	1.11
1.688.het.U_111_2921_3276__reversed_	12.05	0.43
1.688.het.U_108_33562_33917	26.11	0.92
1.688.het.U_47_16142_16495__reversed_	11.38	0.40
1.688.het.U_47_22544_22900__reversed_	11.63	0.41
1.688.het.U_111_37283_37626__reversed_	50.02	1.77
1.688.het.U_80_11148_11502__reversed_	27.13	0.96
1.688.het.U_108_15470_15824	33.12	1.17
1.688.het.U_47_25753_26110__reversed_	159.60	5.64
1.688.het.U_108_201_558	41.26	1.46
1.688.het.U_47_25045_25398__reversed_	15.07	0.53
1.688.het.U_108_23624_23977	62.97	2.22
1.688.het.U_108_18660_19014	55.06	1.95
1.688.het.U_110_29240_29594__reversed_	5.33	0.19
1.688.het.U_47_29604_29961__reversed_	19.36	0.68
1.688.het.U_108_15825_16179	36.63	1.29
1.688.het.U_109_46968_47323__reversed_	49.89	1.76
1.688.het.U_110_26748_27103__reversed_	29.62	1.05
1.688.het.U_110_24949_25309__reversed_	30.73	1.09
1.688.het.U_47_12931_13290__reversed_	22.31	0.79
1.688.het.U_47_17558_17916__reversed_	6.79	0.24
1.688.het.U_142_4456_4816__reversed_	84.45	2.98
1.688.het.U_142_6243_6603__reversed_	132.30	4.67
1.688.het.U_108_10855_11207	42.54	1.50
1.688.het.U_142_11002_11320__reversed_	6.78	0.24
1.688.het.U_80_9473_9791__reversed_	19.15	0.68
1.688.het.U_80_3877_4196__reversed_	38.13	1.35
1.688.het.U_80_2675_2991__reversed_	1.50	0.05
1.688.het.U_142_15897_16216__reversed_	43.40	1.53
1.688.het.U_142_17824_18174__reversed_	49.55	1.75
1.688.het.U_80_7689_8049__reversed_	22.94	0.81
1.688.het.U_80_6619_6976__reversed_	1.92	0.07
1.688.het.U_142_13033_13394__reversed_	96.20	3.40
1.688.het.U_80_5907_6266__reversed_	11.45	0.40
1.688.het.U_142_9406_9759__reversed_	24.83	0.88
1.688.het.U_142_18175_18529__reversed_	49.32	1.74
1.688.het.U_80_9792_10146__reversed_	27.21	0.96
1.688.het.U_80_2992_3341__reversed_	17.49	0.62
1.688.het.U_142_14112_14471__reversed_	39.96	1.41
1.688.het.U_142_19947_20265__reversed_	49.43	1.75
1.688.het.U_108_14754_15114	131.52	4.65
1.688.het.U_47_26465_26825__reversed_	42.44	1.50
1.688.het.U_111_36560_36920__reversed_	21.45	0.76
1.688.het.U_109_51565_51912__reversed_	5.81	0.21
1.688.het.U_110_16754_17105__reversed_	61.83	2.18
1.688.het.U_110_3318_3673__reversed_	16.64	0.59
1.688.het.U_108_23271_23623	35.91	1.27
1.688.het.U_109_42066_42419__reversed_	10.87	0.38
1.688.het.U_109_49449_49797__reversed_	104.67	3.70
1.688.het.U_109_2223_2572__reversed_	164.68	5.82
1.688.het.U_111_37627_37983__reversed_	70.91	2.50
1.688.het.U_109_37913_38268__reversed_	38.97	1.38
1.688.het.U_111_35883_36204__reversed_	17.11	0.60
1.688.het.U_47_31355_31712__reversed_	9.24	0.33
1.688.het.U_108_28231_28584	101.28	3.58
1.688.het.U_111_36205_36559__reversed_	19.39	0.68
1.688.het.U_110_51252_51606__reversed_	3.91	0.14
1.688.het.U_142_41088_41468__reversed_	336.54	11.89
1.688.het.U_67_44639_44995	342.77	12.11
1.688.het.U_109_5010_5367__reversed_	7.19	0.25
1.688.het.U_142_41824_42181__reversed_	36.43	1.29
1.688.het.U_142_41469_41823__reversed_	45.20	1.60
1.688.het.U_111_15513_15829__reversed_	0.49	0.02
1.688.het.U_109_37559_37912__reversed_	5.60	0.20
1.688.het.U_111_38339_38696__reversed_	13.16	0.46
1.688.het.U_109_12487_12842__reversed_	3.74	0.13
1.688.het.U_109_46616_46967__reversed_	12.89	0.46
1.688.het.U_109_45222_45569__reversed_	1.64	0.06
1.688.het.U_66_24833_25188	14.29	0.50
1.688.het.U_66_21007_21364	29.66	1.05
1.688.het.U_109_13195_13546__reversed_	21.34	0.75
1.688.het.U_66_10479_10830	5.01	0.18
1.688.het.U_66_23041_23397	6.78	0.24
1.688.het.U_66_22330_22685	5.71	0.20
1.688.het.U_66_473_826	10.32	0.36
1.688.het.U_109_44156_44515__reversed_	18.80	0.66
1.688.het.U_93_26469_26821	5.25	0.19
1.688.het.U_79_4786_5159__reversed_	69.27	2.45
1.688.het.U_47_20060_20413__reversed_	47.63	1.68
1.688.het.U_110_34579_34886__reversed_	7.92	0.28
1.688.het.U_66_17004_17361	8.15	0.29
1.688.het.U_47_10452_10802__reversed_	10.13	0.36
1.688.het.U_110_8969_9319__reversed_	20.13	0.71
1.688.het.U_109_29798_30158__reversed_	11.64	0.41
1.688.het.U_110_14637_14978__reversed_	108.07	3.82
1.688.het.U_108_79536_79886	12.06	0.43
1.688.het.U_66_19403_19755	14.73	0.52
1.688.het.U_109_33384_33744__reversed_	198.66	7.02
1.688.het.U_47_28499_28854__reversed_	4.53	0.16
1.688.het.U_66_22686_23040	6.64	0.23
1.688.het.U_66_16289_16645	5.25	0.19
1.688.het.U_109_40630_40988__reversed_	72.44	2.56
1.688.het.U_93_30685_31042	13.23	0.47
1.688.het.U_110_9682_10024__reversed_	5.07	0.18
1.688.het.U_93_21147_21504	84.26	2.98
1.688.het.U_93_613_972	46.07	1.63
1.688.het.U_93_10256_10614	25.20	0.89
1.688.het.U_110_21378_21732__reversed_	33.08	1.17
1.688.het.U_110_34225_34578__reversed_	13.97	0.49
1.688.het.U_47_946_1294__reversed_	39.65	1.40
1.688.het.U_109_48394_48742__reversed_	8.38	0.30
1.688.het.U_110_7570_7910__reversed_	54.17	1.91
1.688.het.U_108_66294_66652	10.86	0.38
1.688.het.U_108_87743_88100	19.49	0.69
1.688.het.U_110_6506_6860__reversed_	20.12	0.71
1.688.het.U_47_25399_25752__reversed_	90.04	3.18
1.688.het.U_109_49798_50147__reversed_	10.08	0.36
1.688.het.U_67_11439_11798	132.18	4.67
1.688.het.U_67_17702_18061	34.18	1.21
1.688.het.U_67_9006_9365	213.94	7.56
1.688.het.U_93_8472_8830	73.82	2.61
1.688.het.U_67_28448_28805	27.35	0.97
1.688.het.U_93_19361_19718	87.81	3.10
1.688.het.U_67_7784_8143	53.54	1.89
1.688.het.U_93_21505_21852	76.99	2.72
1.688.het.U_67_22488_22840	45.45	1.61
1.688.het.U_93_19002_19360	56.80	2.01
1.688.het.U_93_18643_19001	58.91	2.08
1.688.het.U_93_16507_16865	68.72	2.43
1.688.het.U_67_45354_45679	106.21	3.75
1.688.het.U_93_23631_23990	93.43	3.30
1.688.het.U_67_16494_16853	108.31	3.83
1.688.het.U_93_25405_25761	17.01	0.60
1.688.het.U_93_17568_17927	148.42	5.24
1.688.het.U_86_9395_9753	34.80	1.23
1.688.het.U_86_19590_19911	17.48	0.62
1.688.het.U_86_24068_24388	19.90	0.70
1.688.het.U_110_49464_49819__reversed_	27.83	0.98
1.688.het.U_142_40730_41087__reversed_	14.71	0.52
1.688.het.U_93_27176_27532	20.35	0.72
1.688.het.U_109_14258_14612__reversed_	0.88	0.03
1.688.het.U_93_22209_22564	10.60	0.37
1.688.het.U_93_7399_7755	5.27	0.19
1.688.het.U_110_4356_4718__reversed_	22.79	0.80
1.688.het.U_66_16646_17003	4.46	0.16
1.688.het.U_66_3689_4048	12.66	0.45
1.688.het.U_108_35710_36068	31.85	1.13
1.688.het.U_109_11412_11771__reversed_	28.95	1.02
1.688.het.U_66_18066_18424	14.41	0.51
1.688.het.U_108_44339_44695	13.40	0.47
1.688.het.U_66_1903_2261	9.63	0.34
1.688.het.U_66_10122_10478	2.48	0.09
1.688.het.U_108_86671_87027	13.18	0.47
1.688.het.U_108_74187_74544	14.37	0.51
1.688.het.U_66_19756_20112	10.69	0.38
1.688.het.U_67_40770_41126	18.61	0.66
1.688.het.U_110_14979_15328__reversed_	204.13	7.21
1.688.het.U_110_45190_45545__reversed_	21.23	0.75
1.688.het.U_108_31785_32137	6.98	0.25
1.688.het.U_108_30009_30362	15.21	0.54
1.688.het.U_109_40276_40629__reversed_	43.66	1.54
1.688.het.U_111_3638_3989__reversed_	23.72	0.84
1.688.het.U_110_7911_8259__reversed_	48.63	1.72
1.688.het.U_110_17822_18172__reversed_	39.78	1.41
1.688.het.U_111_6844_7192__reversed_	295.18	10.43
1.688.het.U_47_1649_2002__reversed_	3.43	0.12
1.688.het.U_111_792_1139__reversed_	1.70	0.06
1.688.het.U_109_9990_10341__reversed_	8.92	0.32
1.688.7D.X_7615451_7615804__reversed_	17.98	0.64
1.688.het.U_111_7529_7885__reversed_	21.50	0.76
1.688.het.U_110_10732_11082__reversed_	26.17	0.92
1.688.het.U_110_19248_19599__reversed_	26.62	0.94
1.688.het.U_108_87028_87385	22.98	0.81
1.688.het.U_66_5840_6196	8.64	0.31
1.688.het.U_108_84883_85239	13.96	0.49
1.688.het.U_108_80604_80960	14.29	0.50
1.688.het.U_108_85240_85598	33.53	1.18
1.688.het.U_108_85599_85956	29.96	1.06
1.688.het.U_66_4049_4405	8.15	0.29
1.688.het.U_108_83808_84165	26.06	0.92
1.688.het.U_109_7828_8186__reversed_	17.79	0.63
1.688.het.U_66_11188_11544	30.69	1.08
1.688.het.U_66_1545_1902	12.98	0.46
1.688.het.U_66_5123_5480	2.88	0.10
1.688.het.U_109_8547_8907__reversed_	70.01	2.47
1.688.het.U_47_19344_19704__reversed_	12.18	0.43
1.688.het.U_110_19600_19959__reversed_	16.50	0.58
1.688.het.U_47_21833_22188__reversed_	10.94	0.39
1.688.het.U_109_39553_39914__reversed_	41.37	1.46
1.688.het.U_108_37866_38223	37.10	1.31
1.688.het.U_108_45057_45415	42.90	1.52
1.688.het.U_66_7627_7981	120.37	4.25
1.688.het.U_66_827_1185	163.94	5.79
1.688.het.U_110_26026_26387__reversed_	62.97	2.22
1.688.het.U_110_9320_9681__reversed_	51.02	1.80
1.688.het.U_142_10474_10829__reversed_	45.86	1.62
1.688.het.U_142_17478_17823__reversed_	19.70	0.70
1.688.het.U_142_19437_19783__reversed_	61.27	2.16
1.688.het.U_80_6977_7328__reversed_	39.30	1.39
1.688.het.U_142_9760_10113__reversed_	19.72	0.70
1.688.het.U_80_6267_6618__reversed_	11.09	0.39
1.688.het.U_142_14472_14826__reversed_	42.05	1.49
1.688.het.U_80_8050_8400__reversed_	7.08	0.25
1.688.het.U_142_18530_18884__reversed_	42.47	1.50
1.688.het.U_142_4101_4455__reversed_	166.32	5.88
1.688.het.U_80_26770_27124__reversed_	74.71	2.64
1.688.het.U_142_37222_37575__reversed_	55.22	1.95
1.688.het.U_80_24272_24626__reversed_	177.46	6.27
1.688.het.U_142_31498_31851__reversed_	112.74	3.98
1.688.het.U_80_21034_21388__reversed_	111.23	3.93
1.688.het.U_142_32929_33284__reversed_	61.57	2.17
1.688.het.U_142_34362_34716__reversed_	54.00	1.91
1.688.het.U_142_32213_32567__reversed_	43.78	1.55
1.688.het.U_142_3384_3745__reversed_	100.73	3.56
1.688.het.U_80_21751_22105__reversed_	57.53	2.03
1.688.het.U_142_5172_5525__reversed_	43.17	1.53
1.688.het.U_80_21389_21750__reversed_	70.74	2.50
1.688.het.U_142_31852_32212__reversed_	42.54	1.50
1.688.het.U_111_36921_37282__reversed_	86.84	3.07
1.688.het.U_47_29248_29603__reversed_	10.08	0.36
1.688.het.U_108_4110_4465	58.43	2.06
1.688.het.U_80_5198_5552__reversed_	36.47	1.29
1.688.het.U_142_21918_22272__reversed_	61.46	2.17
1.688.het.U_142_12323_12677__reversed_	158.06	5.58
1.688.het.U_80_25344_25698__reversed_	53.41	1.89
1.688.het.U_80_24982_25343__reversed_	142.29	5.03
1.688.het.U_142_35078_35439__reversed_	100.26	3.54
1.688.het.U_142_33646_34006__reversed_	90.03	3.18
1.688.het.U_80_22830_23191__reversed_	105.59	3.73
1.688.het.U_80_1634_1981__reversed_	1.71	0.06
1.688.het.U_142_7299_7660__reversed_	71.03	2.51
1.688.het.U_108_10146_10499	39.07	1.38
1.688.het.U_110_25666_26025__reversed_	62.60	2.21
1.688.het.U_108_914_1274	107.72	3.81
1.688.het.U_110_29950_30310__reversed_	18.57	0.66
1.688.het.U_47_35255_35608__reversed_	74.02	2.61
1.688.het.U_80_19962_20316__reversed_	22.70	0.80
1.688.het.U_109_46278_46615__reversed_	14.72	0.52
1.688.het.U_47_34547_34899__reversed_	14.53	0.51
1.688.het.U_47_13291_13643__reversed_	7.60	0.27
1.688.het.U_142_6604_6958__reversed_	72.08	2.55
1.688.het.U_142_4818_5171__reversed_	102.26	3.61
1.688.het.U_109_41350_41706__reversed_	22.38	0.79
1.688.het.U_47_23257_23611__reversed_	32.04	1.13
1.688.het.U_108_19015_19368	27.14	0.96
1.688.het.U_47_21479_21832__reversed_	21.48	0.76
1.688.het.U_142_3746_4100__reversed_	69.13	2.44
1.688.het.U_110_2608_2960__reversed_	12.21	0.43
1.688.het.U_108_26464_26816	17.47	0.62
1.688.het.U_47_26111_26464__reversed_	24.16	0.85
1.688.het.U_109_39208_39552__reversed_	12.11	0.43
1.688.het.U_108_26110_26463	62.89	2.22
1.688.het.U_47_33504_33856__reversed_	33.53	1.18
1.688.het.U_110_25310_25665__reversed_	27.43	0.97
1.688.het.U_47_14715_15068__reversed_	22.21	0.78
1.688.het.U_111_35520_35882__reversed_	51.35	1.81
1.688.het.U_109_42420_42774__reversed_	2.33	0.08
1.688.het.U_47_17205_17557__reversed_	14.63	0.52
1.688.het.U_47_18991_19343__reversed_	14.04	0.50
1.688.het.U_47_11866_12214__reversed_	9.36	0.33
1.688.het.U_110_5081_5433__reversed_	8.62	0.30
1.688.het.U_47_30316_30668__reversed_	55.02	1.94
1.688.het.U_109_38269_38621__reversed_	4.55	0.16
1.688.het.U_47_17917_18269__reversed_	25.00	0.88
1.688.het.U_47_32073_32427__reversed_	20.41	0.72
1.688.het.U_47_12575_12930__reversed_	9.76	0.34
1.688.het.U_47_34193_34546__reversed_	14.30	0.51
1.688.het.U_108_19722_20076	70.98	2.51
1.688.het.U_47_10097_10451__reversed_	11.93	0.42
1.688.het.U_47_28143_28498__reversed_	24.76	0.87
1.688.het.U_80_2169_2504__reversed_	26.17	0.92
1.688.het.U_142_15378_15722__reversed_	193.05	6.82
1.688.het.U_80_8953_9298__reversed_	114.29	4.04
1.688.het.U_47_29962_30315__reversed_	8.24	0.29
1.688.het.U_47_34900_35254__reversed_	19.68	0.70
1.688.het.U_66_29513_29860	65.85	2.33
1.688.het.U_79_19534_19892__reversed_	23.17	0.82
1.688.het.U_79_22111_22469__reversed_	31.91	1.13
1.688.het.U_79_21736_22110__reversed_	41.27	1.46
1.688.het.U_79_20986_21360__reversed_	28.95	1.02
1.688.het.U_79_22470_22847__reversed_	21.17	0.75
1.688.het.U_79_20252_20626__reversed_	23.37	0.83
1.688.het.U_79_18425_18799__reversed_	17.69	0.62
