name	start	end	Cyto_band	Cyto_start	species	flanking	age	Repeats	NewCyto	TransCoor
chrX	6598821	6599264	6C	6585391	sech	no	no	3	6E	6582864
chrX	6603812	6604432	6C	6585391	sech	no	no	3	6E	6582864
chrX	6606709	6606971	6C	6585391	sech	no	no	2	6E	6582864
chrX	6609248	6610639	6C	6585391	sech	no	no	5	6E	6582864
chrX	6640906	6659134	6C	6585391	sech	no	no	52	6E	6582864
chrX	6682028	6683046	6C	6585391	sech	no	no	4	6E	6582864
chrX	6742591	6744580	6C	6585391	sech	no	no	5	6E	6582864
chrX	6759736	6760217	6C	6585391	sech	no	no	2	6E	6582864
chrX	6791645	6791966	6D	6779511	sech	no	no	2	6F	6768209
chrX	6833275	6834328	6D	6779511	sech	no	no	4	6F	6768209
chrX	6852192	6852666	6D	6779511	sech	no	no	2	6F	6768209
chrX	6893864	6894464	6E	6863446	sech	no	no	3	7A	6861263
chrX	6947917	6949029	6E	6863446	sech	no	no	4	7A	6861263
chrX	6964451	6964991	6E	6863446	sech	no	no	2	7A	6861263
chrX	7097079	7097161	6F	7033899	sech	no	no	1	7B	6997358
chrX	7145316	7146570	6F	7033899	sech	no	no	4	7B	6997358
chrX	7454628	7455259	7B	7286018	sech	no	no	3	7B	6997358
chrX	7489592	7489693	7B	7286018	sech	no	no	1	7B	6997358
chrX	7513277	7531604	7B	7286018	sech	no	no	138	7C	7502408
chrX	7554521	7554655	7B	7286018	sech	no	no	1	7C	7502408
chrX	7594235	7594356	7B	7286018	sech	no	no	1	7C	7502408
chrX	7696094	7696339	7B	7286018	sech	no	no	1	7C	7502408
chrX	7706725	7707366	7B	7286018	sech	no	no	3	7C	7502408
chrX	7727333	7766153	7B	7286018	sech	no	no	114	7D	7725426
chrX	7870952	7871389	7C	7801643	sech	no	no	2	7D	7725426
chrX	7894182	7894541	7C	7801643	sech	no	no	2	7D	7725426
chrX	8007222	8007761	7D	7947830	sech	no	no	2	7E	8004158
chrX	8017557	8020906	7D	7947830	sech	no	no	8	7E	8004158
chrX	8048755	8049547	7D	7947830	sech	no	no	3	7E	8004158
chrX	8070292	8070999	7D	7947830	sech	no	no	2	7E	8004158
chrX	8091167	8091401	7D	7947830	sech	no	no	1	7E	8004158
chrX	8119698	8120865	7D	7947830	sech	no	no	3	7E	8004158
chrX	8144381	8145036	7D	7947830	sech	no	no	2	7E	8004158
chrX	8192867	8193226	7D	7947830	sech	no	no	1	7E	8004158
chrX	8244772	8246694	7D	7947830	sech	no	no	6	7F	8225302
chrX	8280630	8281041	7E	8246255	sech	no	no	2	7F	8225302
chrX	8327827	8329226	7E	8246255	sech	no	no	5	7F	8225302
chrX	8362407	8362649	7E	8246255	sech	no	no	2	7F	8225302
chrX	8377315	8377676	7E	8246255	sech	no	no	2	7F	8225302
chrX	8411831	8411994	7E	8246255	sech	no	no	1	8A	8406315
chrX	8443738	8444088	7E	8246255	sech	no	no	2	8A	8406315
chrX	8465799	8465885	7F	8465639	sech	no	no	1	8A	8406315
chrX	8476374	8502934	7F	8465639	sech	no	no	77	8A	8406315
chrX	8566935	8567134	7F	8465639	sech	no	no	1	8B	8505643
chrX	8597778	8598021	7F	8465639	sech	no	no	1	8B	8505643
chrX	8610992	8611463	7F	8465639	sech	no	no	2	8B	8505643
chrX	8634750	8635707	7F	8465639	sech	no	no	4	8B	8505643
chrX	8669615	8670168	8A	8649407	sech	no	no	2	8B	8505643
chrX	8672824	8673151	8A	8649407	sech	no	no	1	8B	8505643
chrX	8689065	8689768	8A	8649407	sech	no	no	3	8B	8505643
chrX	8700338	8701135	8A	8649407	sech	no	no	2	8B	8505643
chrX	8715889	8716243	8A	8649407	sech	no	no	1	8B	8505643
chrX	8725048	8725674	8A	8649407	sech	no	no	2	8B	8505643
chrX	8746492	8746681	8A	8649407	sech	no	no	1	8B	8505643
chrX	8788791	8789908	8B	8768351	sech	no	no	3	8C	8761384
chrX	8845838	8846174	8B	8768351	sech	no	no	1	8C	8761384
chrX	8855629	8856081	8B	8768351	sech	no	no	2	8C	8761384
chrX	8867913	8868270	8B	8768351	sech	no	no	1	8C	8761384
chrX	8940797	8941537	8C	8933650	sech	no	no	3	8D	8920486
chrX	8947340	8990413	8C	8933650	sech	no	no	126	8D	8920486
chrX	9020180	9020391	8C	8933650	sech	no	no	1	8D	8920486
chrX	9089181	9089934	8C	8933650	sech	no	no	2	8D	8920486
chrX	9105583	9105778	8C	8933650	sech	no	no	1	8D	8920486
chrX	9168352	9168815	8C	8933650	sech	no	no	2	8D	8920486
chrX	9189293	9189769	8C	8933650	sech	no	no	2	8D	8920486
chrX	9214744	9215102	8D	9194656	sech	no	no	1	8E	9206078
chrX	9251965	9252272	8D	9194656	sech	no	no	1	8E	9206078
chrX	9302459	9303146	8D	9194656	sech	no	no	3	8E	9206078
chrX	9321264	9321611	8D	9194656	sech	no	no	1	8E	9206078
chrX	9323368	9323723	8D	9194656	sech	no	no	1	8E	9206078
chrX	9347334	9347688	8D	9194656	sech	no	no	1	8E	9206078
chrX	9385974	9386194	8D	9194656	sech	no	no	1	8E	9206078
chrX	9411321	9411905	8D	9194656	sech	no	no	2	8F	9403278
chrX	9495723	9497466	8E	9412384	sech	no	no	4	8F	9403278
chrX	9511114	9512202	8E	9412384	sech	no	no	2	8F	9403278
chrX	9556837	9558625	8E	9412384	sech	no	no	3	9A	9519828
chrX	9558839	9559100	8E	9412384	sech	no	no	2	9A	9519828
chrX	9587361	9589174	8E	9412384	sech	no	no	4	9A	9519828
chrX	9619501	9619867	8F	9600461	sech	no	no	1	9A	9519828
chrX	9647546	9647768	8F	9600461	sech	no	no	1	9A	9519828
chrX	9649754	9650186	8F	9600461	sech	no	no	2	9A	9519828
chrX	9659944	9660305	8F	9600461	sech	no	no	1	9A	9519828
chrX	9662162	9662365	8F	9600461	sech	no	no	1	9A	9519828
chrX	9664958	9665185	8F	9600461	sech	no	no	1	9A	9519828
chrX	9688075	9688288	8F	9600461	sech	no	no	1	9A	9519828
chrX	9689930	9690267	8F	9600461	sech	no	no	1	9A	9519828
chrX	9703791	9704106	8F	9600461	sech	no	no	1	9A	9519828
chrX	9724964	9725322	9A	9709557	sech	no	no	1	9A	9519828
chrX	9727444	9727660	9A	9709557	sech	no	no	1	9A	9519828
chrX	9741546	9741863	9A	9709557	sech	no	no	1	9A	9519828
chrX	9744793	9744888	9A	9709557	sech	no	no	1	9A	9519828
chrX	9763770	9764126	9A	9709557	sech	no	no	1	9A	9519828
chrX	9781746	9781946	9A	9709557	sech	no	no	1	9A	9519828
chrX	9784416	9784874	9A	9709557	sech	no	no	2	9A	9519828
chrX	9807008	9807219	9A	9709557	sech	no	no	1	9A	9519828
chrX	9809812	9810018	9A	9709557	sech	no	no	1	9A	9519828
chrX	9811533	9811867	9A	9709557	sech	no	no	1	9A	9519828
chrX	9852048	9852633	9A	9709557	sech	no	no	2	9A	9519828
chrX	9899106	9899453	9A	9709557	sech	no	no	1	9B	9873580
chrX	9921940	9922212	9A	9709557	sech	no	no	1	9B	9873580
chrX	9953766	9954220	9A	9709557	sech	no	no	2	9B	9873580
chrX	9963601	9963960	9A	9709557	sech	no	no	1	9B	9873580
chrX	10036820	10037569	9A	9709557	sech	no	no	2	9B	9873580
chrX	10061541	10061894	9B	10055611	sech	no	no	1	9B	9873580
chrX	10081386	10081870	9B	10055611	sech	no	no	2	9B	9873580
chrX	10091536	10091765	9B	10055611	sech	no	no	1	9B	9873580
chrX	10108857	10109249	9B	10055611	sech	no	no	2	9B	9873580
chrX	10119689	10119856	9B	10055611	sech	no	no	1	9B	9873580
chrX	10121234	10121296	9B	10055611	sech	no	no	1	9B	9873580
chrX	10131380	10131586	9B	10055611	sech	no	no	1	9B	9873580
chrX	10132877	10132972	9B	10055611	sech	no	no	1	9B	9873580
chrX	10179164	10179852	9B	10055611	sech	no	no	3	9B	9873580
chrX	10199336	10199936	9B	10055611	sech	no	no	2	9B	9873580
chrX	10220972	10231906	9B	10055611	sech	no	no	33	9C	10209999
chrX	10281557	10282448	9B	10055611	sech	no	no	3	9D	10276773
chrX	10303638	10303675	9B	10055611	sech	no	no	1	9D	10276773
chrX	10336698	10337112	9B	10055611	sech	no	no	2	9D	10276773
chrX	10357374	10357565	9B	10055611	sech	no	no	1	9D	10276773
chrX	10379359	10379807	9B	10055611	sech	no	no	3	9D	10276773
chrX	10395614	10395901	9B	10055611	sech	no	no	1	9D	10276773
chrX	10411522	10412390	9C	10401342	sech	no	no	3	9D	10276773
chrX	10433812	10434509	9C	10401342	sech	no	no	3	9D	10276773
chrX	10450892	10451245	9C	10401342	sech	no	no	1	9D	10276773
chrX	10459729	10460265	9C	10401342	sech	no	no	2	9E	10454763
chrX	10569604	10569975	9D	10466209	sech	no	no	2	9F	10567391
chrX	10611953	10613759	9D	10466209	sech	no	no	7	9F	10567391
chrX	10643112	10643386	9D	10466209	sech	no	no	1	9F	10567391
chrX	10700139	10700926	9E	10645359	sech	no	no	3	9F	10567391
chrX	10711514	10711803	9E	10645359	sech	no	no	1	9F	10567391
chrX	10730882	10731448	9E	10645359	sech	no	no	2	9F	10567391
chrX	10732362	10733494	9E	10645359	sech	no	no	4	9F	10567391
chrX	10751490	10752168	9E	10645359	sech	no	no	3	9F	10567391
chrX	10769780	10782823	9E	10645359	sech	no	no	40	9F	10567391
chrX	10789894	10789998	9F	10781791	sech	no	no	1	9F	10567391
chrX	10814202	10815040	9F	10781791	sech	no	no	3	10A	10797017
chrX	10818052	10818128	9F	10781791	sech	no	no	1	10A	10797017
chrX	10832264	10832660	9F	10781791	sech	no	no	2	10A	10797017
chrX	10856414	10857201	9F	10781791	sech	no	no	3	10A	10797017
chrX	10888938	10889469	9F	10781791	sech	no	no	2	10A	10797017
chrX	10960483	10961175	9F	10781791	sech	no	no	3	10A	10797017
chrX	10978478	10979208	10A	10976636	sech	no	no	3	10B	10974052
chrX	10999959	11000721	10A	10976636	sech	no	no	3	10B	10974052
chrX	11017630	11018514	10A	10976636	sech	no	no	4	10B	10974052
chrX	11037869	11038386	10A	10976636	sech	no	no	2	10B	10974052
chrX	11073296	11074074	10A	10976636	sech	no	no	3	10B	10974052
chrX	11120256	11120460	10A	10976636	sech	no	no	1	10B	10974052
chrX	11171467	11171939	10A	10976636	sech	no	no	2	10B	10974052
chrX	11230421	11231504	10B	11198804	sech	no	no	3	10B	10974052
chrX	11287494	11287703	10B	11198804	sech	no	no	1	10C	11257299
chrX	11306948	11307508	10B	11198804	sech	no	no	3	10C	11257299
chrX	11377907	11378305	10B	11198804	sech	no	no	2	10D	11342878
chrX	11427857	11428214	10B	11198804	sech	no	no	1	10D	11342878
chrX	11466327	11467025	10B	11198804	sech	no	no	2	10E	11455403
chrX	11488632	11489407	10B	11198804	sech	no	no	2	10E	11455403
chrX	11529054	11529595	10C	11489174	sech	no	no	3	10E	11455403
chrX	11594873	11632421	10C	11489174	sech	no	no	111	10F	11552747
chrX	11658362	11658464	10D	11607196	sech	no	no	1	10F	11552747
chrX	11660153	11660298	10D	11607196	sech	no	no	2	10F	11552747
chrX	11727710	11728207	10D	11607196	sech	no	no	2	10F	11552747
chrX	11785789	11786759	10E	11728874	sech	no	no	3	11A	11743260
chrX	11830605	11831901	10F	11829939	sech	no	no	5	11A	11743260
chrX	11833160	11833815	10F	11829939	sech	no	no	3	11A	11743260
chrX	11870215	11870866	10F	11829939	sech	no	no	4	11A	11743260
chrX	11927058	11927889	10F	11829939	sech	no	no	3	11A	11743260
chrX	12025524	12026565	11A	11982050	sech	no	no	4	11A	11743260
chrX	12059226	12059365	11A	11982050	sech	no	no	1	11A	11743260
chrX	12070843	12107158	11A	11982050	sech	no	no	99	11A	11743260
chrX	12139180	12139723	11A	11982050	sech	no	no	2	11A	11743260
chrX	12140815	12140988	11A	11982050	sech	no	no	2	11A	11743260
chrX	12174849	12175271	11A	11982050	sech	no	no	2	11A	11743260
chrX	12176678	12177009	11A	11982050	sech	no	no	2	11A	11743260
chrX	12179115	12179266	11A	11982050	sech	no	no	1	11A	11743260
chrX	12180674	12181004	11A	11982050	sech	no	no	2	11A	11743260
chrX	12207695	12208053	11A	11982050	sech	no	no	1	11A	11743260
chrX	12261736	12262023	11A	11982050	sech	no	no	1	11A	11743260
chrX	12291654	12292298	11A	11982050	sech	no	no	2	11A	11743260
chrX	12312435	12312945	11A	11982050	sech	no	no	2	11B	12297764
chrX	12447656	12449206	11A	11982050	sech	no	no	4	11B	12297764
chrX	12467244	12467494	11A	11982050	sech	no	no	1	11B	12297764
chrX	12522371	12522719	11A	11982050	sech	no	no	1	11B	12297764
chrX	12560083	12560391	11B	12525917	sech	no	no	1	11C	12546655
chrX	12594880	12595488	11B	12525917	sech	no	no	2	11C	12546655
chrX	12692761	12693657	11B	12525917	sech	no	no	2	11D	12616894
chrX	12722886	12723242	11B	12525917	sech	no	no	2	11D	12616894
chrX	12755430	12757835	11B	12525917	sech	no	no	6	11D	12616894
chrX	12777279	12778837	11C	12772076	sech	no	no	5	11D	12616894
chrX	12817630	12818045	11C	12772076	sech	no	no	2	11D	12616894
chrX	12873186	12873740	11D	12836467	sech	no	no	2	11D	12616894
chrX	12894324	12895227	11D	12836467	sech	no	no	3	11E	12887094
chrX	12955830	12956533	11D	12836467	sech	no	no	2	11E	12887094
chrX	13001764	13001958	11D	12836467	sech	no	no	1	11E	12887094
chrX	13113908	13114218	11E	13113650	sech	no	no	1	11E	12887094
chrX	13227105	13227534	11E	13113650	sech	no	no	2	11F	13179677
chrX	13272886	13316233	11E	13113650	sech	no	no	136	11F	13179677
chrX	13371039	13371751	11F	13346260	sech	no	no	2	12A	13322849
chrX	13425404	13425697	11F	13346260	sech	no	no	2	12A	13322849
chrX	13522262	13523331	12A	13461046	sech	no	no	4	12B	13491067
chrX	13534355	13534601	12A	13461046	sech	no	no	1	12B	13491067
chrX	13543567	13543771	12A	13461046	sech	no	no	2	12B	13491067
chrX	13688459	13689161	12B	13646538	sech	no	no	2	12C	13607166
chrX	13747347	13748211	12B	13646538	sech	no	no	3	12C	13607166
chrX	13866288	13866770	12C	13757666	sech	no	no	2	12D	13777883
chrX	13937311	13937657	12D	13903439	sech	no	no	1	12E	13910945
chrX	14164070	14165152	12E	14080988	sech	no	no	4	12E	13910945
chrX	14199984	14200961	12E	14080988	sech	no	no	3	12E	13910945
chrX	14233672	14234118	12E	14080988	sech	no	no	2	12E	13910945
chrX	14275498	14283729	12E	14080988	sech	no	no	21	12E	13910945
chrX	14325504	14326914	12E	14080988	sech	no	no	4	12E	13910945
chrX	14375066	14377104	12E	14080988	sech	no	no	5	12F	14347541
chrX	14385473	14385549	12E	14080988	sech	no	no	1	12F	14347541
chrX	14416065	14416785	12E	14080988	sech	no	no	3	12F	14347541
chrX	14449377	14449447	12E	14080988	sech	no	no	1	12F	14347541
chrX	14464794	14495501	12E	14080988	sech	no	no	87	12F	14347541
chrX	14500294	14509019	12E	14080988	sech	no	no	26	12F	14347541
chrX	14544715	14547878	12F	14510751	sech	no	no	9	12F	14347541
chrX	14721335	14721395	12F	14510751	sech	no	no	1	13A	14717883
chrX	14751463	14778444	12F	14510751	sech	no	no	77	13A	14717883
chrX	15000706	15000828	13A	14873202	sech	no	no	1	13A	14717883
chrX	15056397	15057227	13A	14873202	sech	no	no	3	13B	15013130
chrX	15073663	15073753	13A	14873202	sech	no	no	1	13B	15013130
chrX	15075024	15108840	13A	14873202	sech	no	no	106	13B	15013130
chrX	15294969	15336669	13B	15131122	sech	no	no	117	13C	15254968
chrX	15502532	15532614	13C	15372315	sech	no	no	83	13C	15254968
chrX	15594520	15595665	13E	15592099	sech	no	no	3	13D	15547944
chrX	15974489	16007870	14A	15907609	sech	no	no	98	14A	15903101
chrX	16052858	16065748	14A	15907609	sech	no	no	37	14A	15903101
chrX	16323202	16323898	14B	16113517	sech	no	no	4	14B	16210741
chrX	16345135	16375064	14B	16113517	sech	no	no	90	14B	16210741
chrX	16543654	16543764	14E	16520530	sech	no	no	1	14C	16459104
chrX	16635350	16635485	14F	16574704	sech	no	no	1	14D	16565749
chrX	17002546	17003951	15D	16969024	sech	no	no	5	15B	16954937
chrX	17005301	17007269	15D	16969024	sech	no	no	7	15B	16954937
chrX	17008613	17009007	15D	16969024	sech	no	no	2	15B	16954937
chrX	17495175	17495964	16B	17472088	sech	no	no	3	16A	17454118
chrX	18121028	18121478	16F	17883262	sech	no	no	2	16F	18037038
chrX	18315396	18315432	17A	18168380	sech	no	no	1	16F	18037038
chrX	115119	115421	1A	103614	sim	no	no	1	1A	57176
chrX	115651	116364	1A	103614	sim	no	no	2	1A	57176
chrX	116557	116912	1A	103614	sim	no	no	1	1A	57176
chrX	117105	117822	1A	103614	sim	no	no	2	1A	57176
chrX	118185	119961	1A	103614	sim	no	no	4	1A	57176
chrX	121918	122429	1A	103614	sim	no	no	2	1A	57176
chrX	122556	122648	1A	103614	sim	no	no	1	1A	57176
chrX	145236	145488	1A	103614	sim	no	no	1	1A	57176
chrX	153081	154817	1A	103614	sim	no	no	5	1A	57176
chrX	750667	751019	1C	660484	sim	no	no	1	1D	711608
chrX	832566	832848	1D	831097	sim	no	no	1	1D	711608
chrX	1305042	1305479	1F	1254810	sim	no	no	2	2A	1223313
chrX	1372846	1373868	2A	1368553	sim	no	no	5	2B	1334293
chrX	1529449	1530253	2B	1475669	sim	no	no	3	2B	1334293
chrX	1629323	1629968	2B	1475669	sim	no	no	3	2B	1334293
chrX	1672492	1672954	2B	1475669	sim	no	no	2	2B	1334293
chrX	1737039	1737175	2B	1475669	sim	no	no	1	2B	1334293
chrX	1909866	1909927	2B	1475669	sim	no	no	1	2D	1888462
chrX	1990011	1990327	2C	1972107	sim	no	no	2	2D	1888462
chrX	2009033	2009700	2C	1972107	sim	no	no	3	2E	1995128
chrX	2211231	2211532	2E	2173103	sim	no	no	2	3A	2128829
chrX	2462347	2462971	3A	2328358	sim	no	no	3	3A	2128829
chrX	2551181	2551786	3A	2328358	sim	no	no	2	3B	2465804
chrX	2600399	2600906	3A	2328358	sim	no	no	2	3C	2597740
chrX	2654739	2654832	3A	2328358	sim	no	no	1	3C	2597740
chrX	2671055	2671555	3B	2666235	sim	no	no	2	3C	2597740
chrX	2852977	2853218	3C	2804156	sim	no	no	1	3C	2597740
chrX	2984996	2985431	3C	2804156	sim	no	no	2	3C	2597740
chrX	3556060	3556173	3D	3312266	sim	no	no	1	3F	3460214
chrX	3570805	3570878	3D	3312266	sim	no	no	1	3F	3460214
chrX	3597587	3598251	3D	3312266	sim	no	no	3	3F	3460214
chrX	3769631	3769962	3F	3765078	sim	no	no	2	4A	3685405
chrX	3867967	3868209	3F	3765078	sim	no	no	1	4B	3824177
chrX	3924205	3924500	3F	3765078	sim	no	no	2	4B	3824177
chrX	4037176	4037962	4A	3955447	sim	no	no	3	4B	3824177
chrX	4092770	4093147	4A	3955447	sim	no	no	2	4C	4045518
chrX	4195988	4196995	4B	4115669	sim	no	no	4	4C	4045518
chrX	4294861	4294948	4B	4115669	sim	no	no	1	4C	4045518
chrX	4371143	4371660	4C	4333244	sim	no	no	2	4C	4045518
chrX	4421175	4421880	4C	4333244	sim	no	no	3	4C	4045518
chrX	4466205	4466268	4C	4333244	sim	no	no	1	4C	4045518
chrX	4527527	4527964	4C	4333244	sim	no	no	2	4D	4477033
chrX	4566497	4567190	4C	4333244	sim	no	no	3	4D	4477033
chrX	4656053	4656899	4C	4333244	sim	no	no	3	4D	4477033
chrX	4691714	4692030	4C	4333244	sim	no	no	1	4E	4657656
chrX	4707703	4707996	4C	4333244	sim	no	no	2	4E	4657656
chrX	4814956	4815406	4D	4749024	sim	no	no	2	4F	4781767
chrX	4939623	4939697	4D	4749024	sim	no	no	1	4F	4781767
chrX	5114667	5115384	4F	5107107	sim	no	no	2	4F	4781767
chrX	5134266	5135512	4F	5107107	sim	no	no	4	4F	4781767
chrX	5160128	5161235	4F	5107107	sim	no	no	3	4F	4781767
chrX	5172392	5172938	4F	5107107	sim	no	no	2	4F	4781767
chrX	5190740	5191786	4F	5107107	sim	no	no	3	5A	5173167
chrX	5193211	5193379	4F	5107107	sim	no	no	1	5A	5173167
chrX	5244891	5245389	4F	5107107	sim	no	no	2	5A	5173167
chrX	5308088	5308747	4F	5107107	sim	no	no	3	5A	5173167
chrX	5326935	5327401	4F	5107107	sim	no	no	2	5A	5173167
chrX	5375054	5375410	4F	5107107	sim	no	no	1	5A	5173167
chrX	5432760	5433230	4F	5107107	sim	no	no	2	5C	5426841
chrX	5473963	5474491	4F	5107107	sim	no	no	2	5C	5426841
chrX	5502765	5503089	5A	5475817	sim	no	no	2	5C	5426841
chrX	5504721	5505080	5A	5475817	sim	no	no	1	5C	5426841
chrX	5525567	5526647	5A	5475817	sim	no	no	3	5C	5426841
chrX	5640692	5641895	5A	5475817	sim	no	no	4	5D	5633147
chrX	5654735	5655376	5A	5475817	sim	no	no	3	5D	5633147
chrX	5684153	5684809	5A	5475817	sim	no	no	3	5D	5633147
chrX	5725092	5725160	5B	5697153	sim	no	no	1	5D	5633147
chrX	5734749	5734811	5B	5697153	sim	no	no	1	5D	5633147
chrX	5830924	5830986	5C	5766003	sim	no	no	1	5D	5633147
chrX	5864161	5864962	5C	5766003	sim	no	no	3	5D	5633147
chrX	5965180	5966005	5D	5955321	sim	no	no	3	5E	5872507
chrX	6001754	6002344	5D	5955321	sim	no	no	2	5F	5987133
chrX	6032144	6032612	5D	5955321	sim	no	no	2	5F	5987133
chrX	6041190	6041808	5D	5955321	sim	no	no	3	5F	5987133
chrX	6058794	6059051	5D	5955321	sim	no	no	1	6A	6047379
chrX	6106522	6106924	5D	5955321	sim	no	no	2	6A	6047379
chrX	6120147	6120274	5D	5955321	sim	no	no	1	6A	6047379
chrX	6188874	6189117	5D	5955321	sim	no	no	2	6B	6159498
chrX	6332479	6333039	5F	6315089	sim	no	no	2	6C	6209656
chrX	6456584	6457055	6A	6400666	sim	no	no	2	6D	6409637
chrX	6503707	6504917	6A	6400666	sim	no	no	7	6D	6409637
chrX	6518293	6519024	6B	6516901	sim	no	no	3	6E	6505252
chrX	6551038	6551855	6B	6516901	sim	no	no	3	6E	6505252
chrX	6574975	6577782	6B	6516901	sim	no	no	9	6E	6505252
chrX	6638438	6638909	6C	6585391	sim	no	no	2	6E	6505252
chrX	6654190	6654671	6C	6585391	sim	no	no	2	6E	6505252
chrX	6686247	6686525	6C	6585391	sim	no	no	2	6F	6662667
chrX	6727763	6728806	6C	6585391	sim	no	no	4	6F	6662667
chrX	6746773	6747261	6C	6585391	sim	no	no	2	6F	6662667
chrX	6789762	6790434	6D	6779511	sim	no	no	3	7A	6781304
chrX	6814741	6814933	6D	6779511	sim	no	no	1	7A	6781304
chrX	6844002	6844770	6D	6779511	sim	no	no	4	7A	6781304
chrX	6860094	6860591	6D	6779511	sim	no	no	2	7A	6781304
chrX	7041444	7041888	6F	7033899	sim	no	no	2	7B	6886769
chrX	7350128	7350770	7B	7286018	sim	no	no	3	7B	6886769
chrX	7385222	7385857	7B	7286018	sim	no	no	3	7B	6886769
chrX	7409058	7416373	7B	7286018	sim	no	no	60	7C	7398545
chrX	7438774	7439444	7B	7286018	sim	no	no	3	7C	7398545
chrX	7479838	7479982	7B	7286018	sim	no	no	1	7C	7398545
chrX	7581995	7582525	7B	7286018	sim	no	no	2	7C	7398545
chrX	7593074	7593761	7B	7286018	sim	no	no	3	7C	7398545
chrX	7613660	7614018	7B	7286018	sim	no	no	1	7D	7611898
chrX	7614914	7616030	7B	7286018	sim	no	no	5	7D	7611898
chrX	7724921	7725182	7B	7286018	sim	no	no	2	7D	7611898
chrX	7747899	7748142	7B	7286018	sim	no	no	1	7D	7611898
chrX	7851196	7852100	7C	7801643	sim	no	no	3	7E	7848090
chrX	7861681	7862030	7C	7801643	sim	no	no	1	7E	7848090
chrX	7895295	7897534	7C	7801643	sim	no	no	7	7E	7848090
chrX	7918012	7918851	7C	7801643	sim	no	no	3	7E	7848090
chrX	7939305	7939868	7C	7801643	sim	no	no	2	7E	7848090
chrX	7968433	7969252	7D	7947830	sim	no	no	3	7E	7848090
chrX	7997236	7997939	7D	7947830	sim	no	no	2	7E	7848090
chrX	8046040	8046684	7D	7947830	sim	no	no	3	7E	7848090
chrX	8098274	8099847	7D	7947830	sim	no	no	5	7F	8078852
chrX	8134005	8135461	7D	7947830	sim	no	no	5	7F	8078852
chrX	8181781	8182846	7D	7947830	sim	no	no	4	7F	8078852
chrX	8216063	8216881	7D	7947830	sim	no	no	3	7F	8078852
chrX	8231891	8232233	7D	7947830	sim	no	no	2	7F	8078852
chrX	8266327	8268586	7E	8246255	sim	no	no	7	8A	8260846
chrX	8301439	8302514	7E	8246255	sim	no	no	4	8A	8260846
chrX	8321298	8321395	7E	8246255	sim	no	no	1	8A	8260846
chrX	8324142	8324195	7E	8246255	sim	no	no	1	8A	8260846
chrX	8334625	8336836	7E	8246255	sim	no	no	7	8A	8260846
chrX	8345631	8345737	7E	8246255	sim	no	no	1	8A	8260846
chrX	8350436	8351310	7E	8246255	sim	no	no	3	8A	8260846
chrX	8423530	8424249	7E	8246255	sim	no	no	2	8B	8371686
chrX	8436163	8436578	7E	8246255	sim	no	no	2	8B	8371686
chrX	8446187	8446423	7E	8246255	sim	no	no	1	8B	8371686
chrX	8502568	8503618	7F	8465639	sim	no	no	3	8B	8371686
chrX	8542764	8543082	7F	8465639	sim	no	no	1	8C	8528063
chrX	8563229	8563580	7F	8465639	sim	no	no	1	8C	8528063
chrX	8572769	8573324	7F	8465639	sim	no	no	2	8C	8528063
chrX	8588016	8588361	7F	8465639	sim	no	no	1	8C	8528063
chrX	8599168	8599697	7F	8465639	sim	no	no	2	8C	8528063
chrX	8615654	8616148	7F	8465639	sim	no	no	2	8C	8528063
chrX	8618723	8619222	7F	8465639	sim	no	no	2	8C	8528063
chrX	8655313	8656138	8A	8649407	sim	no	no	3	8C	8528063
chrX	8674948	8675503	8A	8649407	sim	no	no	2	8C	8528063
chrX	8688750	8689089	8A	8649407	sim	no	no	1	8C	8528063
chrX	8719749	8720476	8A	8649407	sim	no	no	3	8C	8528063
chrX	8784565	8784917	8B	8768351	sim	no	no	1	8D	8781722
chrX	8787906	8788095	8B	8768351	sim	no	no	1	8D	8781722
chrX	8825987	8826823	8B	8768351	sim	no	no	3	8D	8781722
chrX	8899449	8900224	8B	8768351	sim	no	no	3	8D	8781722
chrX	8916179	8916536	8B	8768351	sim	no	no	1	8D	8781722
chrX	8976292	8977123	8C	8933650	sim	no	no	3	8D	8781722
chrX	8999390	8999751	8C	8933650	sim	no	no	1	8D	8781722
chrX	9025101	9025659	8C	8933650	sim	no	no	2	8E	9021029
chrX	9063034	9063606	8C	8933650	sim	no	no	2	8E	9021029
chrX	9122713	9123457	8C	8933650	sim	no	no	3	8E	9021029
chrX	9141677	9142398	8C	8933650	sim	no	no	2	8E	9021029
chrX	9181136	9181477	8C	8933650	sim	no	no	1	8E	9021029
chrX	9182773	9182845	8C	8933650	sim	no	no	1	8E	9021029
chrX	9221720	9222395	8D	9194656	sim	no	no	3	8E	9021029
chrX	9247576	9248237	8D	9194656	sim	no	no	2	8F	9239861
chrX	9250157	9250262	8D	9194656	sim	no	no	1	8F	9239861
chrX	9251707	9252421	8D	9194656	sim	no	no	3	8F	9239861
chrX	9337532	9338312	8D	9194656	sim	no	no	2	8F	9239861
chrX	9352385	9352743	8D	9194656	sim	no	no	1	9A	9343549
chrX	9397406	9397988	8D	9194656	sim	no	no	2	9A	9343549
chrX	9398175	9398377	8D	9194656	sim	no	no	2	9A	9343549
chrX	9427000	9427594	8E	9412384	sim	no	no	2	9A	9343549
chrX	9460473	9461184	8E	9412384	sim	no	no	2	9A	9343549
