Cluster	Repeats	Closest_upstream	Dist_upstream	Closest_downstream	Dist_downstream	Coords	First_start	First_end	Last_start	Last_end	Cyto_band	Cyto_start	NewCyto	TransCoor
1.688	3	Homo6	11879	Gypsy-24	915	X:5580226-5581196	5580226	5580443	5580841	5581196	5A	5475817	5A	5475817
Gypsy-24	1	1.688	915	Jockey-1	431	X:5582111-5582192	5582111	5582192	5582111	5582192	5A	5475817	5A	5475817
Jockey-1	1	Gypsy-24	431	Gypsy-6	12055	X:5582623-5582663	5582623	5582663	5582623	5582663	5A	5475817	5A	5475817
Gypsy-6	1	Jockey-1	12055	HeT-A3	9757	X:5594718-5594875	5594718	5594875	5594718	5594875	5A	5475817	5A	5475817
HeT-A3	1	Gypsy-6	9757	Jockey-3	10307	X:5604632-5604688	5604632	5604688	5604632	5604688	5A	5475817	5A	5475817
Jockey-3	1	HeT-A3	10307	P-1	10730	X:5614995-5615759	5614995	5615759	5614995	5615759	5A	5475817	5A	5475817
P-1	1	Jockey-3	10730	Gypsy-22	9153	X:5626489-5626563	5626489	5626563	5626489	5626563	5A	5475817	5A	5475817
Gypsy-22	1	P-1	9153	1.688	8483	X:5635716-5635805	5635716	5635805	5635716	5635805	5A	5475817	5A	5475817
1.688	3	Gypsy-22	8483	1.688	18646	X:5644288-5644878	5644288	5644415	5644785	5644878	5A	5475817	5A	5475817
1.688	3	1.688	18646	Jockey-6	5323	X:5663524-5664020	5663524	5663581	5663894	5664020	5A	5475817	5A	5475817
Jockey-6	1	1.688	5323	TART	72	X:5669343-5669439	5669343	5669439	5669343	5669439	5A	5475817	5A	5475817
TART	1	Jockey-6	72	LINEJ1	2336	X:5669511-5669674	5669511	5669674	5669511	5669674	5A	5475817	5A	5475817
LINEJ1	1	TART	2336	Helitron-1N	28068	X:5672010-5672121	5672010	5672121	5672010	5672121	5A	5475817	5A	5475817
Helitron-1N	1	LINEJ1	28068	DNAREP1	11745	X:5700189-5700261	5700189	5700261	5700189	5700261	5B	5697153	5B	5697153
DNAREP1	1	Helitron-1N	11745	1.688	2	X:5712006-5712043	5712006	5712043	5712006	5712043	5B	5697153	5B	5697153
1.688	3	DNAREP1	2	DOC	14615	X:5712045-5712823	5712045	5712259	5712621	5712823	5B	5697153	5B	5697153
DOC 5 4725	1	1.688	14615	Gypsy-23	20762	X:5727438-5732158	5727438	5732158	5727438	5732158	5B	5697153	5B	5697153
Gypsy-23	1	DOC	20762	Jockey-3	1	X:5752920-5752950	5752920	5752950	5752920	5752950	5B	5697153	5B	5697153
Jockey-3	1	Gypsy-23	1	Gypsy-23	1	X:5752951-5753172	5752951	5753172	5752951	5753172	5B	5697153	5B	5697153
Gypsy-23	1	Jockey-3	1	Jockey-3	5480	X:5753173-5753190	5753173	5753190	5753173	5753190	5B	5697153	5B	5697153
Jockey-3	1	Gypsy-23	5480	1.688	16660	X:5758670-5758756	5758670	5758756	5758670	5758756	5B	5697153	5B	5697153
1.688	2	Jockey-3	16660	R1	3813	X:5775416-5775955	5775416	5775775	5775776	5775955	5C	5766003	5C	5766003
R1	1	1.688	3813	1.688	33162	X:5779768-5779957	5779768	5779957	5779768	5779957	5C	5766003	5C	5766003
1.688	1	R1	33162	Gypsy8-I	721	X:5813119-5813166	5813119	5813166	5813119	5813166	5C	5766003	5C	5766003
Gypsy8-I	1	1.688	721	RSP-LIKE	3463	X:5813887-5813954	5813887	5813954	5813887	5813954	5C	5766003	5C	5766003
RSP-LIKE	1	Gypsy8-I	3463	1.688	8	X:5817417-5817470	5817417	5817470	5817417	5817470	5C	5766003	5C	5766003
1.688	3	RSP-LIKE	8	Gypsy-22	9963	X:5817478-5818144	5817478	5817621	5817985	5818144	5C	5766003	5C	5766003
Gypsy-22	1	1.688	9963	Gypsy6-I	1899	X:5828107-5828224	5828107	5828224	5828107	5828224	5C	5766003	5C	5766003
Gypsy6-I	1	Gypsy-22	1899	TART	914	X:5830123-5830238	5830123	5830238	5830123	5830238	5C	5766003	5C	5766003
TART	1	Gypsy6-I	914	Gypsy16-I	430	X:5831152-5831313	5831152	5831313	5831152	5831313	5C	5766003	5C	5766003
Gypsy16-I	1	TART	430	Jockey-3	5727	X:5831743-5831814	5831743	5831814	5831743	5831814	5C	5766003	5C	5766003
Jockey-3	1	Gypsy16-I	5727	TART	521	X:5837541-5837632	5837541	5837632	5837541	5837632	5C	5766003	5C	5766003
TART	3	Jockey-3	521	1.688	7334	X:5838153-5838984	5838153	5838189	5838513	5838984	5C	5766003	5C	5766003
1.688	1	TART	7334	Helitron-N2	7171	X:5846318-5846453	5846318	5846453	5846318	5846453	5C	5766003	5C	5766003
Helitron-N2	1	1.688	7171	Homo6	11612	X:5853624-5853669	5853624	5853669	5853624	5853669	5C	5766003	5C	5766003
Homo6 824 858	1	Helitron-N2	11612	Gypsy-22	1	X:5865281-5865296	5865281	5865296	5865281	5865296	5C	5766003	5C	5766003
Gypsy-22	1	Homo6	1	Homo6	1	X:5865297-5865351	5865297	5865351	5865297	5865351	5C	5766003	5C	5766003
Homo6 767 823	1	Gypsy-22	1	1.688	1643	X:5865352-5865374	5865352	5865374	5865352	5865374	5C	5766003	5C	5766003
1.688	3	Homo6	1643	G5A	5874	X:5867017-5867791	5867017	5867192	5867561	5867791	5C	5766003	5C	5766003
G5A	1	1.688	5874	POGON1	9997	X:5873665-5873866	5873665	5873866	5873665	5873866	5C	5766003	5C	5766003
POGON1 1 186	2	G5A	9997	REP-2	7404	X:5883863-5884400	5883863	5884048	5884215	5884400	5C	5766003	5C	5766003
REP-2	1	POGON1	7404	BEL-5	4034	X:5891804-5891844	5891804	5891844	5891804	5891844	5C	5766003	5C	5766003
BEL-5	1	REP-2	4034	Galileo	1	X:5895878-5895902	5895878	5895902	5895878	5895902	5C	5766003	5C	5766003
Galileo	1	BEL-5	1	Gypsy8-I	13150	X:5895903-5895932	5895903	5895932	5895903	5895932	5C	5766003	5C	5766003
Gypsy8-I	1	Galileo	13150	DNA8-1	12004	X:5909082-5909232	5909082	5909232	5909082	5909232	5C	5766003	5C	5766003
DNA8-1	1	Gypsy8-I	12004	Jockey-3	3449	X:5921236-5921389	5921236	5921389	5921236	5921389	5C	5766003	5C	5766003
Jockey-3	1	DNA8-1	3449	ROO	1	X:5924838-5924851	5924838	5924851	5924838	5924851	5C	5766003	5C	5766003
ROO	1	Jockey-3	1	Jockey-3	1	X:5924852-5924934	5924852	5924934	5924852	5924934	5C	5766003	5C	5766003
Jockey-3	2	ROO	1	BEL-21	1606	X:5924935-5924996	5924935	5924945	5924978	5924996	5C	5766003	5C	5766003
BEL-21	1	Jockey-3	1606	Copia	509	X:5926602-5926640	5926602	5926640	5926602	5926640	5C	5766003	5C	5766003
Copia	3	BEL-21	509	Gypsy-5	1523	X:5927149-5932295	5927149	5927424	5932020	5932295	5C	5766003	5C	5766003
Gypsy-5	1	Copia	1523	Gypsy-5	3492	X:5933818-5933912	5933818	5933912	5933818	5933912	5C	5766003	5C	5766003
Gypsy-5	1	Gypsy-5	3492	HeT-A3	1	X:5937404-5937416	5937404	5937416	5937404	5937416	5C	5766003	5C	5766003
HeT-A3	2	Gypsy-5	1	Gypsy8-I	2244	X:5937417-5937521	5937417	5937448	5937481	5937521	5C	5766003	5C	5766003
Gypsy8-I	1	HeT-A3	2244	hAT-2	2193	X:5939765-5939842	5939765	5939842	5939765	5939842	5C	5766003	5C	5766003
hAT-2	3	Gypsy8-I	2193	hAT-2	2719	X:5942035-5942621	5942035	5942075	5942535	5942621	5C	5766003	5C	5766003
hAT-2	2	hAT-2	2719	Gypsy-8	19159	X:5945340-5945699	5945340	5945607	5945613	5945699	5C	5766003	5C	5766003
Gypsy-8	1	hAT-2	19159	hAT-5	966	X:5964858-5964915	5964858	5964915	5964858	5964915	5D	5955321	5D	5955321
hAT-5	1	Gypsy-8	966	Hoana7	152	X:5965881-5966035	5965881	5966035	5965881	5966035	5D	5955321	5D	5955321
Hoana7 1 71	1	hAT-5	152	BEL-1	12809	X:5966187-5966259	5966187	5966259	5966187	5966259	5D	5955321	5D	5955321
BEL-1	1	Hoana7	12809	1.688	277	X:5979068-5979134	5979068	5979134	5979068	5979134	5D	5955321	5D	5955321
1.688	4	BEL-1	277	1.688	12717	X:5979411-5980546	5979411	5979587	5980327	5980546	5D	5955321	5D	5955321
1.688	3	1.688	12717	BEL-1	3678	X:5993263-5993945	5993263	5993455	5993836	5993945	5D	5955321	5D	5955321
BEL-1	1	1.688	3678	Galileo	19410	X:5997623-5997663	5997623	5997663	5997623	5997663	5D	5955321	5D	5955321
Galileo	1	BEL-1	19410	1.688	6233	X:6017073-6017126	6017073	6017126	6017073	6017126	5D	5955321	5D	5955321
1.688	4	Galileo	6233	Hoana5	13110	X:6023359-6024376	6023359	6023479	6024200	6024376	5D	5955321	5D	5955321
Hoana5 2 76	1	1.688	13110	Hoana5	181	X:6037486-6037559	6037486	6037559	6037486	6037559	5D	5955321	5D	5955321
Hoana5 2 156	1	Hoana5	181	TART	16743	X:6037740-6037889	6037740	6037889	6037740	6037889	5D	5955321	5D	5955321
TART	1	Hoana5	16743	Jockey-3	6903	X:6054632-6054789	6054632	6054789	6054632	6054789	5D	5955321	5D	5955321
Jockey-3	1	TART	6903	1.688	3050	X:6061692-6061758	6061692	6061758	6061692	6061758	5D	5955321	5D	5955321
1.688	1	Jockey-3	3050	1.688	1550	X:6064808-6064917	6064808	6064917	6064808	6064917	5D	5955321	5D	5955321
1.688	1	1.688	1550	Jockey-3	29615	X:6066467-6066677	6066467	6066677	6066467	6066677	5D	5955321	5D	5955321
Jockey-3	1	1.688	29615	Gypsy8-I	16135	X:6096292-6096390	6096292	6096390	6096292	6096390	5D	5955321	5D	5955321
Gypsy8-I	1	Jockey-3	16135	Jockey-6	1	X:6112525-6112546	6112525	6112546	6112525	6112546	5D	5955321	5D	5955321
Jockey-6	1	Gypsy8-I	1	Gypsy8-I	1	X:6112547-6112691	6112547	6112691	6112547	6112691	5D	5955321	5D	5955321
Gypsy8-I	1	Jockey-6	1	Gypsy6-I	6429	X:6112692-6112712	6112692	6112712	6112692	6112712	5D	5955321	5D	5955321
Gypsy6-I	1	Gypsy8-I	6429	Gypsy8-I	5653	X:6119141-6119201	6119141	6119201	6119141	6119201	5D	5955321	5D	5955321
Gypsy8-I	1	Gypsy6-I	5653	TART	1462	X:6124854-6124988	6124854	6124988	6124854	6124988	5D	5955321	5D	5955321
TART	2	Gypsy8-I	1462	Homo6	7095	X:6126450-6126688	6126450	6126572	6126603	6126688	5D	5955321	5D	5955321
Homo6 786 878	1	TART	7095	Jockey-3	12083	X:6133783-6133870	6133783	6133870	6133783	6133870	5D	5955321	5D	5955321
Jockey-3	1	Homo6	12083	1.688	19367	X:6145953-6146169	6145953	6146169	6145953	6146169	5D	5955321	5D	5955321
1.688	1	Jockey-3	19367	QUASIMODO	6042	X:6165536-6165597	6165536	6165597	6165536	6165597	5D	5955321	5D	5955321
QUASIMODO	2	1.688	6042	Gypsy-22	7934	X:6171639-6178355	6171639	6172296	6172297	6178355	5D	5955321	5D	5955321
Gypsy-22	1	QUASIMODO	7934	Gypsy7-I	5274	X:6186289-6186339	6186289	6186339	6186289	6186339	5D	5955321	5D	5955321
Gypsy7-I	1	Gypsy-22	5274	1.688	14727	X:6191613-6191664	6191613	6191664	6191613	6191664	5D	5955321	5D	5955321
1.688	4	Gypsy7-I	14727	TART	22548	X:6206391-6207849	6206391	6206484	6207495	6207849	5E	6198962	5E	6198962
TART	1	1.688	22548	Hoana5	24119	X:6230397-6230509	6230397	6230509	6230397	6230509	5E	6198962	5E	6198962
Hoana5 287 364	1	TART	24119	TART	13700	X:6254628-6254713	6254628	6254713	6254628	6254713	5E	6198962	5E	6198962
TART	1	Hoana5	13700	DMRT1B	12688	X:6268413-6268473	6268413	6268473	6268413	6268473	5E	6198962	5E	6198962
DMRT1B 116 731	1	TART	12688	DMRT1A	-7	X:6281161-6281750	6281161	6281750	6281161	6281750	5E	6198962	5E	6198962
DMRT1A 4968 5167	1	DMRT1B	-7	1.688	30786	X:6281743-6281935	6281743	6281935	6281743	6281935	5E	6198962	5E	6198962
1.688	2	DMRT1A	30786	TIRANT	22069	X:6312721-6313197	6312721	6312837	6312851	6313197	5E	6198962	5E	6198962
TIRANT	3	1.688	22069	1.688	13497	X:6335266-6337718	6335266	6335682	6337302	6337718	5F	6315089	5F	6315089
1.688	1	TIRANT	13497	Homo6	1880	X:6351215-6351576	6351215	6351576	6351215	6351576	5F	6315089	5F	6315089
Homo6 815 871	1	1.688	1880	Homo6	23755	X:6353456-6353513	6353456	6353513	6353456	6353513	5F	6315089	5F	6315089
Homo6 783 868	1	Homo6	23755	Gypsy-12	280	X:6377268-6377362	6377268	6377362	6377268	6377362	5F	6315089	5F	6315089
Gypsy-12	1	Homo6	280	1.688	5839	X:6377642-6377684	6377642	6377684	6377642	6377684	5F	6315089	5F	6315089
1.688	4	Gypsy-12	5839	Homo6	4487	X:6383523-6385521	6383523	6383693	6385407	6385521	5F	6315089	5F	6315089
Homo6 786 848	1	1.688	4487	DOC	2852	X:6390008-6390074	6390008	6390074	6390008	6390074	5F	6315089	5F	6315089
DOC 3 4725	1	Homo6	2852	1.688	1258	X:6392926-6397622	6392926	6397622	6392926	6397622	5F	6315089	5F	6315089
1.688	1	DOC	1258	1.688	1232	X:6398880-6399044	6398880	6399044	6398880	6399044	5F	6315089	5F	6315089
1.688	1	1.688	1232	1.688	17514	X:6400276-6400635	6400276	6400635	6400276	6400635	5F	6315089	5F	6315089
1.688	3	1.688	17514	DMRT1B	10079	X:6418149-6419969	6418149	6418285	6419610	6419969	6A	6400666	6A	6400666
DMRT1B 1 5183	1	1.688	10079	DM297	10129	X:6430048-6435229	6430048	6435229	6430048	6435229	6A	6400666	6A	6400666
DM297	3	DMRT1B	10129	Jockey-5	8879	X:6445358-6450656	6445358	6445771	6446428	6450656	6A	6400666	6A	6400666
Jockey-5	1	DM297	8879	Gypsy-22	4901	X:6459535-6459605	6459535	6459605	6459535	6459605	6A	6400666	6A	6400666
Gypsy-22	1	Jockey-5	4901	HeT-A3	8782	X:6464506-6464579	6464506	6464579	6464506	6464579	6A	6400666	6A	6400666
HeT-A3	1	Gypsy-22	8782	1.688	4243	X:6473361-6473455	6473361	6473455	6473361	6473455	6A	6400666	6A	6400666
1.688	1	HeT-A3	4243	1.688	1208	X:6477698-6478037	6477698	6478037	6477698	6478037	6A	6400666	6A	6400666
1.688	1	1.688	1208	BEL-20	1908	X:6479245-6479508	6479245	6479508	6479245	6479508	6A	6400666	6A	6400666
BEL-20	1	1.688	1908	Gypsy-22	25839	X:6481416-6481500	6481416	6481500	6481416	6481500	6A	6400666	6A	6400666
Gypsy-22	1	BEL-20	25839	Gypsy-50	3245	X:6507339-6507385	6507339	6507385	6507339	6507385	6A	6400666	6A	6400666
Gypsy-50	1	Gypsy-22	3245	TART	25094	X:6510630-6510680	6510630	6510680	6510630	6510680	6A	6400666	6A	6400666
TART	1	Gypsy-50	25094	Gypsy8-I	1	X:6535774-6535797	6535774	6535797	6535774	6535797	6B	6516901	6B	6516901
Gypsy8-I	1	TART	1	TART	1	X:6535798-6535927	6535798	6535927	6535798	6535927	6B	6516901	6B	6516901
TART	1	Gypsy8-I	1	1.688	26340	X:6535928-6536034	6535928	6536034	6535928	6536034	6B	6516901	6B	6516901
1.688	2	TART	26340	TIRANT	197	X:6562374-6562676	6562374	6562577	6562577	6562676	6B	6516901	6B	6516901
TIRANT	4	1.688	197	ROO	6984	X:6562873-6571297	6562873	6563289	6570881	6571297	6B	6516901	6B	6516901
ROO	1	TIRANT	6984	Gypsy-9	3556	X:6578281-6578398	6578281	6578398	6578281	6578398	6B	6516901	6B	6516901
Gypsy-9	1	ROO	3556	Jockey-6	482	X:6581954-6582068	6581954	6582068	6581954	6582068	6B	6516901	6B	6516901
Jockey-6	1	Gypsy-9	482	BURDOCK	24142	X:6582550-6582635	6582550	6582635	6582550	6582635	6B	6516901	6B	6516901
BURDOCK	2	Jockey-6	24142	Galileo	7761	X:6606777-6608495	6606777	6608219	6608220	6608495	6C	6585391	6C	6585391
Galileo	1	BURDOCK	7761	Homo5	38326	X:6616256-6616303	6616256	6616303	6616256	6616303	6C	6585391	6C	6585391
Homo5 2329 2376	1	Galileo	38326	Jockey-3	3440	X:6654629-6654714	6654629	6654714	6654629	6654714	6C	6585391	6C	6585391
Jockey-3	1	Homo5	3440	Gypsy-22	13001	X:6658154-6658377	6658154	6658377	6658154	6658377	6C	6585391	6C	6585391
Gypsy-22	1	Jockey-3	13001	DNAREP1	17465	X:6671378-6671447	6671378	6671447	6671378	6671447	6C	6585391	6C	6585391
DNAREP1	1	Gypsy-22	17465	Gypsy-23	941	X:6688912-6689000	6688912	6689000	6688912	6689000	6C	6585391	6C	6585391
Gypsy-23	1	DNAREP1	941	Gypsy8-I	2366	X:6689941-6690178	6689941	6690178	6689941	6690178	6C	6585391	6C	6585391
Gypsy8-I	1	Gypsy-23	2366	R1	871	X:6692544-6692683	6692544	6692683	6692544	6692683	6C	6585391	6C	6585391
R1	1	Gypsy8-I	871	Jockey-3	3991	X:6693554-6693816	6693554	6693816	6693554	6693816	6C	6585391	6C	6585391
Jockey-3	1	R1	3991	Gypsy-22	2415	X:6697807-6698013	6697807	6698013	6697807	6698013	6C	6585391	6C	6585391
Gypsy-22	1	Jockey-3	2415	Jockey-3	11930	X:6700428-6700532	6700428	6700532	6700428	6700532	6C	6585391	6C	6585391
Jockey-3	1	Gypsy-22	11930	Jockey-6	1532	X:6712462-6712527	6712462	6712527	6712462	6712527	6C	6585391	6C	6585391
Jockey-6	1	Jockey-3	1532	1.688	708	X:6714059-6714219	6714059	6714219	6714059	6714219	6C	6585391	6C	6585391
1.688	2	Jockey-6	708	Jockey-3	876	X:6714927-6715408	6714927	6715023	6715083	6715408	6C	6585391	6C	6585391
Jockey-3	2	1.688	876	HeT-A3	3553	X:6716284-6716567	6716284	6716295	6716337	6716567	6C	6585391	6C	6585391
HeT-A3	1	Jockey-3	3553	TRANSIB4	35632	X:6720120-6720190	6720120	6720190	6720120	6720190	6C	6585391	6C	6585391
TRANSIB4 1540 1656	1	HeT-A3	35632	TRANSIB4	22	X:6755822-6755933	6755822	6755933	6755822	6755933	6C	6585391	6C	6585391
TRANSIB4 2307 2444	1	TRANSIB4	22	TRANSIB4	7	X:6755955-6756092	6755955	6756092	6755955	6756092	6C	6585391	6C	6585391
TRANSIB4 2506 2610	1	TRANSIB4	7	PROTOP	1088	X:6756099-6756203	6756099	6756203	6756099	6756203	6C	6585391	6C	6585391
PROTOP	1	TRANSIB4	1088	DNAREP1	125	X:6757291-6757440	6757291	6757440	6757291	6757440	6C	6585391	6C	6585391
DNAREP1	1	PROTOP	125	P-1	-1	X:6757565-6758116	6757565	6758116	6757565	6758116	6C	6585391	6C	6585391
P-1	2	DNAREP1	-1	PROTOP	23	X:6758115-6758314	6758115	6758203	6758235	6758314	6C	6585391	6C	6585391
PROTOP 3663 3778	1	P-1	23	FB4	12127	X:6758337-6758456	6758337	6758456	6758337	6758456	6C	6585391	6C	6585391
FB4	1	PROTOP	12127	1.688	9814	X:6770583-6770641	6770583	6770641	6770583	6770641	6C	6585391	6C	6585391
1.688	1	FB4	9814	Jockey-3	6057	X:6780455-6780565	6780455	6780565	6780455	6780565	6D	6779511	6D	6779511
Jockey-3	1	1.688	6057	TART	3177	X:6786622-6786712	6786622	6786712	6786622	6786712	6D	6779511	6D	6779511
TART	2	Jockey-3	3177	Jockey-3	1074	X:6789889-6790320	6789889	6790091	6790231	6790320	6D	6779511	6D	6779511
Jockey-3	1	TART	1074	Jockey-3	27703	X:6791394-6791490	6791394	6791490	6791394	6791490	6D	6779511	6D	6779511
Jockey-3	1	Jockey-3	27703	TART	243	X:6819193-6819246	6819193	6819246	6819193	6819246	6D	6779511	6D	6779511
TART	1	Jockey-3	243	1.688	21291	X:6819489-6819623	6819489	6819623	6819489	6819623	6D	6779511	6D	6779511
1.688	1	TART	21291	HeT-A3	12147	X:6840914-6841198	6840914	6841198	6840914	6841198	6D	6779511	6D	6779511
HeT-A3	1	1.688	12147	BEL-5	1102	X:6853345-6853459	6853345	6853459	6853345	6853459	6D	6779511	6D	6779511
BEL-5	1	HeT-A3	1102	HeT-A3	6734	X:6854561-6854616	6854561	6854616	6854561	6854616	6D	6779511	6D	6779511
HeT-A3	1	BEL-5	6734	BEL-10	1	X:6861350-6861434	6861350	6861434	6861350	6861434	6D	6779511	6D	6779511
BEL-10	1	HeT-A3	1	Gypsy-10	4362	X:6861435-6861460	6861435	6861460	6861435	6861460	6D	6779511	6D	6779511
Gypsy-10	1	BEL-10	4362	TART	6126	X:6865822-6865882	6865822	6865882	6865822	6865882	6E	6863446	6E	6863446
TART	1	Gypsy-10	6126	TART	4343	X:6872008-6872051	6872008	6872051	6872008	6872051	6E	6863446	6E	6863446
TART	1	TART	4343	Jockey-3	2936	X:6876394-6876686	6876394	6876686	6876394	6876686	6E	6863446	6E	6863446
Jockey-3	1	TART	2936	DNAREP1	1225	X:6879622-6879752	6879622	6879752	6879622	6879752	6E	6863446	6E	6863446
DNAREP1	2	Jockey-3	1225	ROO	9503	X:6880977-6881279	6880977	6881060	6881099	6881279	6E	6863446	6E	6863446
ROO	1	DNAREP1	9503	1.688	6219	X:6890782-6890902	6890782	6890902	6890782	6890902	6E	6863446	6E	6863446
1.688	1	ROO	6219	Gypsy7-I	3117	X:6897121-6897424	6897121	6897424	6897121	6897424	6E	6863446	6E	6863446
Gypsy7-I	1	1.688	3117	Jockey-3	17082	X:6900541-6900610	6900541	6900610	6900541	6900610	6E	6863446	6E	6863446
Jockey-3	2	Gypsy7-I	17082	1.688	8994	X:6917692-6917903	6917692	6917754	6917850	6917903	6E	6863446	6E	6863446
1.688	2	Jockey-3	8994	RSP-LIKE	23878	X:6926897-6927411	6926897	6927211	6927264	6927411	6E	6863446	6E	6863446
RSP-LIKE	6	1.688	23878	G5A	4	X:6951289-6952112	6951289	6951441	6952063	6952112	6E	6863446	6E	6863446
G5A	1	RSP-LIKE	4	RSP-LIKE	727	X:6952116-6952273	6952116	6952273	6952116	6952273	6E	6863446	6E	6863446
RSP-LIKE	1	G5A	727	1.688	45	X:6953000-6953042	6953000	6953042	6953000	6953042	6E	6863446	6E	6863446
1.688	13	RSP-LIKE	45	RSP-LIKE	76	X:6953087-6957319	6953087	6953244	6957246	6957319	6E	6863446	6E	6863446
RSP-LIKE	1	1.688	76	Transib-2	2113	X:6957395-6957481	6957395	6957481	6957395	6957481	6E	6863446	6E	6863446
Transib-2	1	RSP-LIKE	2113	Gypsy-22	35813	X:6959594-6959685	6959594	6959685	6959594	6959685	6E	6863446	6E	6863446
Gypsy-22	1	Transib-2	35813	DNAREP1	19255	X:6995498-6995559	6995498	6995559	6995498	6995559	6E	6863446	6E	6863446
DNAREP1	3	Gypsy-22	19255	Gypsy12-I	1821	X:7014814-7015198	7014814	7014918	7015061	7015198	6E	6863446	6E	6863446
Gypsy12-I	1	DNAREP1	1821	1.688	22	X:7017019-7017052	7017019	7017052	7017019	7017052	6E	6863446	6E	6863446
1.688	6	Gypsy12-I	22	TABOR	4675	X:7017074-7018981	7017074	7017196	7018668	7018981	6E	6863446	6E	6863446
TABOR	2	1.688	4675	Gypsy8-I	9809	X:7023656-7030988	7023656	7024160	7024161	7030988	6E	6863446	6E	6863446
Gypsy8-I	1	TABOR	9809	1.688	1129	X:7040797-7040903	7040797	7040903	7040797	7040903	6F	7033899	6F	7033899
1.688	2	Gypsy8-I	1129	1.688	31850	X:7042032-7042268	7042032	7042139	7042204	7042268	6F	7033899	6F	7033899
1.688	1	1.688	31850	Jockey-6	4193	X:7074118-7074289	7074118	7074289	7074118	7074289	6F	7033899	6F	7033899
Jockey-6	1	1.688	4193	TART	496	X:7078482-7078662	7078482	7078662	7078482	7078662	6F	7033899	6F	7033899
TART	1	Jockey-6	496	HeT-A3	18455	X:7079158-7079304	7079158	7079304	7079158	7079304	6F	7033899	6F	7033899
HeT-A3	1	TART	18455	1.688	18253	X:7097759-7097827	7097759	7097827	7097759	7097827	6F	7033899	6F	7033899
1.688	4	HeT-A3	18253	TransibN1	1402	X:7116080-7117230	7116080	7116164	7116918	7117230	6F	7033899	6F	7033899
TransibN1	1	1.688	1402	Transib-N1	1	X:7118632-7118670	7118632	7118670	7118632	7118670	6F	7033899	6F	7033899
Transib-N1	1	TransibN1	1	TransibN1	1	X:7118671-7118750	7118671	7118750	7118671	7118750	6F	7033899	6F	7033899
TransibN1	1	Transib-N1	1	HeT-A3	57	X:7118751-7118769	7118751	7118769	7118751	7118769	6F	7033899	6F	7033899
HeT-A3	1	TransibN1	57	ROO	6385	X:7118826-7118916	7118826	7118916	7118826	7118916	6F	7033899	6F	7033899
ROO	2	HeT-A3	6385	Galileo	5776	X:7125301-7134401	7125301	7126370	7126457	7134401	6F	7033899	6F	7033899
Galileo	1	ROO	5776	Gypsy-22	4570	X:7140177-7140221	7140177	7140221	7140177	7140221	6F	7033899	6F	7033899
Gypsy-22	1	Galileo	4570	1.688	407	X:7144791-7144852	7144791	7144852	7144791	7144852	6F	7033899	6F	7033899
1.688	2	Gypsy-22	407	HeT-A3	7050	X:7145259-7145753	7145259	7145428	7145451	7145753	6F	7033899	6F	7033899
HeT-A3	1	1.688	7050	HeT-A3	6382	X:7152803-7152874	7152803	7152874	7152803	7152874	7A	7150637	7A	7150637
HeT-A3	1	HeT-A3	6382	Gypsy-15	7383	X:7159256-7159317	7159256	7159317	7159256	7159317	7A	7150637	7A	7150637
Gypsy-15	1	HeT-A3	7383	1.688	20817	X:7166700-7166810	7166700	7166810	7166700	7166810	7A	7150637	7A	7150637
1.688	3	Gypsy-15	20817	1.688	24527	X:7187627-7188264	7187627	7187723	7188103	7188264	7A	7150637	7A	7150637
1.688	3	1.688	24527	Gypsy-23	338	X:7212791-7213474	7212791	7212957	7213367	7213474	7A	7150637	7A	7150637
Gypsy-23	1	1.688	338	Gypsy8-I	2029	X:7213812-7213954	7213812	7213954	7213812	7213954	7A	7150637	7A	7150637
Gypsy8-I	1	Gypsy-23	2029	Jockey-3	504	X:7215983-7216109	7215983	7216109	7215983	7216109	7A	7150637	7A	7150637
Jockey-3	1	Gypsy8-I	504	Jockey-3	15798	X:7216613-7216821	7216613	7216821	7216613	7216821	7A	7150637	7A	7150637
Jockey-3	1	Jockey-3	15798	Gypsy8-I	1	X:7232619-7232686	7232619	7232686	7232619	7232686	7A	7150637	7A	7150637
Gypsy8-I	1	Jockey-3	1	BEL-10	4708	X:7232687-7232697	7232687	7232697	7232687	7232697	7A	7150637	7A	7150637
BEL-10	1	Gypsy8-I	4708	Jockey-3	309	X:7237405-7237528	7237405	7237528	7237405	7237528	7A	7150637	7A	7150637
Jockey-3	1	BEL-10	309	RSP-LIKE	4581	X:7237837-7238033	7237837	7238033	7237837	7238033	7A	7150637	7A	7150637
RSP-LIKE	1	Jockey-3	4581	1.688	256	X:7242614-7242653	7242614	7242653	7242614	7242653	7A	7150637	7A	7150637
1.688	3	RSP-LIKE	256	BEL-1	26260	X:7242909-7243740	7242909	7243257	7243627	7243740	7A	7150637	7A	7150637
BEL-1	1	1.688	26260	Polinton-1	648	X:7270000-7270079	7270000	7270079	7270000	7270079	7A	7150637	7A	7150637
Polinton-1	1	BEL-1	648	Gypsy8-I	12748	X:7270727-7270779	7270727	7270779	7270727	7270779	7A	7150637	7A	7150637
Gypsy8-I	1	Polinton-1	12748	Jockey-3	25481	X:7283527-7283670	7283527	7283670	7283527	7283670	7A	7150637	7A	7150637
Jockey-3	2	Gypsy8-I	25481	Gypsy-22	5683	X:7309151-7310497	7309151	7309478	7310301	7310497	7B	7286018	7B	7286018
