	X:1462550-1462700	X:2114248-2114375	X:2114376-2114538	X:2114541-2114702	X:2114705-2114867	X:2114868-2115031	X:2115032-2115194	X:2115197-2115359	X:2115360-2115522	X:2115523-2115686	X:2115687-2115850	X:2115851-2116014	X:2116015-2116178	X:2116179-2116342	X:2116343-2116506	X:2116507-2116670	X:2116671-2116831	X:2116833-2116996	X:2116997-2117158	X:2117159-2117321	X:2117322-2117471	X:2117475-2117621	X:2117622-2117782	X:2117783-2117946	X:2117947-2118110	X:2118111-2118274	X:2118275-2118438	X:2118439-2118601	X:2118602-2118764	X:2118765-2118928	X:2118929-2119092	X:2119093-2119256	X:2119257-2119415	X:2119417-2119580	X:2119581-2119744	X:2119745-2119890	X:2309024-2309144	X:2309560-2309652	X:2309652-2309790	X:2309792-2309954	X:2309956-2310118	X:2310120-2310282	X:2310284-2310446	X:2310448-2310610	X:2310612-2310774	X:2310776-2310938	X:2310940-2311102	X:2311104-2311266	X:2311268-2311430	X:2311432-2311594	X:2311595-2311758	X:2311760-2311922	X:2311926-2312086	X:2312087-2312250	X:2312252-2312414	X:2312418-2312578	X:2312580-2312742	X:2312744-2312906	X:2312908-2313070	X:2313072-2313234	X:2313236-2313398	X:2313400-2313550	X:2313555-2313718	X:2313720-2313882	X:2313886-2314046	X:2314048-2314210	X:2314212-2314374	X:2314378-2314538	X:2314540-2314702	X:2314704-2314864	X:2314866-2315029	X:2315030-2315193	X:2315197-2315357	X:2315359-2315521	X:2315523-2315686	X:2315687-2315850	X:2315852-2316014	X:2316014-2316144	X:2558819-2558877	X:2558879-2559040	X:2559042-2559204	X:2559206-2559368	X:2559370-2559532	X:2559534-2559696	X:3908114-3908272	X:3908276-3908438	X:4155073-4155225	X:4155227-4155390	X:4155392-4155555	X:4155557-4155720	X:4155722-4155885	X:4155887-4156050	X:4156052-4156210	X:4719974-4720131	X:6133548-6133706	X:6133712-6133872	X:6133878-6134038	X:6134044-6134204	X:6683070-6683215	X:6947557-6947599	X:7532077-7532133	X:12449271-12449328
X:2117322-2117471	0.1	0.116666667	0.072222222	0.066666667	0.061111111	0.055555556	0.061111111	0.061111111	0.055555556	0.055555556	0.055555556	0.055555556	0.055555556	0.055555556	0.055555556	0.055555556	0.066666667	0.055555556	0.055555556	0.055555556	0	0.055555556	0.066666667	0.055555556	0.055555556	0.055555556	0.055555556	0.055555556	0.061111111	0.055555556	0.055555556	0.055555556	0.061111111	0.055555556	0.055555556	0.061111111	0.122222222	0.083333333	0.061111111	0.061111111	0.061111111	0.061111111	0.061111111	0.061111111	0.072222222	0.061111111	0.061111111	0.061111111	0.072222222	0.061111111	0.066666667	0.061111111	0.061111111	0.055555556	0.061111111	0.061111111	0.061111111	0.061111111	0.061111111	0.061111111	0.072222222	0.066666667	0.066666667	0.061111111	0.061111111	0.061111111	0.061111111	0.061111111	0.072222222	0.066666667	0.083333333	0.055555556	0.061111111	0.061111111	0.083333333	0.055555556	0.061111111	0.111111111	0.105555556	0.066666667	0.061111111	0.061111111	0.061111111	0.061111111	0.1	0.105555556	0.116666667	0.077777778	0.077777778	0.077777778	0.077777778	0.077777778	0.083333333	0.122222222	0.111111111	0.111111111	0.111111111	0.111111111	0.094444444	0.105555556	0.105555556	0.122222222
X:2117475-2117621	0.072222222	0.077777778	0.038888889	0.027777778	0.022222222	0.022222222	0.027777778	0.022222222	0.027777778	0.022222222	0.022222222	0.022222222	0.022222222	0.022222222	0.022222222	0.022222222	0.033333333	0.022222222	0.022222222	0.027777778	0.055555556	0	0.038888889	0.022222222	0.022222222	0.022222222	0.022222222	0.027777778	0.027777778	0.022222222	0.022222222	0.022222222	0.033333333	0.022222222	0.022222222	0.027777778	0.083333333	0.044444444	0.022222222	0.022222222	0.022222222	0.022222222	0.022222222	0.022222222	0.033333333	0.022222222	0.022222222	0.022222222	0.033333333	0.022222222	0.033333333	0.022222222	0.022222222	0.022222222	0.022222222	0.022222222	0.022222222	0.022222222	0.022222222	0.022222222	0.033333333	0.027777778	0.033333333	0.022222222	0.022222222	0.022222222	0.022222222	0.022222222	0.033333333	0.027777778	0.044444444	0.022222222	0.022222222	0.022222222	0.044444444	0.022222222	0.022222222	0.072222222	0.077777778	0.027777778	0.022222222	0.022222222	0.022222222	0.022222222	0.083333333	0.077777778	0.083333333	0.038888889	0.038888889	0.038888889	0.038888889	0.038888889	0.044444444	0.083333333	0.094444444	0.083333333	0.083333333	0.083333333	0.055555556	0.083333333	0.077777778	0.083333333
X:2117622-2117782	0.077777778	0.083333333	0.033333333	0.027777778	0.022222222	0.016666667	0.022222222	0.022222222	0.022222222	0.016666667	0.016666667	0.016666667	0.016666667	0.016666667	0.016666667	0.016666667	0.016666667	0.016666667	0.027777778	0.011111111	0.066666667	0.038888889	0	0.016666667	0.016666667	0.016666667	0.016666667	0.022222222	0.022222222	0.016666667	0.016666667	0.016666667	0.038888889	0.016666667	0.016666667	0.022222222	0.088888889	0.044444444	0.022222222	0.022222222	0.022222222	0.022222222	0.022222222	0.022222222	0.033333333	0.022222222	0.022222222	0.022222222	0.033333333	0.022222222	0.027777778	0.022222222	0.022222222	0.016666667	0.022222222	0.022222222	0.022222222	0.022222222	0.022222222	0.022222222	0.033333333	0.027777778	0.027777778	0.022222222	0.022222222	0.022222222	0.022222222	0.022222222	0.033333333	0.027777778	0.044444444	0.016666667	0.022222222	0.022222222	0.044444444	0.016666667	0.022222222	0.083333333	0.083333333	0.027777778	0.022222222	0.022222222	0.022222222	0.022222222	0.094444444	0.088888889	0.077777778	0.044444444	0.044444444	0.044444444	0.044444444	0.044444444	0.05	0.077777778	0.1	0.088888889	0.088888889	0.088888889	0.077777778	0.083333333	0.083333333	0.083333333
X:2117783-2117946	0.061111111	0.066666667	0.016666667	0.011111111	0.005555556	0	0.005555556	0.005555556	0.005555556	0	0	0	0	0	0	0	0.011111111	0	0.011111111	0.005555556	0.055555556	0.022222222	0.016666667	0	0	0	0	0.005555556	0.005555556	0	0	0	0.022222222	0	0	0.005555556	0.072222222	0.027777778	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.016666667	0.005555556	0.005555556	0.005555556	0.016666667	0.005555556	0.011111111	0.005555556	0.005555556	0	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.016666667	0.011111111	0.011111111	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.016666667	0.011111111	0.027777778	0	0.005555556	0.005555556	0.027777778	0	0.005555556	0.066666667	0.066666667	0.011111111	0.005555556	0.005555556	0.005555556	0.005555556	0.077777778	0.072222222	0.061111111	0.027777778	0.027777778	0.027777778	0.027777778	0.027777778	0.033333333	0.072222222	0.083333333	0.072222222	0.072222222	0.072222222	0.061111111	0.066666667	0.066666667	0.072222222
X:2117947-2118110	0.061111111	0.066666667	0.016666667	0.011111111	0.005555556	0	0.005555556	0.005555556	0.005555556	0	0	0	0	0	0	0	0.011111111	0	0.011111111	0.005555556	0.055555556	0.022222222	0.016666667	0	0	0	0	0.005555556	0.005555556	0	0	0	0.022222222	0	0	0.005555556	0.072222222	0.027777778	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.016666667	0.005555556	0.005555556	0.005555556	0.016666667	0.005555556	0.011111111	0.005555556	0.005555556	0	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.016666667	0.011111111	0.011111111	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.016666667	0.011111111	0.027777778	0	0.005555556	0.005555556	0.027777778	0	0.005555556	0.066666667	0.066666667	0.011111111	0.005555556	0.005555556	0.005555556	0.005555556	0.077777778	0.072222222	0.061111111	0.027777778	0.027777778	0.027777778	0.027777778	0.027777778	0.033333333	0.072222222	0.083333333	0.072222222	0.072222222	0.072222222	0.061111111	0.066666667	0.066666667	0.072222222
X:2118111-2118274	0.061111111	0.066666667	0.016666667	0.011111111	0.005555556	0	0.005555556	0.005555556	0.005555556	0	0	0	0	0	0	0	0.011111111	0	0.011111111	0.005555556	0.055555556	0.022222222	0.016666667	0	0	0	0	0.005555556	0.005555556	0	0	0	0.022222222	0	0	0.005555556	0.072222222	0.027777778	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.016666667	0.005555556	0.005555556	0.005555556	0.016666667	0.005555556	0.011111111	0.005555556	0.005555556	0	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.016666667	0.011111111	0.011111111	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.016666667	0.011111111	0.027777778	0	0.005555556	0.005555556	0.027777778	0	0.005555556	0.066666667	0.066666667	0.011111111	0.005555556	0.005555556	0.005555556	0.005555556	0.077777778	0.072222222	0.061111111	0.027777778	0.027777778	0.027777778	0.027777778	0.027777778	0.033333333	0.072222222	0.083333333	0.072222222	0.072222222	0.072222222	0.061111111	0.066666667	0.066666667	0.072222222
X:2118275-2118438	0.061111111	0.066666667	0.016666667	0.011111111	0.005555556	0	0.005555556	0.005555556	0.005555556	0	0	0	0	0	0	0	0.011111111	0	0.011111111	0.005555556	0.055555556	0.022222222	0.016666667	0	0	0	0	0.005555556	0.005555556	0	0	0	0.022222222	0	0	0.005555556	0.072222222	0.027777778	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.016666667	0.005555556	0.005555556	0.005555556	0.016666667	0.005555556	0.011111111	0.005555556	0.005555556	0	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.016666667	0.011111111	0.011111111	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.016666667	0.011111111	0.027777778	0	0.005555556	0.005555556	0.027777778	0	0.005555556	0.066666667	0.066666667	0.011111111	0.005555556	0.005555556	0.005555556	0.005555556	0.077777778	0.072222222	0.061111111	0.027777778	0.027777778	0.027777778	0.027777778	0.027777778	0.033333333	0.072222222	0.083333333	0.072222222	0.072222222	0.072222222	0.061111111	0.066666667	0.066666667	0.072222222
X:2118439-2118601	0.066666667	0.072222222	0.022222222	0.016666667	0.011111111	0.005555556	0.011111111	0.011111111	0	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.016666667	0.005555556	0.016666667	0.011111111	0.055555556	0.027777778	0.022222222	0.005555556	0.005555556	0.005555556	0.005555556	0	0.011111111	0.005555556	0.005555556	0.005555556	0.016666667	0.005555556	0.005555556	0.011111111	0.077777778	0.033333333	0.011111111	0.011111111	0.011111111	0.011111111	0.011111111	0.011111111	0.022222222	0.011111111	0.011111111	0.011111111	0.022222222	0.011111111	0.016666667	0.011111111	0.011111111	0.005555556	0.011111111	0.011111111	0.011111111	0.011111111	0.011111111	0.011111111	0.022222222	0.016666667	0.016666667	0.011111111	0.011111111	0.011111111	0.011111111	0.011111111	0.022222222	0.016666667	0.033333333	0.005555556	0.011111111	0.011111111	0.033333333	0.005555556	0.011111111	0.072222222	0.066666667	0.016666667	0.011111111	0.011111111	0.011111111	0.011111111	0.077777778	0.072222222	0.066666667	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.038888889	0.077777778	0.083333333	0.072222222	0.072222222	0.072222222	0.066666667	0.066666667	0.066666667	0.077777778
X:2118602-2118764	0.066666667	0.066666667	0.022222222	0.016666667	0.011111111	0.005555556	0.011111111	0.011111111	0.011111111	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.016666667	0.005555556	0.016666667	0.011111111	0.061111111	0.027777778	0.022222222	0.005555556	0.005555556	0.005555556	0.005555556	0.011111111	0	0.005555556	0.005555556	0.005555556	0.027777778	0.005555556	0.005555556	0.011111111	0.072222222	0.027777778	0.011111111	0.011111111	0.011111111	0.011111111	0.011111111	0.011111111	0.022222222	0.011111111	0.011111111	0.011111111	0.022222222	0.011111111	0.016666667	0.011111111	0.011111111	0.005555556	0.011111111	0.011111111	0.011111111	0.011111111	0.011111111	0.011111111	0.022222222	0.016666667	0.016666667	0.011111111	0.011111111	0.011111111	0.011111111	0.011111111	0.022222222	0.016666667	0.033333333	0.005555556	0.011111111	0.011111111	0.033333333	0.005555556	0.011111111	0.072222222	0.072222222	0.016666667	0.011111111	0.011111111	0.011111111	0.011111111	0.077777778	0.072222222	0.061111111	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.038888889	0.077777778	0.083333333	0.072222222	0.072222222	0.072222222	0.066666667	0.066666667	0.061111111	0.072222222
X:2118765-2118928	0.061111111	0.066666667	0.016666667	0.011111111	0.005555556	0	0.005555556	0.005555556	0.005555556	0	0	0	0	0	0	0	0.011111111	0	0.011111111	0.005555556	0.055555556	0.022222222	0.016666667	0	0	0	0	0.005555556	0.005555556	0	0	0	0.022222222	0	0	0.005555556	0.072222222	0.027777778	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.016666667	0.005555556	0.005555556	0.005555556	0.016666667	0.005555556	0.011111111	0.005555556	0.005555556	0	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.016666667	0.011111111	0.011111111	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.016666667	0.011111111	0.027777778	0	0.005555556	0.005555556	0.027777778	0	0.005555556	0.066666667	0.066666667	0.011111111	0.005555556	0.005555556	0.005555556	0.005555556	0.077777778	0.072222222	0.061111111	0.027777778	0.027777778	0.027777778	0.027777778	0.027777778	0.033333333	0.072222222	0.083333333	0.072222222	0.072222222	0.072222222	0.061111111	0.066666667	0.066666667	0.072222222
X:2118929-2119092	0.061111111	0.066666667	0.016666667	0.011111111	0.005555556	0	0.005555556	0.005555556	0.005555556	0	0	0	0	0	0	0	0.011111111	0	0.011111111	0.005555556	0.055555556	0.022222222	0.016666667	0	0	0	0	0.005555556	0.005555556	0	0	0	0.022222222	0	0	0.005555556	0.072222222	0.027777778	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.016666667	0.005555556	0.005555556	0.005555556	0.016666667	0.005555556	0.011111111	0.005555556	0.005555556	0	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.016666667	0.011111111	0.011111111	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.016666667	0.011111111	0.027777778	0	0.005555556	0.005555556	0.027777778	0	0.005555556	0.066666667	0.066666667	0.011111111	0.005555556	0.005555556	0.005555556	0.005555556	0.077777778	0.072222222	0.061111111	0.027777778	0.027777778	0.027777778	0.027777778	0.027777778	0.033333333	0.072222222	0.083333333	0.072222222	0.072222222	0.072222222	0.061111111	0.066666667	0.066666667	0.072222222
X:2119093-2119256	0.061111111	0.066666667	0.016666667	0.011111111	0.005555556	0	0.005555556	0.005555556	0.005555556	0	0	0	0	0	0	0	0.011111111	0	0.011111111	0.005555556	0.055555556	0.022222222	0.016666667	0	0	0	0	0.005555556	0.005555556	0	0	0	0.022222222	0	0	0.005555556	0.072222222	0.027777778	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.016666667	0.005555556	0.005555556	0.005555556	0.016666667	0.005555556	0.011111111	0.005555556	0.005555556	0	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.016666667	0.011111111	0.011111111	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.016666667	0.011111111	0.027777778	0	0.005555556	0.005555556	0.027777778	0	0.005555556	0.066666667	0.066666667	0.011111111	0.005555556	0.005555556	0.005555556	0.005555556	0.077777778	0.072222222	0.061111111	0.027777778	0.027777778	0.027777778	0.027777778	0.027777778	0.033333333	0.072222222	0.083333333	0.072222222	0.072222222	0.072222222	0.061111111	0.066666667	0.066666667	0.072222222
X:2119257-2119415	0.077777778	0.083333333	0.038888889	0.033333333	0.027777778	0.022222222	0.027777778	0.027777778	0.016666667	0.022222222	0.022222222	0.022222222	0.022222222	0.022222222	0.022222222	0.022222222	0.022222222	0.022222222	0.022222222	0.027777778	0.061111111	0.033333333	0.038888889	0.022222222	0.022222222	0.022222222	0.022222222	0.016666667	0.027777778	0.022222222	0.022222222	0.022222222	0	0.022222222	0.022222222	0.027777778	0.083333333	0.05	0.027777778	0.027777778	0.027777778	0.027777778	0.027777778	0.027777778	0.038888889	0.027777778	0.027777778	0.027777778	0.038888889	0.027777778	0.033333333	0.027777778	0.027777778	0.022222222	0.027777778	0.027777778	0.027777778	0.027777778	0.027777778	0.027777778	0.038888889	0.033333333	0.033333333	0.027777778	0.027777778	0.027777778	0.027777778	0.027777778	0.038888889	0.033333333	0.05	0.022222222	0.027777778	0.027777778	0.05	0.022222222	0.027777778	0.072222222	0.077777778	0.033333333	0.027777778	0.027777778	0.027777778	0.027777778	0.083333333	0.077777778	0.083333333	0.044444444	0.044444444	0.044444444	0.044444444	0.044444444	0.05	0.088888889	0.094444444	0.072222222	0.072222222	0.072222222	0.072222222	0.077777778	0.077777778	0.088888889
X:2119417-2119580	0.061111111	0.066666667	0.016666667	0.011111111	0.005555556	0	0.005555556	0.005555556	0.005555556	0	0	0	0	0	0	0	0.011111111	0	0.011111111	0.005555556	0.055555556	0.022222222	0.016666667	0	0	0	0	0.005555556	0.005555556	0	0	0	0.022222222	0	0	0.005555556	0.072222222	0.027777778	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.016666667	0.005555556	0.005555556	0.005555556	0.016666667	0.005555556	0.011111111	0.005555556	0.005555556	0	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.016666667	0.011111111	0.011111111	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.016666667	0.011111111	0.027777778	0	0.005555556	0.005555556	0.027777778	0	0.005555556	0.066666667	0.066666667	0.011111111	0.005555556	0.005555556	0.005555556	0.005555556	0.077777778	0.072222222	0.061111111	0.027777778	0.027777778	0.027777778	0.027777778	0.027777778	0.033333333	0.072222222	0.083333333	0.072222222	0.072222222	0.072222222	0.061111111	0.066666667	0.066666667	0.072222222
X:2119581-2119744	0.061111111	0.066666667	0.016666667	0.011111111	0.005555556	0	0.005555556	0.005555556	0.005555556	0	0	0	0	0	0	0	0.011111111	0	0.011111111	0.005555556	0.055555556	0.022222222	0.016666667	0	0	0	0	0.005555556	0.005555556	0	0	0	0.022222222	0	0	0.005555556	0.072222222	0.027777778	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.016666667	0.005555556	0.005555556	0.005555556	0.016666667	0.005555556	0.011111111	0.005555556	0.005555556	0	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.016666667	0.011111111	0.011111111	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.016666667	0.011111111	0.027777778	0	0.005555556	0.005555556	0.027777778	0	0.005555556	0.066666667	0.066666667	0.011111111	0.005555556	0.005555556	0.005555556	0.005555556	0.077777778	0.072222222	0.061111111	0.027777778	0.027777778	0.027777778	0.027777778	0.027777778	0.033333333	0.072222222	0.083333333	0.072222222	0.072222222	0.072222222	0.061111111	0.066666667	0.066666667	0.072222222
X:2119745-2119890	0.066666667	0.072222222	0.022222222	0.016666667	0.011111111	0.005555556	0.011111111	0.011111111	0.011111111	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.016666667	0.005555556	0.016666667	0.011111111	0.061111111	0.027777778	0.022222222	0.005555556	0.005555556	0.005555556	0.005555556	0.011111111	0.011111111	0.005555556	0.005555556	0.005555556	0.027777778	0.005555556	0.005555556	0	0.077777778	0.033333333	0.011111111	0.011111111	0.011111111	0.011111111	0.011111111	0.011111111	0.022222222	0.011111111	0.011111111	0.011111111	0.022222222	0.011111111	0.016666667	0.011111111	0.011111111	0.005555556	0.011111111	0.011111111	0.011111111	0.011111111	0.011111111	0.011111111	0.022222222	0.016666667	0.016666667	0.011111111	0.011111111	0.011111111	0.011111111	0.011111111	0.022222222	0.016666667	0.033333333	0.005555556	0.011111111	0.011111111	0.033333333	0.005555556	0.011111111	0.072222222	0.072222222	0.016666667	0.011111111	0.011111111	0.011111111	0.011111111	0.083333333	0.077777778	0.066666667	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.038888889	0.077777778	0.088888889	0.077777778	0.077777778	0.077777778	0.066666667	0.072222222	0.072222222	0.077777778
X:2309024-2309144	0.083333333	0.005555556	0.072222222	0.072222222	0.066666667	0.072222222	0.077777778	0.066666667	0.077777778	0.072222222	0.072222222	0.072222222	0.072222222	0.072222222	0.072222222	0.072222222	0.083333333	0.072222222	0.077777778	0.077777778	0.122222222	0.083333333	0.088888889	0.072222222	0.072222222	0.072222222	0.072222222	0.077777778	0.072222222	0.072222222	0.072222222	0.072222222	0.083333333	0.072222222	0.072222222	0.077777778	0	0.066666667	0.072222222	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.061111111	0.066666667	0.066666667	0.066666667	0.061111111	0.066666667	0.072222222	0.066666667	0.072222222	0.072222222	0.066666667	0.072222222	0.066666667	0.066666667	0.066666667	0.066666667	0.061111111	0.072222222	0.072222222	0.066666667	0.072222222	0.066666667	0.066666667	0.072222222	0.066666667	0.072222222	0.061111111	0.072222222	0.072222222	0.066666667	0.061111111	0.072222222	0.066666667	0.05	0.055555556	0.072222222	0.066666667	0.066666667	0.066666667	0.066666667	0.083333333	0.077777778	0.066666667	0.061111111	0.061111111	0.061111111	0.061111111	0.061111111	0.066666667	0.066666667	0.088888889	0.088888889	0.088888889	0.088888889	0.088888889	0.055555556	0.055555556	0.055555556
X:2309560-2309652	0.072222222	0.061111111	0.044444444	0.033333333	0.027777778	0.027777778	0.033333333	0.027777778	0.033333333	0.027777778	0.027777778	0.027777778	0.027777778	0.027777778	0.027777778	0.027777778	0.038888889	0.027777778	0.038888889	0.033333333	0.083333333	0.044444444	0.044444444	0.027777778	0.027777778	0.027777778	0.027777778	0.033333333	0.027777778	0.027777778	0.027777778	0.027777778	0.05	0.027777778	0.027777778	0.033333333	0.066666667	0	0.027777778	0.027777778	0.027777778	0.027777778	0.027777778	0.027777778	0.038888889	0.027777778	0.027777778	0.027777778	0.038888889	0.027777778	0.027777778	0.027777778	0.027777778	0.027777778	0.027777778	0.027777778	0.027777778	0.027777778	0.027777778	0.027777778	0.038888889	0.033333333	0.027777778	0.027777778	0.027777778	0.027777778	0.027777778	0.027777778	0.027777778	0.033333333	0.05	0.027777778	0.027777778	0.027777778	0.05	0.027777778	0.027777778	0.077777778	0.066666667	0.033333333	0.027777778	0.027777778	0.027777778	0.027777778	0.072222222	0.066666667	0.055555556	0.05	0.05	0.05	0.05	0.05	0.055555556	0.072222222	0.088888889	0.077777778	0.077777778	0.077777778	0.072222222	0.061111111	0.072222222	0.061111111
X:2309652-2309790	0.061111111	0.066666667	0.022222222	0.011111111	0.005555556	0.005555556	0.011111111	0.005555556	0.011111111	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.016666667	0.005555556	0.016666667	0.011111111	0.061111111	0.022222222	0.022222222	0.005555556	0.005555556	0.005555556	0.005555556	0.011111111	0.011111111	0.005555556	0.005555556	0.005555556	0.027777778	0.005555556	0.005555556	0.011111111	0.072222222	0.027777778	0	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.016666667	0.005555556	0.005555556	0.005555556	0.016666667	0.005555556	0.016666667	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.016666667	0.011111111	0.016666667	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.016666667	0.011111111	0.027777778	0.005555556	0.005555556	0.005555556	0.027777778	0.005555556	0.005555556	0.066666667	0.066666667	0.011111111	0.005555556	0.005555556	0.005555556	0.005555556	0.077777778	0.072222222	0.066666667	0.027777778	0.027777778	0.027777778	0.027777778	0.027777778	0.033333333	0.072222222	0.083333333	0.072222222	0.072222222	0.072222222	0.061111111	0.072222222	0.066666667	0.072222222
X:2309792-2309954	0.061111111	0.061111111	0.022222222	0.005555556	0	0.005555556	0.011111111	0	0.011111111	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.016666667	0.005555556	0.016666667	0.011111111	0.061111111	0.022222222	0.022222222	0.005555556	0.005555556	0.005555556	0.005555556	0.011111111	0.011111111	0.005555556	0.005555556	0.005555556	0.027777778	0.005555556	0.005555556	0.011111111	0.066666667	0.027777778	0.005555556	0	0	0	0	0	0.011111111	0	0	0	0.011111111	0	0.016666667	0	0.005555556	0.005555556	0	0.005555556	0	0	0	0	0.011111111	0.005555556	0.016666667	0	0.005555556	0	0	0.005555556	0.011111111	0.005555556	0.022222222	0.005555556	0.005555556	0	0.022222222	0.005555556	0	0.066666667	0.061111111	0.005555556	0	0	0	0	0.077777778	0.072222222	0.066666667	0.022222222	0.022222222	0.022222222	0.022222222	0.022222222	0.027777778	0.072222222	0.083333333	0.072222222	0.072222222	0.072222222	0.055555556	0.072222222	0.061111111	0.072222222
X:2309956-2310118	0.061111111	0.061111111	0.022222222	0.005555556	0	0.005555556	0.011111111	0	0.011111111	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.016666667	0.005555556	0.016666667	0.011111111	0.061111111	0.022222222	0.022222222	0.005555556	0.005555556	0.005555556	0.005555556	0.011111111	0.011111111	0.005555556	0.005555556	0.005555556	0.027777778	0.005555556	0.005555556	0.011111111	0.066666667	0.027777778	0.005555556	0	0	0	0	0	0.011111111	0	0	0	0.011111111	0	0.016666667	0	0.005555556	0.005555556	0	0.005555556	0	0	0	0	0.011111111	0.005555556	0.016666667	0	0.005555556	0	0	0.005555556	0.011111111	0.005555556	0.022222222	0.005555556	0.005555556	0	0.022222222	0.005555556	0	0.066666667	0.061111111	0.005555556	0	0	0	0	0.077777778	0.072222222	0.066666667	0.022222222	0.022222222	0.022222222	0.022222222	0.022222222	0.027777778	0.072222222	0.083333333	0.072222222	0.072222222	0.072222222	0.055555556	0.072222222	0.061111111	0.072222222
X:2310120-2310282	0.061111111	0.061111111	0.022222222	0.005555556	0	0.005555556	0.011111111	0	0.011111111	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.005555556	0.016666667	0.005555556	0.016666667	0.011111111	0.061111111	0.022222222	0.022222222	0.005555556	0.005555556	0.005555556	0.005555556	0.011111111	0.011111111	0.005555556	0.005555556	0.005555556	0.027777778	0.005555556	0.005555556	0.011111111	0.066666667	0.027777778	0.005555556	0	0	0	0	0	0.011111111	0	0	0	0.011111111	0	0.016666667	0	0.005555556	0.005555556	0	0.005555556	0	0	0	0	0.011111111	0.005555556	0.016666667	0	0.005555556	0	0	0.005555556	0.011111111	0.005555556	0.022222222	0.005555556	0.005555556	0	0.022222222	0.005555556	0	0.066666667	0.061111111	0.005555556	0	0	0	0	0.077777778	0.072222222	0.066666667	0.022222222	0.022222222	0.022222222	0.022222222	0.022222222	0.027777778	0.072222222	0.083333333	0.072222222	0.072222222	0.072222222	0.055555556	0.072222222	0.061111111	0.072222222
