Cluster	Repeats	Closest_upstream	Dist_upstream	Closest_downstream	Dist_downstream	Coords	First_start	First_end	Last_start	Last_end	Cyto_band	Cyto_start	NewCyto	TransCoor
1.688	1	Jockey-3	12720	Jockey-1	9118	X:8411831-8411994	8411831	8411994	8411831	8411994	7E	8246255	8A	8406315
Jockey-1	1	1.688	9118	Jockey-3	52	X:8421112-8421306	8421112	8421306	8421112	8421306	7E	8246255	8A	8406315
Jockey-3	1	Jockey-1	52	BEL-1	8483	X:8421358-8421460	8421358	8421460	8421358	8421460	7E	8246255	8A	8406315
BEL-1	1	Jockey-3	8483	1.688	13720	X:8429943-8430018	8429943	8430018	8429943	8430018	7E	8246255	8A	8406315
1.688	2	BEL-1	13720	HeT-A3	6463	X:8443738-8444088	8443738	8443942	8443982	8444088	7E	8246255	8A	8406315
HeT-A3	1	1.688	6463	1.688	15205	X:8450551-8450594	8450551	8450594	8450551	8450594	7E	8246255	8A	8406315
1.688	1	HeT-A3	15205	1.688	10489	X:8465799-8465885	8465799	8465885	8465799	8465885	7F	8465639	8A	8406315
1.688	77	1.688	10489	HeT-A3	27831	X:8476374-8502934	8476374	8476491	8502818	8502934	7F	8465639	8A	8406315
HeT-A3	1	1.688	27831	P-1	1	X:8530765-8530778	8530765	8530778	8530765	8530778	7F	8465639	8B	8505643
P-1	1	HeT-A3	1	TART	3693	X:8530779-8530851	8530779	8530851	8530779	8530851	7F	8465639	8B	8505643
TART	1	P-1	3693	Jockey-3	2187	X:8534544-8534617	8534544	8534617	8534544	8534617	7F	8465639	8B	8505643
Jockey-3	2	TART	2187	BEL-7	5711	X:8536804-8537404	8536804	8537030	8537163	8537404	7F	8465639	8B	8505643
BEL-7	1	Jockey-3	5711	DNAREP1	2081	X:8543115-8543246	8543115	8543246	8543115	8543246	7F	8465639	8B	8505643
DNAREP1	2	BEL-7	2081	MINIME	1	X:8545327-8545691	8545327	8545513	8545573	8545691	7F	8465639	8B	8505643
MINIME	1	DNAREP1	1	G5	846	X:8545692-8545727	8545692	8545727	8545692	8545727	7F	8465639	8B	8505643
G5	1	MINIME	846	1.688	19921	X:8546573-8547014	8546573	8547014	8546573	8547014	7F	8465639	8B	8505643
1.688	1	G5	19921	Gypsy8-I	3169	X:8566935-8567134	8566935	8567134	8566935	8567134	7F	8465639	8B	8505643
Gypsy8-I	1	1.688	3169	TART	1671	X:8570303-8570384	8570303	8570384	8570303	8570384	7F	8465639	8B	8505643
TART	1	Gypsy8-I	1671	Jockey-6	16030	X:8572055-8572148	8572055	8572148	8572055	8572148	7F	8465639	8B	8505643
Jockey-6	1	TART	16030	Homo6	6161	X:8588178-8588225	8588178	8588225	8588178	8588225	7F	8465639	8B	8505643
Homo6 810 867	1	Jockey-6	6161	1.688	3335	X:8594386-8594443	8594386	8594443	8594386	8594443	7F	8465639	8B	8505643
1.688	1	Homo6	3335	ROO	10733	X:8597778-8598021	8597778	8598021	8597778	8598021	7F	8465639	8B	8505643
ROO	1	1.688	10733	1.688	2142	X:8608754-8608850	8608754	8608850	8608754	8608850	7F	8465639	8B	8505643
1.688	2	ROO	2142	TRANSIB3	13933	X:8610992-8611463	8610992	8611285	8611286	8611463	7F	8465639	8B	8505643
TRANSIB3 2795 2883	1	1.688	13933	HelitronN-1	8604	X:8625396-8625486	8625396	8625486	8625396	8625486	7F	8465639	8B	8505643
HelitronN-1	1	TRANSIB3	8604	1.688	579	X:8634090-8634171	8634090	8634171	8634090	8634171	7F	8465639	8B	8505643
1.688	4	HelitronN-1	579	Gypsy8-I	14423	X:8634750-8635707	8634750	8634883	8635597	8635707	7F	8465639	8B	8505643
Gypsy8-I	2	1.688	14423	TART	1142	X:8650130-8650334	8650130	8650153	8650305	8650334	8A	8649407	8B	8505643
TART	1	Gypsy8-I	1142	Gypsy-22	11667	X:8651476-8651671	8651476	8651671	8651476	8651671	8A	8649407	8B	8505643
Gypsy-22	1	TART	11667	1.688	6208	X:8663338-8663407	8663338	8663407	8663338	8663407	8A	8649407	8B	8505643
1.688	2	Gypsy-22	6208	1.688	2656	X:8669615-8670168	8669615	8669946	8669947	8670168	8A	8649407	8B	8505643
1.688	1	1.688	2656	Gypsy-22	5569	X:8672824-8673151	8672824	8673151	8672824	8673151	8A	8649407	8B	8505643
Gypsy-22	1	1.688	5569	1.688	10273	X:8678720-8678792	8678720	8678792	8678720	8678792	8A	8649407	8B	8505643
1.688	3	Gypsy-22	10273	Jockey-3	2822	X:8689065-8689768	8689065	8689190	8689426	8689768	8A	8649407	8B	8505643
Jockey-3	1	1.688	2822	1.688	7309	X:8692590-8693029	8692590	8693029	8692590	8693029	8A	8649407	8B	8505643
1.688	2	Jockey-3	7309	TART	5379	X:8700338-8701135	8700338	8700468	8700800	8701135	8A	8649407	8B	8505643
TART	1	1.688	5379	1.688	8982	X:8706514-8706907	8706514	8706907	8706514	8706907	8A	8649407	8B	8505643
1.688	1	TART	8982	1.688	8805	X:8715889-8716243	8715889	8716243	8715889	8716243	8A	8649407	8B	8505643
1.688	2	1.688	8805	LINEJ1	18	X:8725048-8725674	8725048	8725404	8725450	8725674	8A	8649407	8B	8505643
LINEJ1	1	1.688	18	1.688	19691	X:8725692-8726801	8725692	8726801	8725692	8726801	8A	8649407	8B	8505643
1.688	1	LINEJ1	19691	FW	18431	X:8746492-8746681	8746492	8746681	8746492	8746681	8A	8649407	8B	8505643
FW	1	1.688	18431	Helena	17950	X:8765112-8768345	8765112	8768345	8765112	8768345	8A	8649407	8C	8761384
Helena	1	FW	17950	1.688	2399	X:8786295-8786392	8786295	8786392	8786295	8786392	8B	8768351	8C	8761384
1.688	3	Helena	2399	1.688	55930	X:8788791-8789908	8788791	8789154	8789550	8789908	8B	8768351	8C	8761384
1.688	1	1.688	55930	1.688	9455	X:8845838-8846174	8845838	8846174	8845838	8846174	8B	8768351	8C	8761384
1.688	2	1.688	9455	1.688	11832	X:8855629-8856081	8855629	8855811	8855812	8856081	8B	8768351	8C	8761384
1.688	1	1.688	11832	TART	7568	X:8867913-8868270	8867913	8868270	8867913	8868270	8B	8768351	8C	8761384
TART	1	1.688	7568	ROO	16434	X:8875838-8875976	8875838	8875976	8875838	8875976	8B	8768351	8C	8761384
ROO	1	TART	16434	Jockey-3	1	X:8892410-8892489	8892410	8892489	8892410	8892489	8B	8768351	8C	8761384
Jockey-3	1	ROO	1	Polinton-1	13337	X:8892490-8892506	8892490	8892506	8892490	8892506	8B	8768351	8C	8761384
Polinton-1	1	Jockey-3	13337	Gypsy18-I	22910	X:8905843-8905907	8905843	8905907	8905843	8905907	8B	8768351	8C	8761384
Gypsy18-I	1	Polinton-1	22910	1.688	11945	X:8928817-8928852	8928817	8928852	8928817	8928852	8B	8768351	8D	8920486
1.688	3	Gypsy18-I	11945	1.688	5803	X:8940797-8941537	8940797	8940827	8941195	8941537	8C	8933650	8D	8920486
1.688	126	1.688	5803	1.688	29767	X:8947340-8990413	8947340	8947505	8990247	8990413	8C	8933650	8D	8920486
1.688	1	1.688	29767	Jockey-3	6206	X:9020180-9020391	9020180	9020391	9020180	9020391	8C	8933650	8D	8920486
Jockey-3	1	1.688	6206	Jockey-3	4832	X:9026597-9026652	9026597	9026652	9026597	9026652	8C	8933650	8D	8920486
Jockey-3	1	Jockey-3	4832	Gypsy8-I	1	X:9031484-9031527	9031484	9031527	9031484	9031527	8C	8933650	8D	8920486
Gypsy8-I	1	Jockey-3	1	BS2	17310	X:9031528-9031542	9031528	9031542	9031528	9031542	8C	8933650	8D	8920486
BS2 3027 4599	1	Gypsy8-I	17310	Jockey-3	1971	X:9048852-9050409	9048852	9050409	9048852	9050409	8C	8933650	8D	8920486
Jockey-3	1	BS2	1971	TART	5658	X:9052380-9052445	9052380	9052445	9052380	9052445	8C	8933650	8D	8920486
TART	1	Jockey-3	5658	TART	1493	X:9058103-9058540	9058103	9058540	9058103	9058540	8C	8933650	8D	8920486
TART	1	TART	1493	TART	1493	X:9060033-9060470	9060033	9060470	9060033	9060470	8C	8933650	8D	8920486
TART	1	TART	1493	TART	1493	X:9061963-9062400	9061963	9062400	9061963	9062400	8C	8933650	8D	8920486
TART	1	TART	1493	Gypsy15-LTR	2002	X:9063893-9064188	9063893	9064188	9063893	9064188	8C	8933650	8D	8920486
Gypsy15-LTR	1	TART	2002	Copia-1	8424	X:9066190-9066331	9066190	9066331	9066190	9066331	8C	8933650	8D	8920486
Copia-1	1	Gypsy15-LTR	8424	hAT-1	1776	X:9074755-9074819	9074755	9074819	9074755	9074819	8C	8933650	8D	8920486
hAT-1	1	Copia-1	1776	TART	2973	X:9076595-9076691	9076595	9076691	9076595	9076691	8C	8933650	8D	8920486
TART	1	hAT-1	2973	MINIME	5946	X:9079664-9079813	9079664	9079813	9079664	9079813	8C	8933650	8D	8920486
MINIME	1	TART	5946	1.688	3372	X:9085759-9085809	9085759	9085809	9085759	9085809	8C	8933650	8D	8920486
1.688	2	MINIME	3372	Jockey-6	5106	X:9089181-9089934	9089181	9089541	9089580	9089934	8C	8933650	8D	8920486
Jockey-6	1	1.688	5106	1.688	10401	X:9095040-9095182	9095040	9095182	9095040	9095182	8C	8933650	8D	8920486
1.688	1	Jockey-6	10401	Jockey-3	12604	X:9105583-9105778	9105583	9105778	9105583	9105778	8C	8933650	8D	8920486
Jockey-3	1	1.688	12604	Gypsy8-I	1	X:9118382-9118424	9118382	9118424	9118382	9118424	8C	8933650	8D	8920486
Gypsy8-I	1	Jockey-3	1	Jockey-3	1	X:9118425-9118511	9118425	9118511	9118425	9118511	8C	8933650	8D	8920486
Jockey-3	1	Gypsy8-I	1	Jockey-3	1249	X:9118512-9118525	9118512	9118525	9118512	9118525	8C	8933650	8D	8920486
Jockey-3	1	Jockey-3	1249	Loa-1	153	X:9119774-9119960	9119774	9119960	9119774	9119960	8C	8933650	8D	8920486
Loa-1	1	Jockey-3	153	Gypsy-21	19264	X:9120113-9120157	9120113	9120157	9120113	9120157	8C	8933650	8D	8920486
Gypsy-21	1	Loa-1	19264	Jockey-2	1127	X:9139421-9139469	9139421	9139469	9139421	9139469	8C	8933650	8D	8920486
Jockey-2	2	Gypsy-21	1127	Jockey-1	52	X:9140596-9140714	9140596	9140612	9140642	9140714	8C	8933650	8D	8920486
Jockey-1	1	Jockey-2	52	TART	4531	X:9140766-9144207	9140766	9144207	9140766	9144207	8C	8933650	8D	8920486
TART	1	Jockey-1	4531	Galileo	4573	X:9148738-9148968	9148738	9148968	9148738	9148968	8C	8933650	8D	8920486
Galileo	1	TART	4573	Jockey-3	630	X:9153541-9153587	9153541	9153587	9153541	9153587	8C	8933650	8D	8920486
Jockey-3	1	Galileo	630	1.688	13910	X:9154217-9154442	9154217	9154442	9154217	9154442	8C	8933650	8D	8920486
1.688	2	Jockey-3	13910	HelitronN-1	1280	X:9168352-9168815	9168352	9168704	9168718	9168815	8C	8933650	8D	8920486
HelitronN-1	1	1.688	1280	Homo6	1136	X:9170095-9170179	9170095	9170179	9170095	9170179	8C	8933650	8D	8920486
Homo6 785 874	1	HelitronN-1	1136	1.688	17899	X:9171315-9171394	9171315	9171394	9171315	9171394	8C	8933650	8D	8920486
1.688	2	Homo6	17899	Jockey-3	13767	X:9189293-9189769	9189293	9189639	9189685	9189769	8C	8933650	8D	8920486
Jockey-3	2	1.688	13767	1.688	10397	X:9203536-9204347	9203536	9203576	9204029	9204347	8D	9194656	8D	8920486
1.688	1	Jockey-3	10397	Jockey-3	5108	X:9214744-9215102	9214744	9215102	9214744	9215102	8D	9194656	8E	9206078
Jockey-3	1	1.688	5108	1.688	31658	X:9220210-9220307	9220210	9220307	9220210	9220307	8D	9194656	8E	9206078
1.688	1	Jockey-3	31658	TART	5973	X:9251965-9252272	9251965	9252272	9251965	9252272	8D	9194656	8E	9206078
TART	1	1.688	5973	Jockey-3	765	X:9258245-9258342	9258245	9258342	9258245	9258342	8D	9194656	8E	9206078
Jockey-3	1	TART	765	TART	15503	X:9259107-9259272	9259107	9259272	9259107	9259272	8D	9194656	8E	9206078
TART	2	Jockey-3	15503	1.688	27361	X:9274775-9275098	9274775	9274879	9274922	9275098	8D	9194656	8E	9206078
1.688	3	TART	27361	1.688	18118	X:9302459-9303146	9302459	9302642	9302982	9303146	8D	9194656	8E	9206078
1.688	1	1.688	18118	DNAREP1	893	X:9321264-9321611	9321264	9321611	9321264	9321611	8D	9194656	8E	9206078
DNAREP1	1	1.688	893	1.688	784	X:9322504-9322584	9322504	9322584	9322504	9322584	8D	9194656	8E	9206078
1.688	1	DNAREP1	784	HOBO	3017	X:9323368-9323723	9323368	9323723	9323368	9323723	8D	9194656	8E	9206078
HOBO 1 292	1	1.688	3017	PROTOP	6	X:9326740-9327019	9326740	9327019	9326740	9327019	8D	9194656	8E	9206078
PROTOP 17 75	1	HOBO	6	HOBO	350	X:9327025-9327094	9327025	9327094	9327025	9327094	8D	9194656	8E	9206078
HOBO 2632 3016	1	PROTOP	350	1.688	19501	X:9327444-9327833	9327444	9327833	9327444	9327833	8D	9194656	8E	9206078
1.688	1	HOBO	19501	hAT-5	17536	X:9347334-9347688	9347334	9347688	9347334	9347688	8D	9194656	8E	9206078
hAT-5	1	1.688	17536	1.688	20684	X:9365224-9365290	9365224	9365290	9365224	9365290	8D	9194656	8E	9206078
1.688	1	hAT-5	20684	Transib-1	2112	X:9385974-9386194	9385974	9386194	9385974	9386194	8D	9194656	8E	9206078
Transib-1	1	1.688	2112	Jockey-3	9858	X:9388306-9388373	9388306	9388373	9388306	9388373	8D	9194656	8E	9206078
Jockey-3	1	Transib-1	9858	1.688	13029	X:9398231-9398292	9398231	9398292	9398231	9398292	8D	9194656	8E	9206078
1.688	2	Jockey-3	13029	BARI	24388	X:9411321-9411905	9411321	9411679	9411680	9411905	8D	9194656	8F	9403278
BARI	2	1.688	24388	MINIME	6337	X:9436293-9436371	9436293	9436318	9436335	9436371	8E	9412384	8F	9403278
MINIME	1	BARI	6337	Homo9	2015	X:9442708-9442763	9442708	9442763	9442708	9442763	8E	9412384	8F	9403278
Homo9 1 107	1	MINIME	2015	Polinton-1	8190	X:9444778-9444879	9444778	9444879	9444778	9444879	8E	9412384	8F	9403278
Polinton-1	1	Homo9	8190	Jockey-3	2846	X:9453069-9453127	9453069	9453127	9453069	9453127	8E	9412384	8F	9403278
Jockey-3	2	Polinton-1	2846	TART	6961	X:9455973-9456963	9455973	9456061	9456767	9456963	8E	9412384	8F	9403278
TART	1	Jockey-3	6961	TART-A	89	X:9463924-9464427	9463924	9464427	9463924	9464427	8E	9412384	8F	9403278
TART-A 10793 11082	1	TART	89	Jockey-2	929	X:9464516-9464813	9464516	9464813	9464516	9464813	8E	9412384	8F	9403278
Jockey-2	1	TART-A	929	Jockey-3	732	X:9465742-9465871	9465742	9465871	9465742	9465871	8E	9412384	8F	9403278
Jockey-3	1	Jockey-2	732	G5	1510	X:9466603-9466661	9466603	9466661	9466603	9466661	8E	9412384	8F	9403278
G5	1	Jockey-3	1510	BEL-4	1140	X:9468171-9468270	9468171	9468270	9468171	9468270	8E	9412384	8F	9403278
BEL-4	1	G5	1140	1.688	26212	X:9469410-9469511	9469410	9469511	9469410	9469511	8E	9412384	8F	9403278
1.688	4	BEL-4	26212	1.688	13648	X:9495723-9497466	9495723	9495867	9497397	9497466	8E	9412384	8F	9403278
1.688	2	1.688	13648	Jockey-3	12247	X:9511114-9512202	9511114	9511455	9511843	9512202	8E	9412384	8F	9403278
Jockey-3	1	1.688	12247	Homo9	19441	X:9524449-9524530	9524449	9524530	9524449	9524530	8E	9412384	9A	9519828
Homo9 202 285	1	Jockey-3	19441	1.688	12785	X:9543971-9544052	9543971	9544052	9543971	9544052	8E	9412384	9A	9519828
1.688	3	Homo9	12785	Gypsy-1	9	X:9556837-9558625	9556837	9557191	9558440	9558625	8E	9412384	9A	9519828
Gypsy-1	1	1.688	9	1.688	35	X:9558634-9558804	9558634	9558804	9558634	9558804	8E	9412384	9A	9519828
1.688	2	Gypsy-1	35	Jockey-3	1585	X:9558839-9559100	9558839	9558953	9558950	9559100	8E	9412384	9A	9519828
Jockey-3	1	1.688	1585	Gypsy-10	4764	X:9560685-9560748	9560685	9560748	9560685	9560748	8E	9412384	9A	9519828
Gypsy-10	1	Jockey-3	4764	Gypsy-25	11386	X:9565512-9565600	9565512	9565600	9565512	9565600	8E	9412384	9A	9519828
Gypsy-25	1	Gypsy-10	11386	1.688	10324	X:9576986-9577037	9576986	9577037	9576986	9577037	8E	9412384	9A	9519828
1.688	4	Gypsy-25	10324	Gypsy-10	5299	X:9587361-9589174	9587361	9587590	9588817	9589174	8E	9412384	9A	9519828
Gypsy-10	1	1.688	5299	Polinton-1	2598	X:9594473-9594532	9594473	9594532	9594473	9594532	8E	9412384	9A	9519828
Polinton-1	1	Gypsy-10	2598	Gypsy-20	20208	X:9597130-9597215	9597130	9597215	9597130	9597215	8E	9412384	9A	9519828
Gypsy-20	1	Polinton-1	20208	1.688	2025	X:9617423-9617476	9617423	9617476	9617423	9617476	8F	9600461	9A	9519828
1.688	1	Gypsy-20	2025	Gypsy24-I	5943	X:9619501-9619867	9619501	9619867	9619501	9619867	8F	9600461	9A	9519828
Gypsy24-I	1	1.688	5943	Polinton-1	3834	X:9625810-9625884	9625810	9625884	9625810	9625884	8F	9600461	9A	9519828
Polinton-1	1	Gypsy24-I	3834	TART	1362	X:9629718-9629767	9629718	9629767	9629718	9629767	8F	9600461	9A	9519828
TART	1	Polinton-1	1362	Gypsy-31	1	X:9631129-9631205	9631129	9631205	9631129	9631205	8F	9600461	9A	9519828
Gypsy-31	1	TART	1	TART	776	X:9631206-9631216	9631206	9631216	9631206	9631216	8F	9600461	9A	9519828
TART	1	Gypsy-31	776	1.688	15455	X:9631992-9632091	9631992	9632091	9631992	9632091	8F	9600461	9A	9519828
1.688	1	TART	15455	DNAREP1	1009	X:9647546-9647768	9647546	9647768	9647546	9647768	8F	9600461	9A	9519828
DNAREP1	2	1.688	1009	1.688	494	X:9648777-9649260	9648777	9648861	9649201	9649260	8F	9600461	9A	9519828
1.688	2	DNAREP1	494	1.688	9758	X:9649754-9650186	9649754	9650112	9650102	9650186	8F	9600461	9A	9519828
1.688	1	1.688	9758	DNAREP1	888	X:9659944-9660305	9659944	9660305	9659944	9660305	8F	9600461	9A	9519828
DNAREP1	1	1.688	888	1.688	885	X:9661193-9661277	9661193	9661277	9661193	9661277	8F	9600461	9A	9519828
1.688	1	DNAREP1	885	1.688	2593	X:9662162-9662365	9662162	9662365	9662162	9662365	8F	9600461	9A	9519828
1.688	1	1.688	2593	1.688	22890	X:9664958-9665185	9664958	9665185	9664958	9665185	8F	9600461	9A	9519828
1.688	1	1.688	22890	DNAREP1	1008	X:9688075-9688288	9688075	9688288	9688075	9688288	8F	9600461	9A	9519828
DNAREP1	2	1.688	1008	1.688	151	X:9689296-9689779	9689296	9689380	9689724	9689779	8F	9600461	9A	9519828
1.688	1	DNAREP1	151	1.688	13524	X:9689930-9690267	9689930	9690267	9689930	9690267	8F	9600461	9A	9519828
1.688	1	1.688	13524	Helitron-N1	566	X:9703791-9704106	9703791	9704106	9703791	9704106	8F	9600461	9A	9519828
Helitron-N1	1	1.688	566	Helitron-2	3532	X:9704672-9704792	9704672	9704792	9704672	9704792	8F	9600461	9A	9519828
Helitron-2	1	Helitron-N1	3532	DNAREP1	3406	X:9708324-9708374	9708324	9708374	9708324	9708374	8F	9600461	9A	9519828
DNAREP1	1	Helitron-2	3406	1.688	13124	X:9711780-9711840	9711780	9711840	9711780	9711840	9A	9709557	9A	9519828
1.688	1	DNAREP1	13124	DNAREP1	633	X:9724964-9725322	9724964	9725322	9724964	9725322	9A	9709557	9A	9519828
DNAREP1	2	1.688	633	1.688	1006	X:9725955-9726438	9725955	9726014	9726354	9726438	9A	9709557	9A	9519828
1.688	1	DNAREP1	1006	DNAREP1	13245	X:9727444-9727660	9727444	9727660	9727444	9727660	9A	9709557	9A	9519828
DNAREP1	1	1.688	13245	1.688	588	X:9740905-9740958	9740905	9740958	9740905	9740958	9A	9709557	9A	9519828
1.688	1	DNAREP1	588	1.688	2930	X:9741546-9741863	9741546	9741863	9741546	9741863	9A	9709557	9A	9519828
1.688	1	1.688	2930	Jockey-2	5586	X:9744793-9744888	9744793	9744888	9744793	9744888	9A	9709557	9A	9519828
Jockey-2	1	1.688	5586	Jockey-1	52	X:9750474-9750568	9750474	9750568	9750474	9750568	9A	9709557	9A	9519828
Jockey-1	1	Jockey-2	52	Jockey-3	25	X:9750620-9754730	9750620	9754730	9750620	9754730	9A	9709557	9A	9519828
Jockey-3	1	Jockey-1	25	1.688	8915	X:9754755-9754855	9754755	9754855	9754755	9754855	9A	9709557	9A	9519828
1.688	1	Jockey-3	8915	Invader3	353	X:9763770-9764126	9763770	9764126	9763770	9764126	9A	9709557	9A	9519828
Invader3	3	1.688	353	1.688	11736	X:9764479-9770010	9764479	9764800	9769689	9770010	9A	9709557	9A	9519828
1.688	1	Invader3	11736	1.688	2470	X:9781746-9781946	9781746	9781946	9781746	9781946	9A	9709557	9A	9519828
1.688	2	1.688	2470	Gypsy-7	12544	X:9784416-9784874	9784416	9784539	9784537	9784874	9A	9709557	9A	9519828
Gypsy-7	1	1.688	12544	Jockey-6	3175	X:9797418-9797515	9797418	9797515	9797418	9797515	9A	9709557	9A	9519828
Jockey-6	1	Gypsy-7	3175	1.688	6105	X:9800690-9800903	9800690	9800903	9800690	9800903	9A	9709557	9A	9519828
1.688	1	Jockey-6	6105	1.688	2593	X:9807008-9807219	9807008	9807219	9807008	9807219	9A	9709557	9A	9519828
1.688	1	1.688	2593	DNAREP1	885	X:9809812-9810018	9809812	9810018	9809812	9810018	9A	9709557	9A	9519828
DNAREP1	2	1.688	885	1.688	147	X:9810903-9811386	9810903	9810987	9811331	9811386	9A	9709557	9A	9519828
1.688	1	DNAREP1	147	Jockey-6	9171	X:9811533-9811867	9811533	9811867	9811533	9811867	9A	9709557	9A	9519828
Jockey-6	1	1.688	9171	TART	92	X:9821038-9821100	9821038	9821100	9821038	9821100	9A	9709557	9A	9519828
TART	1	Jockey-6	92	Jockey-3	10072	X:9821192-9821280	9821192	9821280	9821192	9821280	9A	9709557	9A	9519828
Jockey-3	1	TART	10072	TART	20033	X:9831352-9831398	9831352	9831398	9831352	9831398	9A	9709557	9A	9519828
TART	1	Jockey-3	20033	1.688	284	X:9851431-9851764	9851431	9851764	9851431	9851764	9A	9709557	9A	9519828
1.688	2	TART	284	Loa-1	25298	X:9852048-9852633	9852048	9852400	9852439	9852633	9A	9709557	9A	9519828
Loa-1	1	1.688	25298	HeT-A3	20282	X:9877931-9877983	9877931	9877983	9877931	9877983	9A	9709557	9B	9873580
HeT-A3	1	Loa-1	20282	1.688	750	X:9898265-9898356	9898265	9898356	9898265	9898356	9A	9709557	9B	9873580
1.688	1	HeT-A3	750	Helitron-2	298	X:9899106-9899453	9899106	9899453	9899106	9899453	9A	9709557	9B	9873580
Helitron-2	1	1.688	298	BEL-21	5717	X:9899751-9899802	9899751	9899802	9899751	9899802	9A	9709557	9B	9873580
BEL-21	1	Helitron-2	5717	MICROPIA	1054	X:9905519-9905594	9905519	9905594	9905519	9905594	9A	9709557	9B	9873580
MICROPIA	3	BEL-21	1054	1.688	9804	X:9906648-9912136	9906648	9907149	9911635	9912136	9A	9709557	9B	9873580
1.688	1	MICROPIA	9804	Gypsy8-I	819	X:9921940-9922212	9921940	9922212	9921940	9922212	9A	9709557	9B	9873580
Gypsy8-I	1	1.688	819	BLASTOPIA	4822	X:9923031-9923146	9923031	9923146	9923031	9923146	9A	9709557	9B	9873580
BLASTOPIA	3	Gypsy8-I	4822	BARI	1013	X:9927968-9932976	9927968	9928233	9932711	9932976	9A	9709557	9B	9873580
BARI	1	BLASTOPIA	1013	BARI1	17	X:9933989-9934025	9933989	9934025	9933989	9934025	9A	9709557	9B	9873580
BARI1 38 67	1	BARI	17	Jockey-3	13756	X:9934042-9934071	9934042	9934071	9934042	9934071	9A	9709557	9B	9873580
Jockey-3	1	BARI1	13756	1.688	5856	X:9947827-9947910	9947827	9947910	9947827	9947910	9A	9709557	9B	9873580
1.688	2	Jockey-3	5856	1.688	9381	X:9953766-9954220	9953766	9953931	9953936	9954220	9A	9709557	9B	9873580
1.688	1	1.688	9381	Gypsy-22	19344	X:9963601-9963960	9963601	9963960	9963601	9963960	9A	9709557	9B	9873580
Gypsy-22	1	1.688	19344	Gypsy14-LTR	2502	X:9983304-9983368	9983304	9983368	9983304	9983368	9A	9709557	9B	9873580
Gypsy14-LTR	1	Gypsy-22	2502	Jockey-3	90	X:9985870-9985940	9985870	9985940	9985870	9985940	9A	9709557	9B	9873580
Jockey-3	1	Gypsy14-LTR	90	BEL-21	1045	X:9986030-9986117	9986030	9986117	9986030	9986117	9A	9709557	9B	9873580
BEL-21	1	Jockey-3	1045	REP-2	10506	X:9987162-9987201	9987162	9987201	9987162	9987201	9A	9709557	9B	9873580
REP-2	1	BEL-21	10506	Gypsy-1	3214	X:9997707-9997760	9997707	9997760	9997707	9997760	9A	9709557	9B	9873580
Gypsy-1	1	REP-2	3214	G5	3607	X:10000974-10001014	10000974	10001014	10000974	10001014	9A	9709557	9B	9873580
G5	1	Gypsy-1	3607	Jockey-1	999	X:10004621-10004941	10004621	10004941	10004621	10004941	9A	9709557	9B	9873580
Jockey-1	1	G5	999	Gypsy-2	14750	X:10005940-10006015	10005940	10006015	10005940	10006015	9A	9709557	9B	9873580
Gypsy-2	1	Jockey-1	14750	1.688	15952	X:10020765-10020868	10020765	10020868	10020765	10020868	9A	9709557	9B	9873580
1.688	2	Gypsy-2	15952	hAT-1N	9653	X:10036820-10037569	10036820	10037177	10037216	10037569	9A	9709557	9B	9873580
hAT-1N	1	1.688	9653	DMRT1B	1135	X:10047222-10047293	10047222	10047293	10047222	10047293	9A	9709557	9B	9873580
DMRT1B 3418 5181	1	hAT-1N	1135	Jockey-3	3351	X:10048428-10050188	10048428	10050188	10048428	10050188	9A	9709557	9B	9873580
Jockey-3	1	DMRT1B	3351	Gypsy8-I	1	X:10053539-10053644	10053539	10053644	10053539	10053644	9A	9709557	9B	9873580
Gypsy8-I	1	Jockey-3	1	Mariner-1	6823	X:10053645-10053675	10053645	10053675	10053645	10053675	9A	9709557	9B	9873580
Mariner-1	2	Gypsy8-I	6823	1.688	93	X:10060498-10061448	10060498	10060858	10060857	10061448	9B	10055611	9B	9873580
1.688	1	Mariner-1	93	Helitron-N1	19336	X:10061541-10061894	10061541	10061894	10061541	10061894	9B	10055611	9B	9873580
Helitron-N1	1	1.688	19336	1.688	109	X:10081230-10081277	10081230	10081277	10081230	10081277	9B	10055611	9B	9873580
1.688	2	Helitron-N1	109	1.688	9666	X:10081386-10081870	10081386	10081490	10081512	10081870	9B	10055611	9B	9873580
1.688	1	1.688	9666	1.688	17092	X:10091536-10091765	10091536	10091765	10091536	10091765	9B	10055611	9B	9873580
1.688	2	1.688	17092	DNAREP1	5913	X:10108857-10109249	10108857	10109153	10109171	10109249	9B	10055611	9B	9873580
DNAREP1	1	1.688	5913	Gypsy-31	1154	X:10115162-10115774	10115162	10115774	10115162	10115774	9B	10055611	9B	9873580
Gypsy-31	1	DNAREP1	1154	1.688	2722	X:10116928-10116967	10116928	10116967	10116928	10116967	9B	10055611	9B	9873580
1.688	1	Gypsy-31	2722	Helitron-1	884	X:10119689-10119856	10119689	10119856	10119689	10119856	9B	10055611	9B	9873580
Helitron-1	1	1.688	884	DNAREP1	66	X:10120740-10120824	10120740	10120824	10120740	10120824	9B	10055611	9B	9873580
DNAREP1	1	Helitron-1	66	1.688	285	X:10120890-10120949	10120890	10120949	10120890	10120949	9B	10055611	9B	9873580
