Cluster	Repeats	Closest_upstream	Dist_upstream	Closest_downstream	Dist_downstream	Coords	First_start	First_end	Last_start	Last_end	Cyto_band	Cyto_start	NewCyto	TransCoor
Gypsy-22	1	Gypsy8-I	15527	1.688	30307	X:8067902-8067967	8067902	8067967	8067902	8067967	7D	7947830	7E	7848090
1.688	5	Gypsy-22	30307	Galileo	9590	X:8098274-8099847	8098274	8098405	8099500	8099847	7D	7947830	7F	8078852
Galileo	1	1.688	9590	Nobel	1	X:8109437-8109449	8109437	8109449	8109437	8109449	7D	7947830	7F	8078852
Nobel	1	Galileo	1	Galileo	1	X:8109450-8109484	8109450	8109484	8109450	8109484	7D	7947830	7F	8078852
Galileo	1	Nobel	1	Galileo	13167	X:8109485-8109502	8109485	8109502	8109485	8109502	7D	7947830	7F	8078852
Galileo	1	Galileo	13167	1.688	11269	X:8122669-8122736	8122669	8122736	8122669	8122736	7D	7947830	7F	8078852
1.688	5	Galileo	11269	BEL-4	31910	X:8134005-8135461	8134005	8134153	8135217	8135461	7D	7947830	7F	8078852
BEL-4	1	1.688	31910	TART	1	X:8167371-8167394	8167371	8167394	8167371	8167394	7D	7947830	7F	8078852
TART	2	BEL-4	1	BEL-4	1	X:8167395-8167540	8167395	8167463	8167498	8167540	7D	7947830	7F	8078852
BEL-4	1	TART	1	Jockey-3	73	X:8167541-8167552	8167541	8167552	8167541	8167552	7D	7947830	7F	8078852
Jockey-3	1	BEL-4	73	Jockey-3	2773	X:8167625-8167712	8167625	8167712	8167625	8167712	7D	7947830	7F	8078852
Jockey-3	1	Jockey-3	2773	1.688	11066	X:8170485-8170715	8170485	8170715	8170485	8170715	7D	7947830	7F	8078852
1.688	4	Jockey-3	11066	ROOA	12067	X:8181781-8182846	8181781	8181896	8182633	8182846	7D	7947830	7F	8078852
ROOA	2	1.688	12067	Jockey-3	6721	X:8194913-8195131	8194913	8194966	8194967	8195131	7D	7947830	7F	8078852
Jockey-3	1	ROOA	6721	1.688	14113	X:8201852-8201950	8201852	8201950	8201852	8201950	7D	7947830	7F	8078852
1.688	3	Jockey-3	14113	1.688	15010	X:8216063-8216881	8216063	8216407	8216772	8216881	7D	7947830	7F	8078852
1.688	2	1.688	15010	Jockey-6	2723	X:8231891-8232233	8231891	8232092	8232096	8232233	7D	7947830	7F	8078852
Jockey-6	1	1.688	2723	Jockey-3	1100	X:8234956-8235131	8234956	8235131	8234956	8235131	7D	7947830	7F	8078852
Jockey-3	1	Jockey-6	1100	1.688	29796	X:8236231-8236531	8236231	8236531	8236231	8236531	7D	7947830	7F	8078852
1.688	7	Jockey-3	29796	BEL-2	2452	X:8266327-8268586	8266327	8266445	8268250	8268586	7E	8246255	8A	8260846
BEL-2	2	1.688	2452	Hoana5	15175	X:8271038-8271124	8271038	8271076	8271086	8271124	7E	8246255	8A	8260846
Hoana5 289 372	1	BEL-2	15175	1.688	15062	X:8286299-8286377	8286299	8286377	8286299	8286377	7E	8246255	8A	8260846
1.688	4	Hoana5	15062	Gypsy-22	6380	X:8301439-8302514	8301439	8301670	8302408	8302514	7E	8246255	8A	8260846
Gypsy-22	1	1.688	6380	HeT-A3	1	X:8308894-8308938	8308894	8308938	8308894	8308938	7E	8246255	8A	8260846
HeT-A3	1	Gypsy-22	1	1.688	12321	X:8308939-8308977	8308939	8308977	8308939	8308977	7E	8246255	8A	8260846
1.688	1	HeT-A3	12321	1.688	2747	X:8321298-8321395	8321298	8321395	8321298	8321395	7E	8246255	8A	8260846
1.688	1	1.688	2747	1.688	10430	X:8324142-8324195	8324142	8324195	8324142	8324195	7E	8246255	8A	8260846
1.688	7	1.688	10430	1.688	8795	X:8334625-8336836	8334625	8334679	8336517	8336836	7E	8246255	8A	8260846
1.688	1	1.688	8795	1.688	4699	X:8345631-8345737	8345631	8345737	8345631	8345737	7E	8246255	8A	8260846
1.688	3	1.688	4699	Gypsy18-I	12062	X:8350436-8351310	8350436	8350586	8350948	8351310	7E	8246255	8A	8260846
Gypsy18-I	1	1.688	12062	Gypsy-22	7820	X:8363372-8363407	8363372	8363407	8363372	8363407	7E	8246255	8A	8260846
Gypsy-22	1	Gypsy18-I	7820	Helitron-2	22061	X:8371227-8371278	8371227	8371278	8371227	8371278	7E	8246255	8A	8260846
Helitron-2	1	Gypsy-22	22061	Jockey-2	6194	X:8393339-8393388	8393339	8393388	8393339	8393388	7E	8246255	8B	8371686
Jockey-2	1	Helitron-2	6194	1.688	23869	X:8399582-8399661	8399582	8399661	8399582	8399661	7E	8246255	8B	8371686
1.688	2	Jockey-2	23869	1.688	11914	X:8423530-8424249	8423530	8423887	8423894	8424249	7E	8246255	8B	8371686
1.688	2	1.688	11914	1.688	9609	X:8436163-8436578	8436163	8436391	8436392	8436578	7E	8246255	8B	8371686
1.688	1	1.688	9609	Gypsy-38	21590	X:8446187-8446423	8446187	8446423	8446187	8446423	7E	8246255	8B	8371686
Gypsy-38	1	1.688	21590	1.688	34494	X:8468013-8468074	8468013	8468074	8468013	8468074	7F	8465639	8B	8371686
1.688	3	Gypsy-38	34494	Helena	2387	X:8502568-8503618	8502568	8502906	8503274	8503618	7F	8465639	8B	8371686
Helena	1	1.688	2387	Homo6	17970	X:8506005-8506097	8506005	8506097	8506005	8506097	7F	8465639	8B	8371686
Homo6 766 851	1	Helena	17970	1.688	18612	X:8524067-8524152	8524067	8524152	8524067	8524152	7F	8465639	8B	8371686
1.688	1	Homo6	18612	1.688	20147	X:8542764-8543082	8542764	8543082	8542764	8543082	7F	8465639	8C	8528063
1.688	1	1.688	20147	1.688	9189	X:8563229-8563580	8563229	8563580	8563229	8563580	7F	8465639	8C	8528063
1.688	2	1.688	9189	Helitron1	6830	X:8572769-8573324	8572769	8573119	8573122	8573324	7F	8465639	8C	8528063
Helitron1	1	1.688	6830	TART	2060	X:8580154-8580217	8580154	8580217	8580154	8580217	7F	8465639	8C	8528063
TART	1	Helitron1	2060	1.688	5328	X:8582277-8582688	8582277	8582688	8582277	8582688	7F	8465639	8C	8528063
1.688	1	TART	5328	TART	7766	X:8588016-8588361	8588016	8588361	8588016	8588361	7F	8465639	8C	8528063
TART	1	1.688	7766	1.688	2468	X:8596127-8596700	8596127	8596700	8596127	8596700	7F	8465639	8C	8528063
1.688	2	TART	2468	Gypsy-22	10338	X:8599168-8599697	8599168	8599302	8599345	8599697	7F	8465639	8C	8528063
Gypsy-22	1	1.688	10338	1.688	5547	X:8610035-8610107	8610035	8610107	8610035	8610107	7F	8465639	8C	8528063
1.688	2	Gypsy-22	5547	1.688	2575	X:8615654-8616148	8615654	8616006	8616008	8616148	7F	8465639	8C	8528063
1.688	2	1.688	2575	ROO	7322	X:8618723-8619222	8618723	8618874	8618888	8619222	7F	8465639	8C	8528063
ROO	1	1.688	7322	TRANSIB2	3234	X:8626544-8626962	8626544	8626962	8626544	8626962	7F	8465639	8C	8528063
TRANSIB2 1 890	1	ROO	3234	TRANSIB2	0	X:8630196-8631086	8630196	8631086	8630196	8631086	7F	8465639	8C	8528063
TRANSIB2 2283 2844	1	TRANSIB2	0	Jockey-3	7382	X:8631086-8631652	8631086	8631652	8631086	8631652	7F	8465639	8C	8528063
Jockey-3	1	TRANSIB2	7382	TART	1182	X:8639034-8639273	8639034	8639273	8639034	8639273	7F	8465639	8C	8528063
TART	1	Jockey-3	1182	1.688	14651	X:8640455-8640662	8640455	8640662	8640455	8640662	7F	8465639	8C	8528063
1.688	3	TART	14651	HelitronN-1	562	X:8655313-8656138	8655313	8655651	8656005	8656138	8A	8649407	8C	8528063
HelitronN-1	1	1.688	562	TRANSIB3	8680	X:8656700-8656806	8656700	8656806	8656700	8656806	8A	8649407	8C	8528063
TRANSIB3 2773 2882	1	HelitronN-1	8680	TRANSIB3	7	X:8665486-8665603	8665486	8665603	8665486	8665603	8A	8649407	8C	8528063
TRANSIB3 1690 1733	1	TRANSIB3	7	1.688	9296	X:8665610-8665652	8665610	8665652	8665610	8665652	8A	8649407	8C	8528063
1.688	2	TRANSIB3	9296	ROO	2140	X:8674948-8675503	8674948	8675284	8675288	8675503	8A	8649407	8C	8528063
ROO	1	1.688	2140	1.688	11011	X:8677643-8677739	8677643	8677739	8677643	8677739	8A	8649407	8C	8528063
1.688	1	ROO	11011	Jockey-6	9630	X:8688750-8689089	8688750	8689089	8688750	8689089	8A	8649407	8C	8528063
Jockey-6	1	1.688	9630	TART	16065	X:8698719-8698782	8698719	8698782	8698719	8698782	8A	8649407	8C	8528063
TART	1	Jockey-6	16065	TART	1706	X:8714847-8714940	8714847	8714940	8714847	8714940	8A	8649407	8C	8528063
TART	1	TART	1706	1.688	3017	X:8716646-8716732	8716646	8716732	8716646	8716732	8A	8649407	8C	8528063
1.688	3	TART	3017	DNAREP1	21007	X:8719749-8720476	8719749	8719929	8720300	8720476	8A	8649407	8C	8528063
DNAREP1	3	1.688	21007	BEL-7	2077	X:8741483-8741845	8741483	8741601	8741661	8741845	8A	8649407	8C	8528063
BEL-7	1	DNAREP1	2077	Polinton-1	2086	X:8743922-8744069	8743922	8744069	8743922	8744069	8A	8649407	8C	8528063
Polinton-1	1	BEL-7	2086	Jockey-6	1909	X:8746155-8746213	8746155	8746213	8746155	8746213	8A	8649407	8C	8528063
Jockey-6	1	Polinton-1	1909	TART	1600	X:8748122-8748169	8748122	8748169	8748122	8748169	8A	8649407	8C	8528063
TART	1	Jockey-6	1600	Jockey-3	133	X:8749769-8749974	8749769	8749974	8749769	8749974	8A	8649407	8C	8528063
Jockey-3	2	TART	133	P-1	6143	X:8750107-8750324	8750107	8750158	8750191	8750324	8A	8649407	8C	8528063
P-1	1	Jockey-3	6143	1.688	28026	X:8756467-8756539	8756467	8756539	8756467	8756539	8A	8649407	8C	8528063
1.688	1	P-1	28026	RSP-LIKE	14	X:8784565-8784917	8784565	8784917	8784565	8784917	8B	8768351	8D	8781722
RSP-LIKE	19	1.688	14	1.688	48	X:8784931-8787858	8784931	8784998	8787804	8787858	8B	8768351	8D	8781722
1.688	1	RSP-LIKE	48	ROO	14947	X:8787906-8788095	8787906	8788095	8787906	8788095	8B	8768351	8D	8781722
ROO	2	1.688	14947	1.688	18859	X:8803042-8807128	8803042	8804091	8804178	8807128	8B	8768351	8D	8781722
1.688	3	ROO	18859	Jockey-3	10980	X:8825987-8826823	8825987	8826326	8826679	8826823	8B	8768351	8D	8781722
Jockey-3	1	1.688	10980	BS2	17357	X:8837803-8837843	8837803	8837843	8837803	8837843	8B	8768351	8D	8781722
BS2 3027 3203	1	Jockey-3	17357	BS2	0	X:8855200-8855376	8855200	8855376	8855200	8855376	8B	8768351	8D	8781722
BS2 3647 4599	1	BS2	0	BS2	5421	X:8855376-8856302	8855376	8856302	8855376	8856302	8B	8768351	8D	8781722
BS2 3647 4599	1	BS2	5421	Jockey-3	1969	X:8861723-8862651	8861723	8862651	8861723	8862651	8B	8768351	8D	8781722
Jockey-3	1	BS2	1969	TART	5630	X:8864620-8864692	8864620	8864692	8864620	8864692	8B	8768351	8D	8781722
TART	1	Jockey-3	5630	Gypsy8-I	1490	X:8870322-8870761	8870322	8870761	8870322	8870761	8B	8768351	8D	8781722
Gypsy8-I	1	TART	1490	Jockey-3	1	X:8872251-8872387	8872251	8872387	8872251	8872387	8B	8768351	8D	8781722
Jockey-3	1	Gypsy8-I	1	Jockey-3	1496	X:8872388-8872705	8872388	8872705	8872388	8872705	8B	8768351	8D	8781722
Jockey-3	1	Jockey-3	1496	Gypsy15-LTR	2045	X:8874201-8874506	8874201	8874506	8874201	8874506	8B	8768351	8D	8781722
Gypsy15-LTR	1	Jockey-3	2045	TART	13338	X:8876551-8876692	8876551	8876692	8876551	8876692	8B	8768351	8D	8781722
TART	1	Gypsy15-LTR	13338	1.688	9270	X:8890030-8890179	8890030	8890179	8890030	8890179	8B	8768351	8D	8781722
1.688	3	TART	9270	HeT-A3	2192	X:8899449-8900224	8899449	8899658	8900059	8900224	8B	8768351	8D	8781722
HeT-A3	1	1.688	2192	Jockey-6	2889	X:8902416-8902468	8902416	8902468	8902416	8902468	8B	8768351	8D	8781722
Jockey-6	1	HeT-A3	2889	1.688	10682	X:8905357-8905497	8905357	8905497	8905357	8905497	8B	8768351	8D	8781722
1.688	1	Jockey-6	10682	TART	969	X:8916179-8916536	8916179	8916536	8916179	8916536	8B	8768351	8D	8781722
TART	1	1.688	969	Jockey-3	11877	X:8917505-8917590	8917505	8917590	8917505	8917590	8B	8768351	8D	8781722
Jockey-3	1	TART	11877	Gypsy8-I	1	X:8929467-8929509	8929467	8929509	8929467	8929509	8B	8768351	8D	8781722
Gypsy8-I	1	Jockey-3	1	Jockey-3	1	X:8929510-8929596	8929510	8929596	8929510	8929596	8B	8768351	8D	8781722
Jockey-3	1	Gypsy8-I	1	Jockey-3	1249	X:8929597-8929610	8929597	8929610	8929597	8929610	8B	8768351	8D	8781722
Jockey-3	1	Jockey-3	1249	Loa-1	153	X:8930859-8931045	8930859	8931045	8930859	8931045	8B	8768351	8D	8781722
Loa-1	1	Jockey-3	153	Gypsy-21	19422	X:8931198-8931242	8931198	8931242	8931198	8931242	8B	8768351	8D	8781722
Gypsy-21	1	Loa-1	19422	TART	5917	X:8950664-8950712	8950664	8950712	8950664	8950712	8C	8933650	8D	8781722
TART	1	Gypsy-21	5917	Galileo	4601	X:8956629-8956857	8956629	8956857	8956629	8956857	8C	8933650	8D	8781722
Galileo	1	TART	4601	Gypsy-23	667	X:8961458-8961504	8961458	8961504	8961458	8961504	8C	8933650	8D	8781722
Gypsy-23	1	Galileo	667	1.688	13899	X:8962171-8962393	8962171	8962393	8962171	8962393	8C	8933650	8D	8781722
1.688	3	Gypsy-23	13899	Helitron-1N1	1300	X:8976292-8977123	8976292	8976647	8977016	8977123	8C	8933650	8D	8781722
Helitron-1N1	1	1.688	1300	Homo6	1128	X:8978423-8978489	8978423	8978489	8978423	8978489	8C	8933650	8D	8781722
Homo6 785 874	1	Helitron-1N1	1128	1.688	19694	X:8979617-8979696	8979617	8979696	8979617	8979696	8C	8933650	8D	8781722
1.688	1	Homo6	19694	Jockey-3	13989	X:8999390-8999751	8999390	8999751	8999390	8999751	8C	8933650	8D	8781722
Jockey-3	2	1.688	13989	Gypsy2-I	675	X:9013740-9014560	9013740	9013780	9014241	9014560	8C	8933650	8D	8781722
Gypsy2-I	1	Jockey-3	675	1.688	9799	X:9015235-9015302	9015235	9015302	9015235	9015302	8C	8933650	8D	8781722
1.688	2	Gypsy2-I	9799	Jockey-3	4894	X:9025101-9025659	9025101	9025458	9025497	9025659	8C	8933650	8E	9021029
Jockey-3	1	1.688	4894	Jockey-6	2685	X:9030553-9030658	9030553	9030658	9030553	9030658	8C	8933650	8E	9021029
Jockey-6	1	Jockey-3	2685	Hoana5	16235	X:9033343-9033358	9033343	9033358	9033343	9033358	8C	8933650	8E	9021029
Hoana5 287 368	1	Jockey-6	16235	1.688	13352	X:9049593-9049682	9049593	9049682	9049593	9049682	8C	8933650	8E	9021029
1.688	2	Hoana5	13352	Jockey-9	6017	X:9063034-9063606	9063034	9063391	9063454	9063606	8C	8933650	8E	9021029
Jockey-9	1	1.688	6017	BEL-4	718	X:9069623-9069720	9069623	9069720	9069623	9069720	8C	8933650	8E	9021029
BEL-4	1	Jockey-9	718	Jockey-3	1	X:9070438-9070458	9070438	9070458	9070438	9070458	8C	8933650	8E	9021029
Jockey-3	1	BEL-4	1	BEL-4	1	X:9070459-9070630	9070459	9070630	9070459	9070630	8C	8933650	8E	9021029
BEL-4	1	Jockey-3	1	TART	15667	X:9070631-9070664	9070631	9070664	9070631	9070664	8C	8933650	8E	9021029
TART	1	BEL-4	15667	ROO	7005	X:9086331-9086571	9086331	9086571	9086331	9086571	8C	8933650	8E	9021029
ROO	3	TART	7005	1.688	20709	X:9093576-9102004	9093576	9094637	9100394	9102004	8C	8933650	8E	9021029
1.688	3	ROO	20709	1.688	18220	X:9122713-9123457	9122713	9122932	9123291	9123457	8C	8933650	8E	9021029
1.688	2	1.688	18220	MAX	478	X:9141677-9142398	9141677	9142035	9142040	9142398	8C	8933650	8E	9021029
MAX	4	1.688	478	HOBO	7853	X:9142876-9151766	9142876	9143196	9151446	9151766	8C	8933650	8E	9021029
HOBO 1 312	1	MAX	7853	PROTOP	16	X:9159619-9159977	9159619	9159977	9159619	9159977	8C	8933650	8E	9021029
PROTOP	1	HOBO	16	QUASIMODO2-I	150	X:9159993-9160062	9159993	9160062	9159993	9160062	8C	8933650	8E	9021029
QUASIMODO2-I	1	PROTOP	150	QUASIMODO2-LTR	1	X:9160212-9166297	9160212	9166297	9160212	9166297	8C	8933650	8E	9021029
QUASIMODO2-LTR	1	QUASIMODO2-I	1	PROTOP	68	X:9166298-9166413	9166298	9166413	9166298	9166413	8C	8933650	8E	9021029
PROTOP	1	QUASIMODO2-LTR	68	HOBO	-1	X:9166481-9166628	9166481	9166628	9166481	9166628	8C	8933650	8E	9021029
HOBO 2632 3016	1	PROTOP	-1	1.688	14153	X:9166627-9166983	9166627	9166983	9166627	9166983	8C	8933650	8E	9021029
1.688	1	HOBO	14153	DNAREP1	390	X:9181136-9181477	9181136	9181477	9181136	9181477	8C	8933650	8E	9021029
DNAREP1	1	1.688	390	1.688	829	X:9181867-9181944	9181867	9181944	9181867	9181944	8C	8933650	8E	9021029
1.688	1	DNAREP1	829	hAT-5	17409	X:9182773-9182845	9182773	9182845	9182773	9182845	8C	8933650	8E	9021029
hAT-5	1	1.688	17409	Helitron-N1	21309	X:9200254-9200320	9200254	9200320	9200254	9200320	8D	9194656	8E	9021029
Helitron-N1	1	hAT-5	21309	1.688	36	X:9221629-9221684	9221629	9221684	9221629	9221684	8D	9194656	8E	9021029
1.688	3	Helitron-N1	36	Transib-1	2108	X:9221720-9222395	9221720	9221863	9222225	9222395	8D	9194656	8E	9021029
Transib-1	1	1.688	2108	Jockey-3	9884	X:9224503-9224552	9224503	9224552	9224503	9224552	8D	9194656	8E	9021029
Jockey-3	1	Transib-1	9884	1.688	13066	X:9234436-9234510	9234436	9234510	9234436	9234510	8D	9194656	8E	9021029
1.688	2	Jockey-3	13066	1.688	1920	X:9247576-9248237	9247576	9247920	9247921	9248237	8D	9194656	8F	9239861
1.688	1	1.688	1920	DNAREP1	979	X:9250157-9250262	9250157	9250262	9250157	9250262	8D	9194656	8F	9239861
DNAREP1	1	1.688	979	1.688	389	X:9251241-9251318	9251241	9251318	9251241	9251318	8D	9194656	8F	9239861
1.688	3	DNAREP1	389	HeT-A3	11501	X:9251707-9252421	9251707	9251808	9252378	9252421	8D	9194656	8F	9239861
HeT-A3	1	1.688	11501	BEL-1	13787	X:9263922-9264024	9263922	9264024	9263922	9264024	8D	9194656	8F	9239861
BEL-1	1	HeT-A3	13787	M4DM	4915	X:9277811-9277853	9277811	9277853	9277811	9277853	8D	9194656	8F	9239861
M4DM 1 1435	1	BEL-1	4915	Homo3	2127	X:9282768-9284196	9282768	9284196	9282768	9284196	8D	9194656	8F	9239861
Homo3 1 96	1	M4DM	2127	Polinton-1	8173	X:9286323-9286424	9286323	9286424	9286323	9286424	8D	9194656	8F	9239861
Polinton-1	1	Homo3	8173	TART	10771	X:9294597-9294655	9294597	9294655	9294597	9294655	8D	9194656	8F	9239861
TART	1	Polinton-1	10771	TART-A	89	X:9305426-9305932	9305426	9305932	9305426	9305932	8D	9194656	8F	9239861
TART-A 10793 11082	1	TART	89	TART	703	X:9306021-9306318	9306021	9306318	9306021	9306318	8D	9194656	8F	9239861
TART	1	TART-A	703	Jockey-2	117	X:9307021-9307139	9307021	9307139	9307021	9307139	8D	9194656	8F	9239861
Jockey-2	1	TART	117	Jockey-3	723	X:9307256-9307385	9307256	9307385	9307256	9307385	8D	9194656	8F	9239861
Jockey-3	1	Jockey-2	723	G5	1522	X:9308108-9308166	9308108	9308166	9308108	9308166	8D	9194656	8F	9239861
G5	1	Jockey-3	1522	TART	1067	X:9309688-9309803	9309688	9309803	9309688	9309803	8D	9194656	8F	9239861
TART	1	G5	1067	I-2	4088	X:9310870-9311011	9310870	9311011	9310870	9311011	8D	9194656	8F	9239861
I-2	1	TART	4088	1.688	22356	X:9315099-9315176	9315099	9315176	9315099	9315176	8D	9194656	8F	9239861
1.688	2	I-2	22356	1.688	14073	X:9337532-9338312	9337532	9337889	9338243	9338312	8D	9194656	8F	9239861
1.688	1	1.688	14073	Jockey-3	3113	X:9352385-9352743	9352385	9352743	9352385	9352743	8D	9194656	9A	9343549
Jockey-3	1	1.688	3113	Jockey-3	6310	X:9355856-9356010	9355856	9356010	9355856	9356010	8D	9194656	9A	9343549
Jockey-3	1	Jockey-3	6310	Gypsy11	2887	X:9362320-9362383	9362320	9362383	9362320	9362383	8D	9194656	9A	9343549
Gypsy11	1	Jockey-3	2887	BEL-21	10874	X:9365270-9365334	9365270	9365334	9365270	9365334	8D	9194656	9A	9343549
BEL-21	1	Gypsy11	10874	Galileo	6405	X:9376208-9376261	9376208	9376261	9376208	9376261	8D	9194656	9A	9343549
Galileo	1	BEL-21	6405	1.688	14674	X:9382666-9382732	9382666	9382732	9382666	9382732	8D	9194656	9A	9343549
1.688	2	Galileo	14674	Gypsy-1	9	X:9397406-9397988	9397406	9397760	9397804	9397988	8D	9194656	9A	9343549
Gypsy-1	1	1.688	9	1.688	35	X:9397997-9398140	9397997	9398140	9397997	9398140	8D	9194656	9A	9343549
1.688	2	Gypsy-1	35	Jockey-3	1602	X:9398175-9398377	9398175	9398298	9398295	9398377	8D	9194656	9A	9343549
Jockey-3	1	1.688	1602	Gypsy-10	4741	X:9399979-9400042	9399979	9400042	9399979	9400042	8D	9194656	9A	9343549
Gypsy-10	1	Jockey-3	4741	Gypsy-22	11003	X:9404783-9404870	9404783	9404870	9404783	9404870	8D	9194656	9A	9343549
Gypsy-22	1	Gypsy-10	11003	Galileo	296	X:9415873-9415957	9415873	9415957	9415873	9415957	8E	9412384	9A	9343549
Galileo	1	Gypsy-22	296	Gypsy-25	19	X:9416253-9416302	9416253	9416302	9416253	9416302	8E	9412384	9A	9343549
Gypsy-25	1	Galileo	19	1.688	10628	X:9416321-9416372	9416321	9416372	9416321	9416372	8E	9412384	9A	9343549
1.688	2	Gypsy-25	10628	Polinton-1	7672	X:9427000-9427594	9427000	9427357	9427358	9427594	8E	9412384	9A	9343549
Polinton-1	1	1.688	7672	DNAREP1	5791	X:9435266-9435350	9435266	9435350	9435266	9435350	8E	9412384	9A	9343549
DNAREP1	1	Polinton-1	5791	TRANSIB2	3780	X:9441141-9441218	9441141	9441218	9441141	9441218	8E	9412384	9A	9343549
TRANSIB2 2283 2844	1	DNAREP1	3780	TRANSIB2	0	X:9444998-9445554	9444998	9445554	9444998	9445554	8E	9412384	9A	9343549
TRANSIB2 1 890	1	TRANSIB2	0	HOBO	4069	X:9445554-9446443	9445554	9446443	9445554	9446443	8E	9412384	9A	9343549
HOBO 1 314	1	TRANSIB2	4069	PROTOP	4	X:9450512-9450825	9450512	9450825	9450512	9450825	8E	9412384	9A	9343549
PROTOP	2	HOBO	4	HOBO	-1	X:9450829-9451194	9450829	9450898	9451060	9451194	8E	9412384	9A	9343549
HOBO 2632 3016	1	PROTOP	-1	Gypsy-20	6631	X:9451193-9451575	9451193	9451575	9451193	9451575	8E	9412384	9A	9343549
Gypsy-20	1	HOBO	6631	1.688	2214	X:9458206-9458259	9458206	9458259	9458206	9458259	8E	9412384	9A	9343549
1.688	2	Gypsy-20	2214	Polinton-1	10174	X:9460473-9461184	9460473	9460831	9460832	9461184	8E	9412384	9A	9343549
Polinton-1	1	1.688	10174	Jockey-3	1007	X:9471358-9471407	9471358	9471407	9471358	9471407	8E	9412384	9A	9343549
Jockey-3	1	Polinton-1	1007	TART	283	X:9472414-9472472	9472414	9472472	9472414	9472472	8E	9412384	9A	9343549
TART	2	Jockey-3	283	QUASIMODO2-I	1231	X:9472755-9473568	9472755	9472830	9473488	9473568	8E	9412384	9A	9343549
QUASIMODO2-I	1	TART	1231	QUASIMODO2-LTR	1	X:9474799-9480884	9474799	9480884	9474799	9480884	8E	9412384	9A	9343549
QUASIMODO2-LTR	1	QUASIMODO2-I	1	1.688	14798	X:9480885-9481001	9480885	9481001	9480885	9481001	8E	9412384	9A	9343549
1.688	1	QUASIMODO2-LTR	14798	1.688	10300	X:9495799-9496159	9495799	9496159	9495799	9496159	8E	9412384	9A	9343549
1.688	1	1.688	10300	1.688	2574	X:9506459-9506661	9506459	9506661	9506459	9506661	8E	9412384	9A	9343549
1.688	2	1.688	2574	DOC6	20372	X:9509235-9509832	9509235	9509592	9509631	9509832	8E	9412384	9A	9343549
DOC6	1	1.688	20372	1.688	2651	X:9530204-9534448	9530204	9534448	9530204	9534448	8E	9412384	9A	9343549
1.688	1	DOC6	2651	1.688	13555	X:9537099-9537452	9537099	9537452	9537099	9537452	8E	9412384	9A	9343549
1.688	3	1.688	13555	Helitron-N1	567	X:9551007-9552146	9551007	9551151	9551870	9552146	8E	9412384	9A	9343549
Helitron-N1	1	1.688	567	Helitron-2	3610	X:9552713-9552833	9552713	9552833	9552713	9552833	8E	9412384	9A	9343549
Helitron-2	1	Helitron-N1	3610	I	3365	X:9556443-9556488	9556443	9556488	9556443	9556488	8E	9412384	9A	9343549
I	1	Helitron-2	3365	Helitron-2	54	X:9559853-9565242	9559853	9565242	9559853	9565242	8E	9412384	9A	9343549
Helitron-2	1	I	54	1.688	13271	X:9565296-9565353	9565296	9565353	9565296	9565353	8E	9412384	9A	9343549
1.688	2	Helitron-2	13271	Helitron-N1	13302	X:9578624-9579186	9578624	9578980	9579014	9579186	8E	9412384	9A	9343549
Helitron-N1	1	1.688	13302	1.688	922	X:9592488-9592540	9592488	9592540	9592488	9592540	8E	9412384	9A	9343549
1.688	1	Helitron-N1	922	1.688	2577	X:9593462-9593820	9593462	9593820	9593462	9593820	8E	9412384	9A	9343549
1.688	1	1.688	2577	1.688	14610	X:9596397-9596492	9596397	9596492	9596397	9596492	8E	9412384	9A	9343549
1.688	2	1.688	14610	1.688	12287	X:9611102-9611655	9611102	9611460	9611461	9611655	8F	9600461	9A	9343549
1.688	1	1.688	12287	Gypsy-7	12739	X:9623942-9624287	9623942	9624287	9623942	9624287	8F	9600461	9A	9343549
Gypsy-7	1	1.688	12739	Jockey-3	931	X:9637026-9637120	9637026	9637120	9637026	9637120	8F	9600461	9A	9343549
Jockey-3	1	Gypsy-7	931	Jockey-6	2194	X:9638051-9638111	9638051	9638111	9638051	9638111	8F	9600461	9A	9343549
Jockey-6	1	Jockey-3	2194	1.688	6343	X:9640305-9640518	9640305	9640518	9640305	9640518	8F	9600461	9A	9343549
1.688	1	Jockey-6	6343	1.688	2541	X:9646861-9647193	9646861	9647193	9646861	9647193	8F	9600461	9A	9343549
1.688	2	1.688	2541	TART	9096	X:9649734-9650104	9649734	9649940	9649941	9650104	8F	9600461	9A	9343549
TART	1	1.688	9096	Nobel	9822	X:9659200-9659283	9659200	9659283	9659200	9659283	8F	9600461	9A	9343549
Nobel	1	TART	9822	Jockey-3	231	X:9669105-9669148	9669105	9669148	9669105	9669148	8F	9600461	9A	9343549
Jockey-3	1	Nobel	231	TART	20066	X:9669379-9669425	9669379	9669425	9669379	9669425	8F	9600461	9A	9343549
TART	1	Jockey-3	20066	1.688	272	X:9689491-9689835	9689491	9689835	9689491	9689835	8F	9600461	9A	9343549
1.688	2	TART	272	Loa-1	25370	X:9690107-9690764	9690107	9690465	9690499	9690764	8F	9600461	9A	9343549
Loa-1	1	1.688	25370	Gypsy4-I	20433	X:9716134-9716184	9716134	9716184	9716134	9716184	9A	9709557	9B	9711760
Gypsy4-I	1	Loa-1	20433	1.688	724	X:9736617-9736746	9736617	9736746	9736617	9736746	9A	9709557	9B	9711760
