Cluster	Repeats	Closest_upstream	Dist_upstream	Closest_downstream	Dist_downstream	Coords	First_start	First_end	Last_start	Last_end	Cyto_band	Cyto_start	NewCyto	TransCoor
BS2 2676 4721	1	1.688	11226	TART	5213	X:6671252-6673297	6671252	6673297	6671252	6673297	6C	6585391	6E	6639414
TART	1	BS2	5213	Gypsy-21	5437	X:6678510-6678577	6678510	6678577	6678510	6678577	6C	6585391	6E	6639414
Gypsy-21	1	TART	5437	Invader3	240	X:6684014-6684166	6684014	6684166	6684014	6684166	6C	6585391	6E	6639414
Invader3	1	Gypsy-21	240	M4DM	454	X:6684406-6684476	6684406	6684476	6684406	6684476	6C	6585391	6E	6639414
M4DM 331 384	1	Invader3	454	Gypsy-12	110	X:6684930-6684984	6684930	6684984	6684930	6684984	6C	6585391	6E	6639414
Gypsy-12	1	M4DM	110	Gypsy-21	2	X:6685094-6685265	6685094	6685265	6685094	6685265	6C	6585391	6E	6639414
Gypsy-21	1	Gypsy-12	2	1.688	7107	X:6685267-6685458	6685267	6685458	6685267	6685458	6C	6585391	6E	6639414
1.688	62	Gypsy-21	7107	Homo6	5364	X:6692565-6714109	6692565	6692694	6713832	6714109	6C	6585391	6E	6639414
Homo6 791 832	1	1.688	5364	Polinton-1	4359	X:6719473-6719514	6719473	6719514	6719473	6719514	6C	6585391	6E	6639414
Polinton-1	1	Homo6	4359	MINIME	8164	X:6723873-6723974	6723873	6723974	6723873	6723974	6C	6585391	6E	6639414
MINIME	1	Polinton-1	8164	1.688	5081	X:6732138-6732175	6732138	6732175	6732138	6732175	6C	6585391	6E	6639414
1.688	8	MINIME	5081	RSP-LIKE	42	X:6737256-6739753	6737256	6737406	6739613	6739753	6C	6585391	6E	6639414
RSP-LIKE	1	1.688	42	BARI1	21530	X:6739795-6739900	6739795	6739900	6739795	6739900	6C	6585391	6E	6639414
BARI1 36 99	1	RSP-LIKE	21530	BARI1	-5	X:6761430-6761494	6761430	6761494	6761430	6761494	6C	6585391	6E	6639414
BARI1 41 88	1	BARI1	-5	Helitron-N2	8276	X:6761489-6761535	6761489	6761535	6761489	6761535	6C	6585391	6E	6639414
Helitron-N2	1	BARI1	8276	DNAREP1	26712	X:6769811-6769894	6769811	6769894	6769811	6769894	6C	6585391	6E	6639414
DNAREP1	1	Helitron-N2	26712	Gypsy12-I	1754	X:6796606-6796747	6796606	6796747	6796606	6796747	6D	6779511	6E	6639414
Gypsy12-I	2	DNAREP1	1754	Gypsy12-LTR	5	X:6798501-6799061	6798501	6798805	6798803	6799061	6D	6779511	6E	6639414
Gypsy12-LTR	1	Gypsy12-I	5	1.688	33	X:6799066-6799416	6799066	6799416	6799066	6799416	6D	6779511	6E	6639414
1.688	3	Gypsy12-LTR	33	1.688	6010	X:6799449-6800750	6799449	6799563	6800741	6800750	6D	6779511	6E	6639414
1.688	3	1.688	6010	1.688	15302	X:6806760-6807750	6806760	6807056	6807458	6807750	6D	6779511	6E	6639414
1.688	2	1.688	15302	1.688	31523	X:6823052-6823521	6823052	6823338	6823387	6823521	6D	6779511	6E	6639414
1.688	2	1.688	31523	TART	3883	X:6855044-6855340	6855044	6855117	6855152	6855340	6D	6779511	6F	6831510
TART	2	1.688	3883	BEL-21	18249	X:6859223-6860235	6859223	6859757	6860088	6860235	6D	6779511	6F	6831510
BEL-21	1	TART	18249	Jockey-3	9509	X:6878484-6878561	6878484	6878561	6878484	6878561	6E	6863446	6F	6831510
Jockey-3	1	BEL-21	9509	1.688	8384	X:6888070-6888166	6888070	6888166	6888070	6888166	6E	6863446	6F	6831510
1.688	3	Jockey-3	8384	HeT-A3	995	X:6896550-6897203	6896550	6896682	6897022	6897203	6E	6863446	6F	6831510
HeT-A3	1	1.688	995	BEL-21	9090	X:6898198-6898292	6898198	6898292	6898198	6898292	6E	6863446	6F	6831510
BEL-21	1	HeT-A3	9090	Helitron1	1740	X:6907382-6907422	6907382	6907422	6907382	6907422	6E	6863446	6F	6831510
Helitron1	1	BEL-21	1740	BARI1	663	X:6909162-6909213	6909162	6909213	6909162	6909213	6E	6863446	6F	6831510
BARI1 37 99	1	Helitron1	663	BARI1	-5	X:6909876-6909939	6909876	6909939	6909876	6909939	6E	6863446	6F	6831510
BARI1 35 88	1	BARI1	-5	Helitron1	3216	X:6909934-6909986	6909934	6909986	6909934	6909986	6E	6863446	6F	6831510
Helitron1	1	BARI1	3216	REP-2	1535	X:6913202-6913256	6913202	6913256	6913202	6913256	6E	6863446	6F	6831510
REP-2	1	Helitron1	1535	1.688	387	X:6914791-6914889	6914791	6914889	6914791	6914889	6E	6863446	6F	6831510
1.688	2	REP-2	387	Gypsy-2	18366	X:6915276-6915767	6915276	6915437	6915463	6915767	6E	6863446	6F	6831510
Gypsy-2	4	1.688	18366	BEL3	16650	X:6934133-6941108	6934133	6934156	6940861	6941108	6E	6863446	6F	6831510
BEL3	1	Gypsy-2	16650	1.688	6303	X:6957758-6957813	6957758	6957813	6957758	6957813	6E	6863446	7A	6955685
1.688	3	BEL3	6303	1.688	24309	X:6964116-6964792	6964116	6964238	6964652	6964792	6E	6863446	7A	6955685
1.688	5	1.688	24309	TART	243	X:6989101-6990600	6989101	6989290	6990418	6990600	6E	6863446	7A	6955685
TART	1	1.688	243	BEL-1	1745	X:6990843-6990973	6990843	6990973	6990843	6990973	6E	6863446	7A	6955685
BEL-1	1	TART	1745	TART	622	X:6992718-6992759	6992718	6992759	6992718	6992759	6E	6863446	7A	6955685
TART	1	BEL-1	622	Jockey-3	15849	X:6993381-6993481	6993381	6993481	6993381	6993481	6E	6863446	7A	6955685
Jockey-3	1	TART	15849	Jockey-6	4526	X:7009330-7009414	7009330	7009414	7009330	7009414	6E	6863446	7A	6955685
Jockey-6	2	Jockey-3	4526	Gypsy-23	2389	X:7013940-7014094	7013940	7013956	7014069	7014094	6E	6863446	7A	6955685
Gypsy-23	1	Jockey-6	2389	RSP-LIKE	2579	X:7016483-7016574	7016483	7016574	7016483	7016574	6E	6863446	7A	6955685
RSP-LIKE	1	Gypsy-23	2579	1.688	504	X:7019153-7019195	7019153	7019195	7019153	7019195	6E	6863446	7A	6955685
1.688	4	RSP-LIKE	504	1.688	15370	X:7019699-7020679	7019699	7019999	7020580	7020679	6E	6863446	7A	6955685
1.688	5	1.688	15370	HeT-A3	10421	X:7036049-7037677	7036049	7036340	7037424	7037677	6F	7033899	7A	6955685
HeT-A3	1	1.688	10421	Gypsy-22	33317	X:7048098-7048176	7048098	7048176	7048098	7048176	6F	7033899	7A	6955685
Gypsy-22	1	HeT-A3	33317	Gypsy8-I	3431	X:7081493-7081577	7081493	7081577	7081493	7081577	6F	7033899	7B	7063785
Gypsy8-I	1	Gypsy-22	3431	Jockey-3	1521	X:7085008-7085100	7085008	7085100	7085008	7085100	6F	7033899	7B	7063785
Jockey-3	1	Gypsy8-I	1521	TART	836	X:7086621-7086953	7086621	7086953	7086621	7086953	6F	7033899	7B	7063785
TART	1	Jockey-3	836	Gypsy-22	5450	X:7087789-7087979	7087789	7087979	7087789	7087979	6F	7033899	7B	7063785
Gypsy-22	1	TART	5450	TART	11068	X:7093429-7093524	7093429	7093524	7093429	7093524	6F	7033899	7B	7063785
TART	1	Gypsy-22	11068	Transib-3	994	X:7104592-7104698	7104592	7104698	7104592	7104698	6F	7033899	7B	7063785
Transib-3	1	TART	994	Helitron-1	93826	X:7105692-7105728	7105692	7105728	7105692	7105728	6F	7033899	7B	7063785
Helitron-1	1	Transib-3	93826	1.688	19282	X:7199554-7199655	7199554	7199655	7199554	7199655	7A	7150637	7B	7063785
1.688	4	Helitron-1	19282	DNAREP1	11067	X:7218937-7220101	7218937	7219019	7219986	7220101	7A	7150637	7B	7063785
DNAREP1	1	1.688	11067	TART	61897	X:7231168-7231266	7231168	7231266	7231168	7231266	7A	7150637	7B	7063785
TART	1	DNAREP1	61897	Helitron-2	20873	X:7293163-7293228	7293163	7293228	7293163	7293228	7B	7286018	7B	7063785
Helitron-2	1	TART	20873	DNAREP1	55	X:7314101-7314160	7314101	7314160	7314101	7314160	7B	7286018	7B	7063785
DNAREP1	1	Helitron-2	55	Helitron-2N	3094	X:7314215-7314330	7314215	7314330	7314215	7314330	7B	7286018	7B	7063785
Helitron-2N	1	DNAREP1	3094	TART	56319	X:7317424-7317491	7317424	7317491	7317424	7317491	7B	7286018	7B	7063785
TART	1	Helitron-2N	56319	Jockey-3	35277	X:7373810-7373904	7373810	7373904	7373810	7373904	7B	7286018	7B	7063785
Jockey-3	1	TART	35277	Jockey-3	12343	X:7409181-7409320	7409181	7409320	7409181	7409320	7B	7286018	7B	7063785
Jockey-3	1	Jockey-3	12343	TART	85	X:7421663-7421999	7421663	7421999	7421663	7421999	7B	7286018	7B	7063785
TART	2	Jockey-3	85	Gypsy-41	3700	X:7422084-7422778	7422084	7422326	7422517	7422778	7B	7286018	7B	7063785
Gypsy-41	1	TART	3700	TART	847	X:7426478-7426539	7426478	7426539	7426478	7426539	7B	7286018	7B	7063785
TART	1	Gypsy-41	847	Gypsy8-I	1	X:7427386-7427475	7427386	7427475	7427386	7427475	7B	7286018	7B	7063785
Gypsy8-I	1	TART	1	TART	10762	X:7427476-7427489	7427476	7427489	7427476	7427489	7B	7286018	7B	7063785
TART	1	Gypsy8-I	10762	Jockey-6	81	X:7438251-7438328	7438251	7438328	7438251	7438328	7B	7286018	7B	7063785
Jockey-6	1	TART	81	TART	2580	X:7438409-7438553	7438409	7438553	7438409	7438553	7B	7286018	7B	7063785
TART	1	Jockey-6	2580	Jockey-3	6920	X:7441133-7441233	7441133	7441233	7441133	7441233	7B	7286018	7B	7063785
Jockey-3	1	TART	6920	Jockey-3	1751	X:7448153-7448423	7448153	7448423	7448153	7448423	7B	7286018	7B	7063785
Jockey-3	1	Jockey-3	1751	BARI1	2928	X:7450174-7450351	7450174	7450351	7450174	7450351	7B	7286018	7B	7063785
BARI1 1626 1702	1	Jockey-3	2928	BARI1	-5	X:7453279-7453359	7453279	7453359	7453279	7453359	7B	7286018	7B	7063785
BARI1 41 88	1	BARI1	-5	Jockey-3	7495	X:7453354-7453400	7453354	7453400	7453354	7453400	7B	7286018	7B	7063785
Jockey-3	1	BARI1	7495	Jockey-3	3168	X:7460895-7461138	7460895	7461138	7460895	7461138	7B	7286018	7B	7063785
Jockey-3	1	Jockey-3	3168	BARI1	16162	X:7464306-7464507	7464306	7464507	7464306	7464507	7B	7286018	7B	7063785
BARI1 1626 1690	1	Jockey-3	16162	BARI1	-5	X:7480669-7480735	7480669	7480735	7480669	7480735	7B	7286018	7B	7063785
BARI1 37 88	1	BARI1	-5	R1	11283	X:7480730-7480780	7480730	7480780	7480730	7480780	7B	7286018	7B	7063785
R1	1	BARI1	11283	Jockey-3	1	X:7492063-7492086	7492063	7492086	7492063	7492086	7B	7286018	7B	7063785
Jockey-3	1	R1	1	R1	69	X:7492087-7492130	7492087	7492130	7492087	7492130	7B	7286018	7B	7063785
R1	1	Jockey-3	69	Gypsy15-I	181	X:7492199-7492213	7492199	7492213	7492199	7492213	7B	7286018	7B	7063785
Gypsy15-I	1	R1	181	Jockey-6	11667	X:7492394-7492428	7492394	7492428	7492394	7492428	7B	7286018	7B	7063785
Jockey-6	1	Gypsy15-I	11667	1.688	22884	X:7504095-7504207	7504095	7504207	7504095	7504207	7B	7286018	7B	7063785
1.688	4	Jockey-6	22884	HeT-A3	1638	X:7527091-7528122	7527091	7527250	7527968	7528122	7B	7286018	7B	7063785
HeT-A3	1	1.688	1638	Helitron-2	197	X:7529760-7529817	7529760	7529817	7529760	7529817	7B	7286018	7B	7063785
Helitron-2	1	HeT-A3	197	BEL-21	24853	X:7530014-7530074	7530014	7530074	7530014	7530074	7B	7286018	7B	7063785
BEL-21	1	Helitron-2	24853	Helitron-N1	2451	X:7554927-7555002	7554927	7555002	7554927	7555002	7B	7286018	7B	7063785
Helitron-N1	1	BEL-21	2451	1.688	4964	X:7557453-7557502	7557453	7557502	7557453	7557502	7B	7286018	7B	7063785
1.688	3	Helitron-N1	4964	Homo10	11421	X:7562466-7563095	7562466	7562560	7562920	7563095	7B	7286018	7B	7063785
Homo10 1251 1360	1	1.688	11421	MAX	360	X:7574516-7574633	7574516	7574633	7574516	7574633	7B	7286018	7B	7063785
MAX	1	Homo10	360	1.688	11086	X:7574993-7575050	7574993	7575050	7574993	7575050	7B	7286018	7B	7063785
1.688	128	MAX	11086	RSP-LIKE	87	X:7586136-7603209	7586136	7586246	7603075	7603209	7B	7286018	7C	7575648
RSP-LIKE	1	1.688	87	BARI1	14755	X:7603296-7603369	7603296	7603369	7603296	7603369	7B	7286018	7C	7575648
BARI1 37 88	1	RSP-LIKE	14755	BARI1	1	X:7618124-7618174	7618124	7618174	7618124	7618174	7B	7286018	7C	7575648
BARI1 38 95	1	BARI1	1	1.688	7317	X:7618175-7618231	7618175	7618231	7618175	7618231	7B	7286018	7C	7575648
1.688	3	BARI1	7317	1.688	40156	X:7625548-7626218	7625548	7625725	7626096	7626218	7B	7286018	7C	7575648
1.688	1	1.688	40156	DNAREP1	1659	X:7666374-7666495	7666374	7666495	7666374	7666495	7B	7286018	7C	7575648
DNAREP1	1	1.688	1659	S2	10646	X:7668154-7668285	7668154	7668285	7668154	7668285	7B	7286018	7C	7575648
S2	1	DNAREP1	10646	Helitron-N2	5539	X:7678931-7678981	7678931	7678981	7678931	7678981	7B	7286018	7C	7575648
Helitron-N2	1	S2	5539	1.688	84126	X:7684520-7684561	7684520	7684561	7684520	7684561	7B	7286018	7C	7575648
1.688	2	Helitron-N2	84126	Helitron-2N	9529	X:7768687-7769239	7768687	7769027	7769059	7769239	7B	7286018	7C	7575648
Helitron-2N	1	1.688	9529	1.688	896	X:7778768-7778862	7778768	7778862	7778768	7778862	7B	7286018	7C	7575648
1.688	3	Helitron-2N	896	TART	7172	X:7779758-7780465	7779758	7779911	7780285	7780465	7B	7286018	7C	7575648
TART	1	1.688	7172	BEL-1	1497	X:7787637-7787720	7787637	7787720	7787637	7787720	7B	7286018	7C	7575648
BEL-1	1	TART	1497	BEL-10	444	X:7789217-7789271	7789217	7789271	7789217	7789271	7B	7286018	7C	7575648
BEL-10	1	BEL-1	444	1.688	10744	X:7789715-7789817	7789715	7789817	7789715	7789817	7B	7286018	7C	7575648
1.688	7	BEL-10	10744	Galileo	5932	X:7800561-7802535	7800561	7800857	7802438	7802535	7B	7286018	7D	7798671
Galileo	1	1.688	5932	Jockey-3	9014	X:7808467-7808501	7808467	7808501	7808467	7808501	7C	7801643	7D	7798671
Jockey-3	1	Galileo	9014	Gypsy-23	864	X:7817515-7817690	7817515	7817690	7817515	7817690	7C	7801643	7D	7798671
Gypsy-23	1	Jockey-3	864	Gypsy8-I	28003	X:7818554-7818848	7818554	7818848	7818554	7818848	7C	7801643	7D	7798671
Gypsy8-I	1	Gypsy-23	28003	Homo6	38933	X:7846851-7846886	7846851	7846886	7846851	7846886	7C	7801643	7D	7798671
Homo6 733 879	1	Gypsy8-I	38933	BARI1	5250	X:7885819-7885963	7885819	7885963	7885819	7885963	7C	7801643	7D	7798671
BARI1 41 95	1	Homo6	5250	BARI1	1	X:7891213-7891266	7891213	7891266	7891213	7891266	7C	7801643	7D	7798671
BARI1 38 88	1	BARI1	1	1.688	15254	X:7891267-7891316	7891267	7891316	7891267	7891316	7C	7801643	7D	7798671
1.688	2	BARI1	15254	1.688	22532	X:7906570-7906850	7906570	7906680	7906687	7906850	7C	7801643	7D	7798671
1.688	2	1.688	22532	Jockey-6	16155	X:7929382-7929807	7929382	7929600	7929596	7929807	7C	7801643	7D	7798671
Jockey-6	1	1.688	16155	Gypsy8-I	6777	X:7945962-7946146	7945962	7946146	7945962	7946146	7C	7801643	7D	7798671
Gypsy8-I	1	Jockey-6	6777	Jockey-3	1	X:7952923-7952934	7952923	7952934	7952923	7952934	7D	7947830	7D	7798671
Jockey-3	1	Gypsy8-I	1	Gypsy-2	491	X:7952935-7953019	7952935	7953019	7952935	7953019	7D	7947830	7D	7798671
Gypsy-2	1	Jockey-3	491	Gypsy8-I	29236	X:7953510-7953543	7953510	7953543	7953510	7953543	7D	7947830	7D	7798671
Gypsy8-I	2	Gypsy-2	29236	Jockey-3	491	X:7982779-7983637	7982779	7982954	7983501	7983637	7D	7947830	7D	7798671
Jockey-3	1	Gypsy8-I	491	HeT-A3	3208	X:7984128-7984289	7984128	7984289	7984128	7984289	7D	7947830	7D	7798671
HeT-A3	1	Jockey-3	3208	Jockey-3	9567	X:7987497-7987567	7987497	7987567	7987497	7987567	7D	7947830	7D	7798671
Jockey-3	1	HeT-A3	9567	TART	1237	X:7997134-7997270	7997134	7997270	7997134	7997270	7D	7947830	7D	7798671
TART	2	Jockey-3	1237	1.688	30347	X:7998507-7999099	7998507	7998715	7998819	7999099	7D	7947830	7D	7798671
1.688	3	TART	30347	1.688	9671	X:8029446-8030344	8029446	8029623	8029997	8030344	7D	7947830	7E	8026318
1.688	28	1.688	9671	Jockey-6	17859	X:8040015-8050749	8040015	8040361	8050419	8050749	7D	7947830	7E	8026318
Jockey-6	1	1.688	17859	1.688	9574	X:8068608-8068857	8068608	8068857	8068608	8068857	7D	7947830	7E	8026318
1.688	7	Jockey-6	9574	DNAREP1	15603	X:8078431-8080763	8078431	8078777	8080592	8080763	7D	7947830	7E	8026318
DNAREP1	2	1.688	15603	Homo6	2539	X:8096366-8096725	8096366	8096604	8096625	8096725	7D	7947830	7E	8026318
Homo6 761 824	1	DNAREP1	2539	1.688	2155	X:8099264-8099327	8099264	8099327	8099264	8099327	7D	7947830	7E	8026318
1.688	2	Homo6	2155	Gypsy6-I	11111	X:8101482-8102188	8101482	8101829	8101841	8102188	7D	7947830	7E	8026318
Gypsy6-I	1	1.688	11111	1.688	9349	X:8113299-8113359	8113299	8113359	8113299	8113359	7D	7947830	7E	8026318
1.688	2	Gypsy6-I	9349	Homo6	5518	X:8122708-8123277	8122708	8123063	8123065	8123277	7D	7947830	7E	8026318
Homo6 693 786	1	1.688	5518	1.688	22313	X:8128795-8128881	8128795	8128881	8128795	8128881	7D	7947830	7E	8026318
1.688	4	Homo6	22313	Helitron-N1	17653	X:8151194-8152489	8151194	8151545	8152254	8152489	7D	7947830	7E	8026318
Helitron-N1	1	1.688	17653	DNAREP1	35	X:8170142-8170195	8170142	8170195	8170142	8170195	7D	7947830	7E	8026318
DNAREP1	1	Helitron-N1	35	1.688	3114	X:8170230-8170315	8170230	8170315	8170230	8170315	7D	7947830	7E	8026318
1.688	2	DNAREP1	3114	Outcast-2	12026	X:8173429-8173896	8173429	8173559	8173568	8173896	7D	7947830	7E	8026318
Outcast-2	1	1.688	12026	Jockey-3	2735	X:8185922-8186243	8185922	8186243	8185922	8186243	7D	7947830	7E	8026318
Jockey-3	1	Outcast-2	2735	BEL-21	5344	X:8188978-8189049	8188978	8189049	8188978	8189049	7D	7947830	7E	8026318
BEL-21	1	Jockey-3	5344	HeT-A3	1622	X:8194393-8194428	8194393	8194428	8194393	8194428	7D	7947830	7E	8026318
HeT-A3	1	BEL-21	1622	ROO	9790	X:8196050-8196088	8196050	8196088	8196050	8196088	7D	7947830	7E	8026318
ROO	1	HeT-A3	9790	Jockey-3	2484	X:8205878-8205986	8205878	8205986	8205878	8205986	7D	7947830	7E	8026318
Jockey-3	1	ROO	2484	DNAREP1	2507	X:8208470-8208502	8208470	8208502	8208470	8208502	7D	7947830	7E	8026318
DNAREP1	2	Jockey-3	2507	1.688	10439	X:8211009-8211179	8211009	8211052	8211086	8211179	7D	7947830	7E	8026318
1.688	3	DNAREP1	10439	P-1	12903	X:8221618-8222302	8221618	8221826	8222189	8222302	7D	7947830	7E	8026318
P-1	1	1.688	12903	BARI1	7641	X:8235205-8235282	8235205	8235282	8235205	8235282	7D	7947830	7E	8026318
BARI1 23 99	1	P-1	7641	BARI1	-5	X:8242923-8243006	8242923	8243006	8242923	8243006	7D	7947830	7E	8026318
BARI1 25 88	1	BARI1	-5	P-1	406	X:8243001-8243063	8243001	8243063	8243001	8243063	7D	7947830	7E	8026318
P-1	1	BARI1	406	1.688	30464	X:8243469-8243546	8243469	8243546	8243469	8243546	7D	7947830	7E	8026318
1.688	6	P-1	30464	BEL-10	9344	X:8274010-8275752	8274010	8274099	8275510	8275752	7E	8246255	7F	8256814
BEL-10	1	1.688	9344	REP-1	13108	X:8285096-8285134	8285096	8285134	8285096	8285134	7E	8246255	7F	8256814
REP-1	1	BEL-10	13108	1.688	11099	X:8298242-8298301	8298242	8298301	8298242	8298301	7E	8246255	7F	8256814
1.688	3	REP-1	11099	TART	32168	X:8309400-8310209	8309400	8309518	8309862	8310209	7E	8246255	7F	8256814
TART	2	1.688	32168	Jockey-3	2666	X:8342377-8342795	8342377	8342447	8342474	8342795	7E	8246255	7F	8256814
Jockey-3	1	TART	2666	1.688	10884	X:8345461-8345739	8345461	8345739	8345461	8345739	7E	8246255	7F	8256814
1.688	3	Jockey-3	10884	MINIME	4546	X:8356623-8357341	8356623	8356739	8357128	8357341	7E	8246255	7F	8256814
MINIME	1	1.688	4546	ROOA	7590	X:8361887-8361941	8361887	8361941	8361887	8361941	7E	8246255	7F	8256814
ROOA	2	MINIME	7590	Jockey-3	6749	X:8369531-8369735	8369531	8369584	8369585	8369735	7E	8246255	7F	8256814
Jockey-3	1	ROOA	6749	1.688	14104	X:8376484-8376582	8376484	8376582	8376484	8376582	7E	8246255	7F	8256814
1.688	4	Jockey-3	14104	BEL3	9582	X:8390686-8392082	8390686	8391028	8391762	8392082	7E	8246255	7F	8256814
BEL3	1	1.688	9582	1.688	5433	X:8401664-8401701	8401664	8401701	8401664	8401701	7E	8246255	7F	8256814
1.688	2	BEL3	5433	Jockey-3	2717	X:8407134-8407493	8407134	8407343	8407349	8407493	7E	8246255	7F	8256814
Jockey-3	1	1.688	2717	Jockey-3	1112	X:8410210-8410373	8410210	8410373	8410210	8410373	7E	8246255	7F	8256814
Jockey-3	1	Jockey-3	1112	Jockey-3	17219	X:8411485-8411785	8411485	8411785	8411485	8411785	7E	8246255	7F	8256814
Jockey-3	1	Jockey-3	17219	1.688	12484	X:8429004-8429075	8429004	8429075	8429004	8429075	7E	8246255	7F	8256814
1.688	5	Jockey-3	12484	BEL-2	2407	X:8441559-8443105	8441559	8441677	8442916	8443105	7E	8246255	8A	8436151
BEL-2	1	1.688	2407	Helitron-2	1955	X:8445512-8445550	8445512	8445550	8445512	8445550	7E	8246255	8A	8436151
Helitron-2	1	BEL-2	1955	1.688	28601	X:8447505-8447561	8447505	8447561	8447505	8447561	7E	8246255	8A	8436151
1.688	8	Helitron-2	28601	HeT-A3	6417	X:8476162-8478660	8476162	8476370	8478554	8478660	7F	8465639	8A	8436151
HeT-A3	1	1.688	6417	1.688	12360	X:8485077-8485120	8485077	8485120	8485077	8485120	7F	8465639	8A	8436151
1.688	1	HeT-A3	12360	1.688	2830	X:8497480-8497576	8497480	8497576	8497480	8497576	7F	8465639	8A	8436151
1.688	1	1.688	2830	DOC6	1465	X:8500406-8500488	8500406	8500488	8500406	8500488	7F	8465639	8A	8436151
DOC6	1	1.688	1465	1.688	8695	X:8501953-8506195	8501953	8506195	8501953	8506195	7F	8465639	8A	8436151
1.688	43	DOC6	8695	R1-7	6830	X:8514890-8530145	8514890	8515126	8529793	8530145	7F	8465639	8A	8436151
R1-7	1	1.688	6830	HeT-A3	20938	X:8536975-8537021	8536975	8537021	8536975	8537021	7F	8465639	8B	8532798
HeT-A3	1	R1-7	20938	P-1	1	X:8557959-8557972	8557959	8557972	8557959	8557972	7F	8465639	8B	8532798
P-1	1	HeT-A3	1	Jockey-3	3950	X:8557973-8558045	8557973	8558045	8557973	8558045	7F	8465639	8B	8532798
Jockey-3	1	P-1	3950	Gypsy8-I	1994	X:8561995-8562154	8561995	8562154	8561995	8562154	7F	8465639	8B	8532798
Gypsy8-I	1	Jockey-3	1994	Jockey-3	1	X:8564148-8564207	8564148	8564207	8564148	8564207	7F	8465639	8B	8532798
Jockey-3	2	Gypsy8-I	1	BEL-7	5685	X:8564208-8564754	8564208	8564422	8564555	8564754	7F	8465639	8B	8532798
BEL-7	1	Jockey-3	5685	DNAREP1	2078	X:8570439-8570586	8570439	8570586	8570439	8570586	7F	8465639	8B	8532798
DNAREP1	3	BEL-7	2078	1.688	21162	X:8572664-8572986	8572664	8572832	8572868	8572986	7F	8465639	8B	8532798
1.688	2	DNAREP1	21162	TART	3021	X:8594148-8594689	8594148	8594496	8594521	8594689	7F	8465639	8B	8532798
TART	1	1.688	3021	TART	1688	X:8597710-8597796	8597710	8597796	8597710	8597796	7F	8465639	8B	8532798
TART	1	TART	1688	Jockey-6	16166	X:8599484-8599580	8599484	8599580	8599484	8599580	7F	8465639	8B	8532798
Jockey-6	1	TART	16166	1.688	9586	X:8615746-8615801	8615746	8615801	8615746	8615801	7F	8465639	8B	8532798
1.688	2	Jockey-6	9586	ROO	10965	X:8625387-8626085	8625387	8625726	8625747	8626085	7F	8465639	8B	8532798
ROO	1	1.688	10965	1.688	2177	X:8637050-8637146	8637050	8637146	8637050	8637146	7F	8465639	8B	8532798
1.688	3	ROO	2177	TRANSIB3	8984	X:8639323-8640076	8639323	8639545	8639900	8640076	7F	8465639	8B	8532798
TRANSIB3 1690 1733	1	1.688	8984	TRANSIB3	7	X:8649060-8649102	8649060	8649102	8649060	8649102	7F	8465639	8B	8532798
TRANSIB3 2773 2883	1	TRANSIB3	7	1.688	9317	X:8649109-8649227	8649109	8649227	8649109	8649227	7F	8465639	8B	8532798
1.688	4	TRANSIB3	9317	Gypsy8-I	14430	X:8658544-8659543	8658544	8658677	8659376	8659543	8A	8649407	8B	8532798
Gypsy8-I	2	1.688	14430	TART	1200	X:8673973-8674183	8673973	8673996	8674154	8674183	8A	8649407	8B	8532798
TART	1	Gypsy8-I	1200	Gypsy8-I	2454	X:8675383-8675537	8675383	8675537	8675383	8675537	8A	8649407	8B	8532798
Gypsy8-I	1	TART	2454	1.688	15564	X:8677991-8678057	8677991	8678057	8677991	8678057	8A	8649407	8B	8532798
1.688	2	Gypsy8-I	15564	1.688	2797	X:8693621-8694324	8693621	8693960	8693970	8694324	8A	8649407	8B	8532798
1.688	1	1.688	2797	Gypsy-22	5561	X:8697121-8697465	8697121	8697465	8697121	8697465	8A	8649407	8B	8532798
Gypsy-22	1	1.688	5561	1.688	10358	X:8703026-8703098	8703026	8703098	8703026	8703098	8A	8649407	8B	8532798
1.688	2	Gypsy-22	10358	Jockey-3	2549	X:8713456-8714084	8713456	8713815	8713816	8714084	8A	8649407	8B	8532798
Jockey-3	1	1.688	2549	Gypsy-25	2607	X:8716633-8717100	8716633	8717100	8716633	8717100	8A	8649407	8B	8532798
Gypsy-25	1	Jockey-3	2607	1.688	4745	X:8719707-8719746	8719707	8719746	8719707	8719746	8A	8649407	8B	8532798
1.688	1	Gypsy-25	4745	TART	5609	X:8724491-8724834	8724491	8724834	8724491	8724834	8A	8649407	8B	8532798
TART	1	1.688	5609	Gypsy-10	2084	X:8730443-8730890	8730443	8730890	8730443	8730890	8A	8649407	8B	8532798
Gypsy-10	1	TART	2084	HeT-A3	2133	X:8732974-8733032	8732974	8733032	8732974	8733032	8A	8649407	8B	8532798
HeT-A3	1	Gypsy-10	2133	1.688	4775	X:8735165-8735246	8735165	8735246	8735165	8735246	8A	8649407	8B	8532798
1.688	1	HeT-A3	4775	1.688	9181	X:8740021-8740371	8740021	8740371	8740021	8740371	8A	8649407	8B	8532798
1.688	2	1.688	9181	1.688	19957	X:8749552-8750182	8749552	8749905	8749908	8750182	8A	8649407	8B	8532798
1.688	1	1.688	19957	Helena	36684	X:8770139-8770460	8770139	8770460	8770139	8770460	8B	8768351	8B	8532798
